MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,P_0,P_1,P_2,P_4,P_5,P_6,P_8,P_9,P_10,P_11,P_12,P_3,P_7
"70084","703028",ВЕТА,VETA,БЕЛА ПАЛАНКА,BELA PALANKA,33.33,66.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70084","703478",ШПАЈ,ŠPAJ,БЕЛА ПАЛАНКА,BELA PALANKA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70084","703362",СИЊАЦ,SINJAC,БЕЛА ПАЛАНКА,BELA PALANKA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70262","705497",ПРЕТЕЖАНА,PRETEŽANA,БЛАЦЕ,BLACE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70823","727865",ГРАДИШТЕ,GRADIŠTE,МЕРОШИНА,MEROŠINA,0.00,0.00,0.00,55.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.54,0.00
"71285","729647",ЧУКЉЕНИК,ČUKLJENIK,НИШКА БАЊА,NIŠKA BANJA,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70998","735582",ГОРЊА СТРАЖАВА,GORNJA STRAŽAVA,ПРОКУПЉЕ,PROKUPLJE,32.03,67.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"80292","802930",СЕФКЕРИН,SEFKERIN,ОПОВО,OPOVO,2.40,0.41,0.06,27.09,35.28,22.11,0.00,0.00,0.00,0.00,0.00,12.66,0.00
"70939","732125",БЛАТО,BLATO,ПИРОТ,PIROT,0.00,4.55,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.45,0.00
"70998","736023",МИЉКОВИЦА,MILJKOVICA,ПРОКУПЉЕ,PROKUPLJE,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70050","702056",ДОЊЕ КРЊИНО,DONJE KRNJINO,БАБУШНИЦА,BABUŠNICA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71293","703842",БОЉЕВЦИ,BOLJEVCI,СУРЧИН,SURČIN,0.30,0.19,2.09,11.00,52.77,12.34,0.00,0.00,0.00,0.00,0.00,15.46,5.84
"70394","709662",ПОЖЕЖЕНО,POŽEŽENO,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,6.92,9.95,4.88,19.58,26.76,0.00,0.00,0.00,0.00,0.00,0.00,31.91,0.00
"70939","732141",ВЕЛИКА ЛУКАЊА,VELIKA LUKANJA,ПИРОТ,PIROT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70513","714674",КНЕЖИЦА,KNEŽICA,ДОЉЕВАЦ,DOLJEVAC,0.00,0.00,10.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.69,0.00
"70203","704911",ПАДИНСКА СКЕЛА,PADINSKA SKELA,ПАЛИЛУЛА (БЕОГРАД),PALILULA (БЕОГРАД),8.94,0.70,7.16,14.61,9.34,9.97,25.40,0.02,0.00,0.00,0.00,11.37,12.49
"80314","803065",БАНАТСКО НОВО СЕЛО,BANATSKO NOVO SELO,ПАНЧЕВО,PANČEVO,1.05,0.49,0.75,3.09,4.63,2.22,69.06,2.48,0.00,0.00,0.00,1.35,14.88
"80420","804428",СТАРА ПАЗОВА,STARA PAZOVA,СТАРА ПАЗОВА,STARA PAZOVA,1.22,0.07,1.01,2.54,4.40,9.12,38.18,5.14,0.00,0.00,0.00,0.90,37.43
"71072","740063",ТРЕШЊЕВИЦА,TREŠNJEVICA,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71188","744158",ЧАРОВИНА,ČAROVINA,ТУТИН,TUTIN,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70874","730238",ГРАЧАНЕ,GRAČANE,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70939","732346",ЈЕЛОВИЦА,JELOVICA,ПИРОТ,PIROT,28.57,71.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70262","705322",ДОЊА РАШИЦА,DONJA RAŠICA,БЛАЦЕ,BLACE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70297","705853",ГОРЊЕ КОЊУВЦЕ,GORNJE KONJUVCE,БОЈНИК,BOJNIK,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70874","730823",РАЈЕТИЋЕ,RAJETIĆE,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70505","714259",БРЕБЕВНИЦА,BREBEVNICA,ДИМИТРОВГРАД,DIMITROVGRAD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70050","701947",ВАВА,VAVA,БАБУШНИЦА,BABUŠNICA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70084","703281",ЉУБАТОВИЦА,LJUBATOVICA,БЕЛА ПАЛАНКА,BELA PALANKA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71285","729108",ДОЊА СТУДЕНА,DONJA STUDENA,НИШКА БАЊА,NIŠKA BANJA,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70688","722499",САМОКОВО,SAMOKOVO,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70726","725137",ЧЕКМИН,ČEKMIN,ЛЕСКОВАЦ,LESKOVAC,0.75,6.04,84.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.68,0.00
"71285","729515",РАУТОВО,RAUTOVO,НИШКА БАЊА,NIŠKA BANJA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71021","737143",КАЗНОВИЋЕ,KAZNOVIĆE,РАШКА,RAŠKA,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"80403","804312",ШАШИНЦИ,ŠAŠINCI,СРЕМСКА МИТРОВИЦА,SREMSKA MITROVICA,3.01,1.74,25.23,22.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.17,0.00
"70173","704326",БЕЉЕВАЦ,BELJEVAC,МЛАДЕНОВАЦ,MLADENOVAC,0.19,29.63,70.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70700","723029",ЛАЈКОВАЦ (ВАРОШ),LAJKOVAC (VAROŠ),ЛАЈКОВАЦ,LAJKOVAC,0.00,0.00,0.00,0.00,0.04,0.00,35.08,26.98,37.91,0.00,0.00,0.00,0.00
"70912","731862",ЛЕСКОВАЦ,LESKOVAC,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,6.85,0.81,41.94,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.13,0.00
"70033","701530",МИСАЧА,MISAČA,АРАНЂЕЛОВАЦ,ARANĐELOVAC,19.57,6.52,7.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.30,0.00
"70912","731994",СТАМНИЦА,STAMNICA,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,8.69,4.87,27.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.34,0.00
"70998","735744",ДОЊА ТРНАВА,DONJA TRNAVA,ПРОКУПЉЕ,PROKUPLJE,9.20,71.00,19.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70823","727806",БАТУШИНАЦ,BATUŠINAC,МЕРОШИНА,MEROŠINA,0.00,4.55,95.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70688","721832",ГРАБОВНИЦА,GRABOVNICA,КУРШУМЛИЈА,KURŠUMLIJA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70688","722286",МИРНИЦА,MIRNICA,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70874","730726",ПОЖЕГА,POŽEGA,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,6.90,17.93,28.97,18.62,0.00,0.00,0.00,0.00,0.00,27.59,0.00
"70939","732079",БАРЈЕ ЧИФЛИК,BARJE ČIFLIK,ПИРОТ,PIROT,0.00,0.00,40.37,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,59.26,0.00
"70998","735400",БРЕСНИК,BRESNIK,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"80357","803537",ДОБРИНЦИ,DOBRINCI,РУМА,RUMA,7.75,2.81,12.73,32.33,22.26,0.00,0.00,0.00,0.00,0.00,0.00,22.12,0.00
"80128","801275",СТРАЖА,STRAŽA,ВРШАЦ,VRŠAC,2.48,4.12,21.02,40.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.23,0.00
"80357","803570",КРАЉЕВЦИ,KRALJEVCI,РУМА,RUMA,4.37,0.75,39.10,21.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.22,0.00
"70653","719820",МЕЂУРЕЧЈЕ,MEĐUREČJE,КРАЉЕВО,KRALJEVO,33.33,66.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70670","720666",БУКОВИЦА,BUKOVICA,КРУШЕВАЦ,KRUŠEVAC,0.00,33.33,66.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70165","704261",ЦВЕТОВАЦ,CVETOVAC,ЛАЗАРЕВАЦ,LAZAREVAC,18.49,3.81,47.47,13.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.45,0.00
"70637","718556",СУБОТИЦА,SUBOTICA,КОЦЕЉЕВА,KOCELJEVA,18.95,46.32,34.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70637","718491",ЗУКВЕ,ZUKVE,КОЦЕЉЕВА,KOCELJEVA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70343","707481",РАВНИШТЕ,RAVNIŠTE,БРУС,BRUS,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70939","732095",БЕЛА,BELA,ПИРОТ,PIROT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70998","735442",БУЛАТОВАЦ,BULATOVAC,ПРОКУПЉЕ,PROKUPLJE,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70262","705438",МАЛА ДРАГУША,MALA DRAGUŠA,БЛАЦЕ,BLACE,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70823","727920",ЈУГ БОГДАНОВАЦ,JUG BOGDANOVAC,МЕРОШИНА,MEROŠINA,0.00,0.00,96.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.98,0.00
"70343","707139",ГОРЊЕ ЛЕВИЋЕ,GORNJE LEVIĆE,БРУС,BRUS,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71323","729132",ДОЊЕ ВЛАСЕ,DONJE VLASE,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),1.67,0.00,96.67,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71072","740250",ШУШУРЕ,ŠUŠURE,СЈЕНИЦА,SJENICA,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70262","705225",БЛАЦЕ,BLACE,БЛАЦЕ,BLACE,0.05,1.06,0.31,6.60,7.07,3.47,40.63,0.00,0.00,0.00,0.00,4.37,36.44
"70998","735639",ГОРЊЕ КОРДИНЦЕ,GORNJE KORDINCE,ПРОКУПЉЕ,PROKUPLJE,26.67,73.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70262","705624",ШИЉОМАНА,ŠILJOMANA,БЛАЦЕ,BLACE,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70122","703770",КАЛУЂЕРИЦА,KALUĐERICA,ГРОЦКА,GROCKA,0.00,0.00,0.00,0.30,0.00,1.79,79.70,3.02,0.00,0.00,0.00,0.13,15.06
"70394","709492",ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,0.20,0.10,0.29,0.27,0.97,2.30,58.62,32.62,0.00,0.00,0.00,0.76,3.87
"71188","743216",БАЉЕН,BALJEN,ТУТИН,TUTIN,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70726","723916",ГОЛЕМА ЊИВА,GOLEMA NJIVA,ЛЕСКОВАЦ,LESKOVAC,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70874","731013",ХОТКОВО,HOTKOVO,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00
"71323","728993",ВУКМАНОВО,VUKMANOVO,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),0.00,0.00,14.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.51,0.00
"70980","735221",ЧАУШЕВИЋИ,ČAUŠEVIĆI,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70980","734926",МИЛЕШЕВО,MILEŠEVO,ПРИЈЕПОЉЕ,PRIJEPOLJE,46.15,16.92,13.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.08,0.00
"70025","701114",ЛОЋИКА,LOĆIKA,АЛЕКСИНАЦ,ALEKSINAC,0.00,12.15,87.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70025","701173",МОРАВАЦ,MORAVAC,АЛЕКСИНАЦ,ALEKSINAC,0.40,0.27,6.39,37.35,32.02,0.47,1.93,0.00,0.00,0.00,0.00,18.91,2.26
"71072","739677",КАЊЕВИНА,KANJEVINA,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70980","734756",КАРОШЕВИНА,KAROŠEVINA,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70262","705616",ЏЕПНИЦА,DŽEPNICA,БЛАЦЕ,BLACE,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70971","734128",КАЛАФАТИ,KALAFATI,ПРИБОЈ,PRIBOJ,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70564","716294",МАНА,MANA,ИВАЊИЦА,IVANJICA,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.67,0.00
"70025","700622",АЛЕКСИНАЧКИ БУЈМИР,ALEKSINAČKI BUJMIR,АЛЕКСИНАЦ,ALEKSINAC,19.00,37.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70670","721140",ЛИПОВАЦ,LIPOVAC,КРУШЕВАЦ,KRUŠEVAC,0.00,0.00,6.51,8.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.62,0.00
"71064","738824",ДАВИДОВАЦ,DAVIDOVAC,СВРЉИГ,SVRLJIG,0.00,2.94,97.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70025","701386",ЧУКУРОВАЦ,ČUKUROVAC,АЛЕКСИНАЦ,ALEKSINAC,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70670","721492",СРНДАЉЕ,SRNDALJE,КРУШЕВАЦ,KRUŠEVAC,0.00,9.09,90.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71307","729604",ЦЕРЈЕ,CERJE,ПАНТЕЛЕЈ,PANTELEJ,0.89,38.08,61.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70025","701149",ЉУПТЕН,LJUPTEN,АЛЕКСИНАЦ,ALEKSINAC,0.23,76.87,22.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70564","716243",КОСОВИЦА,KOSOVICA,ИВАЊИЦА,IVANJICA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70998","735558",ГОРЊА БРЕСНИЦА,GORNJA BRESNICA,ПРОКУПЉЕ,PROKUPLJE,66.67,22.22,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70874","730815",РАДАЉИЦА,RADALJICA,НОВИ ПАЗАР,NOVI PAZAR,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70874","730327",ДРАМИЋЕ,DRAMIĆE,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70980","735035",ПОТКРШ,POTKRŠ,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70980","734608",ДУШМАНИЋИ,DUŠMANIĆI,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,0.00,0.00,0.00,8.51,0.00,0.00,0.00,0.00,91.49,0.00
"70025","700762",ВУКАЊА,VUKANJA,АЛЕКСИНАЦ,ALEKSINAC,0.00,75.73,24.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70564","716197",КЛЕКОВА,KLEKOVA,ИВАЊИЦА,IVANJICA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70602","717576",ЈАКОВАЦ,JAKOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,22.22,0.00,77.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70670","721174",ЉУБАВА,LJUBAVA,КРУШЕВАЦ,KRUŠEVAC,0.00,10.54,31.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.04,0.00
"70670","720593",БЕЛА ВОДА,BELA VODA,КРУШЕВАЦ,KRUŠEVAC,4.25,24.77,17.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.09,0.00
"71005","736481",МАЛЕТИНА,MALETINA,РАЖАЊ,RAŽANJ,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70459","712418",НОВО СЕЛО,NOVO SELO,ВРЊАЧКА БАЊА,VRNJAČKA BANJA,0.10,0.00,1.69,45.73,11.33,0.00,0.00,0.00,0.00,0.00,0.00,41.15,0.00
"71129","740934",РЕСНИК,RESNIK,СОКОБАЊА,SOKOBANJA,4.04,11.11,84.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70602","717797",ПЕТРУША,PETRUŠA,КЊАЖЕВАЦ,KNJAŽEVAC,0.89,17.86,63.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.86,0.00
"70670","720682",ВЕЛИКА КРУШЕВИЦА,VELIKA KRUŠEVICA,КРУШЕВАЦ,KRUŠEVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
"70670","721638",ШАНАЦ,ŠANAC,КРУШЕВАЦ,KRUŠEVAC,0.12,0.70,9.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,0.00
"70670","721506",СРЊЕ,SRNJE,КРУШЕВАЦ,KRUŠEVAC,1.72,0.22,12.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.16,0.00
"70602","717347",ВЛАШКО ПОЉЕ,VLAŠKO POLJE,КЊАЖЕВАЦ,KNJAŽEVAC,1.20,18.88,79.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71021","736937",БИЉАНОВАЦ,BILJANOVAC,РАШКА,RAŠKA,0.00,6.25,0.00,42.19,51.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71315","729116",ДОЊА ТОПОНИЦА,DONJA TOPONICA,ЦРВЕНИ КРСТ,CRVENI KRST,0.00,0.00,48.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.35,0.00
"70602","717355",ВРТОВАЦ,VRTOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,2.22,17.78,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70602","717436",ДЕБЕЛИЦА,DEBELICA,КЊАЖЕВАЦ,KNJAŽEVAC,4.81,9.09,43.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.78,0.00
"70378","709174",ДОЊИ КАТУН,DONJI KATUN,ВАРВАРИН,VARVARIN,2.35,4.41,71.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.29,0.00
"70041","701629",АРИЉЕ,ARILJE,АРИЉЕ,ARILJE,0.00,0.00,0.00,0.33,0.15,1.66,26.59,59.34,7.39,0.00,0.00,0.00,4.54
"70041","701815",СЕВЕРОВО,SEVEROVO,АРИЉЕ,ARILJE,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70653","719552",ДРАГОСИЊЦИ,DRAGOSINJCI,КРАЉЕВО,KRALJEVO,22.73,4.55,40.91,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.27,0.00
"71242","745499",БРЕЗОВИЦА,BREZOVICA,ЧАЧАК,ČAČAK,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71170","743011",ПОЉНА,POLJNA,ТРСТЕНИК,TRSTENIK,0.31,19.92,79.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70653","719307",АДРАНИ,ADRANI,КРАЉЕВО,KRALJEVO,0.07,0.00,11.84,14.51,7.92,8.13,26.28,0.98,0.00,0.00,0.00,0.35,29.92
"70017","700371",ЉУБИНЦИ,LJUBINCI,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,25.97,18.18,53.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.60,0.00
"71064","738867",ЖЕЉЕВО,ŽELJEVO,СВРЉИГ,SVRLJIG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71242","745618",ДОЊА ГОРЕВНИЦА,DONJA GOREVNICA,ЧАЧАК,ČAČAK,0.00,11.64,42.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.45,0.00
"71030","737771",ОПАРИЋ,OPARIĆ,РЕКОВАЦ,REKOVAC,0.30,2.38,38.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.13,0.00
"70378","709166",ГОРЊИ КРЧИН,GORNJI KRČIN,ВАРВАРИН,VARVARIN,6.67,93.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70602","718009",ЦРВЕЊЕ,CRVENJE,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70670","720747",ВЕЛИКО ГОЛОВОДЕ,VELIKO GOLOVODE,КРУШЕВАЦ,KRUŠEVAC,0.00,0.00,0.00,39.08,17.67,38.44,0.00,0.00,0.00,0.00,0.00,4.82,0.00
"71129","740888",МУЖИНАЦ,MUŽINAC,СОКОБАЊА,SOKOBANJA,0.97,82.10,16.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70971","734055",ДОБРИЛОВИЋИ,DOBRILOVIĆI,ПРИБОЈ,PRIBOJ,0.00,0.00,61.54,38.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70670","720810",ГАРИ,GARI,КРУШЕВАЦ,KRUŠEVAC,0.00,0.00,13.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.42,0.00
"70971","734152",КРАТОВО,KRATOVO,ПРИБОЈ,PRIBOJ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71005","736635",ЦЕРОВО,CEROVO,РАЖАЊ,RAŽANJ,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71242","746037",СТАНЧИЋИ,STANČIĆI,ЧАЧАК,ČAČAK,5.47,0.00,5.47,6.25,34.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.44
"71030","737879",УРСУЛЕ,URSULE,РЕКОВАЦ,REKOVAC,0.00,28.06,34.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.05,0.00
"70025","700916",ДОБРУЈЕВАЦ,DOBRUJEVAC,АЛЕКСИНАЦ,ALEKSINAC,4.81,95.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70670","721158",ЛОВЦИ,LOVCI,КРУШЕВАЦ,KRUŠEVAC,75.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71242","745707",КАЧУЛИЦЕ,KAČULICE,ЧАЧАК,ČAČAK,88.73,1.41,9.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70653","719951",ОПЛАНИЋИ,OPLANIĆI,КРАЉЕВО,KRALJEVO,1.28,0.00,0.00,34.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.10,0.00
"71170","742708",ВЕЛУЋЕ,VELUĆE,ТРСТЕНИК,TRSTENIK,0.69,35.68,62.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00
"70343","707473",РАВНИ,RAVNI,БРУС,BRUS,0.00,4.88,9.76,58.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.83,0.00
