MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,P_0,P_1,P_2,P_4,P_5,P_6,P_8,P_9,P_10,P_11,P_12,P_3,P_7
"70548","715344",ЗЛАДОВАЦ,ZLADOVAC,ЖИТОРАЂА,ŽITORAĐA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70874","730009",БАЈЕВИЦА,BAJEVICA,НОВИ ПАЗАР,NOVI PAZAR,5.30,21.21,41.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.82,0.00
"70360","708267",БАБИНА ЛУКА,BABINA LUKA,ВАЉЕВО,VALJEVO,40.91,22.73,36.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"80071","800503",ГОРЊА РОГАТИЦА,GORNJA ROGATICA,БАЧКА ТОПОЛА,BAČKA TOPOLA,3.94,16.73,59.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.43,0.00
"80071","800465",БАЈША,BAJŠA,БАЧКА ТОПОЛА,BAČKA TOPOLA,2.94,29.52,13.73,13.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.39,0.00
"80071","800589",МИЋУНОВО,MIĆUNOVO,БАЧКА ТОПОЛА,BAČKA TOPOLA,0.00,14.72,55.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.97,0.00
"71021","737151",КАРАДАК,KARADAK,РАШКА,RAŠKA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71315","729078",ГОРЊИ КОМРЕН,GORNJI KOMREN,ЦРВЕНИ КРСТ,CRVENI KRST,0.00,0.00,0.00,10.06,77.99,0.00,0.00,0.00,0.00,0.00,0.00,10.06,1.89
"71315","729272",ЛЕСКОВИК,LESKOVIK,ЦРВЕНИ КРСТ,CRVENI KRST,0.43,18.97,80.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70602","717207",БАЛТА БЕРИЛОВАЦ,BALTA BERILOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70564","716081",ГРАДАЦ,GRADAC,ИВАЊИЦА,IVANJICA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70343","707031",БОТУЊА,BOTUNJA,БРУС,BRUS,13.04,19.57,67.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70939","732257",ГОСТУША,GOSTUŠA,ПИРОТ,PIROT,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70980","734942",МИЉЕВИЋИ,MILJEVIĆI,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.36,7.19,11.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.58,0.00
"70874","730572",МУХОВО,MUHOVO,НОВИ ПАЗАР,NOVI PAZAR,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71323","792055",НИШ (ПАЛИЛУЛА),NIŠ (PALILULA),ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),0.00,0.00,0.00,1.08,1.00,0.02,43.53,37.12,9.54,0.00,0.00,0.91,6.81
"70564","716065",ВУЧАК,VUČAK,ИВАЊИЦА,IVANJICA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70025","700894",ДАШНИЦА,DAŠNICA,АЛЕКСИНАЦ,ALEKSINAC,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70670","720879",ГРКЉАНЕ,GRKLJANE,КРУШЕВАЦ,KRUŠEVAC,1.72,0.43,81.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.38,0.00
"70980","734578",ДОЊЕ БАБИНЕ,DONJE BABINE,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70670","721581",ЋЕЛИЈЕ,ĆELIJE,КРУШЕВАЦ,KRUŠEVAC,15.09,28.30,56.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71021","737399",ПОКРВЕНИК,POKRVENIK,РАШКА,RAŠKA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70653","720216",ТАДЕЊЕ,TADENJE,КРАЉЕВО,KRALJEVO,0.00,14.81,0.00,0.00,85.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70025","700754",ВРЋЕНОВИЦА,VRĆENOVICA,АЛЕКСИНАЦ,ALEKSINAC,0.61,10.70,88.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70823","727911",ЈОВАНОВАЦ,JOVANOVAC,МЕРОШИНА,MEROŠINA,0.00,22.14,77.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70980","735132",СКОКУЋЕ,SKOKUĆE,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70998","735949",КОСТЕНИЦА,KOSTENICA,ПРОКУПЉЕ,PROKUPLJE,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71021","737488",СЕМЕТЕШ,SEMETEŠ,РАШКА,RAŠKA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70017","700118",ВРАЖОГРНЦИ,VRAŽOGRNCI,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70955","733318",ЈЕЛЕН ДО,JELEN DO,ПОЖЕГА,POŽEGA,0.09,7.64,0.00,0.00,11.33,0.00,16.15,19.32,0.00,0.00,0.00,11.94,33.54
"70670","721450",РОСИЦА,ROSICA,КРУШЕВАЦ,KRUŠEVAC,0.00,20.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00
"71242","745812",МОЈСИЊЕ,MOJSINJE,ЧАЧАК,ČAČAK,2.43,0.00,10.12,25.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.94,0.00
"71145","741671",КЕСЕРОВИНА,KESEROVINA,УЖИЦЕ,UŽICE,16.67,83.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70866","729833",КОМАРАНИ,KOMARANI,НОВА ВАРОШ,NOVA VAROŠ,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70670","720887",ДВОРАНЕ,DVORANE,КРУШЕВАЦ,KRUŠEVAC,0.45,0.00,61.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.64,0.00
"70343","707422",МАЛА ГРАБОВНИЦА,MALA GRABOVNICA,БРУС,BRUS,0.00,1.03,1.03,0.00,0.00,0.00,35.38,0.00,0.00,0.00,0.00,17.95,44.62
"71323","728900",БЕРБАТОВО,BERBATOVO,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),0.55,0.00,99.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71137","741221",ЗАГУЖАЊЕ,ZAGUŽANJE,СУРДУЛИЦА,SURDULICA,0.00,0.00,10.77,4.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.62,0.00
"71137","741051",БАЦИЈЕВЦЕ,BACIJEVCE,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70726","724912",РАВНИ ДЕЛ,RAVNI DEL,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70815","727482",МАРОВАЦ,MAROVAC,МЕДВЕЂА,MEDVEĐA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70726","725129",ЦРЦАВАЦ,CRCAVAC,ЛЕСКОВАЦ,LESKOVAC,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70815","727571",ПЕТРИЉЕ,PETRILJE,МЕДВЕЂА,MEDVEĐA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70718","723274",ДРВОДЕЉ,DRVODELJ,ЛЕБАНЕ,LEBANE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71137","741159",ГРОЗНАТОВЦИ,GROZNATOVCI,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70815","727717",ТУЛАРЕ,TULARE,МЕДВЕЂА,MEDVEĐA,4.05,95.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70815","727741",ЧОКОТИН,ČOKOTIN,МЕДВЕЂА,MEDVEĐA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70726","725030",СУШЕВЉЕ,SUŠEVLJE,ЛЕСКОВАЦ,LESKOVAC,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71137","741388",СТРЕЗИМИРОВЦИ,STREZIMIROVCI,СУРДУЛИЦА,SURDULICA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70661","720437",КРАСАВА,KRASAVA,КРУПАЊ,KRUPANJ,30.62,69.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70696","722685",БЛАГОЈЕВ КАМЕН,BLAGOJEV KAMEN,КУЧЕВО,KUČEVO,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71218","744590",ГУЊЕВАЦ,GUNJEVAC,УБ,UB,0.00,2.13,35.11,2.13,6.38,0.00,31.91,0.00,0.00,0.00,0.00,22.34,0.00
"70661","720488",МОЈКОВИЋ,MOJKOVIĆ,КРУПАЊ,KRUPANJ,34.18,21.52,25.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.99,0.00
"70912","731943",ОРЉЕВО,ORLJEVO,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,1.68,5.43,49.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.13,0.00
"70521","714933",СВИЊАРЕВО,SVINJAREVO,ЖАБАРИ,ŽABARI,0.45,29.90,69.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70637","718416",БРЕСНИЦА,BRESNICA,КОЦЕЉЕВА,KOCELJEVA,52.38,47.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70386","709425",МИЛОШЕВАЦ,MILOŠEVAC,ВЕЛИКА ПЛАНА,VELIKA PLANA,2.19,5.18,31.71,16.28,0.00,0.15,0.00,0.00,0.00,0.00,0.00,44.50,0.00
"70726","724394",ИГРИШТЕ,IGRIŠTE,ЛЕСКОВАЦ,LESKOVAC,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70718","723479",РАДЕВЦЕ,RADEVCE,ЛЕБАНЕ,LEBANE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71226","744921",БАЈИНЦИ,BAJINCI,ЦРНА ТРАВА,CRNA TRAVA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70726","724670",МРКОВИЦА,MRKOVICA,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70050","702013",ГОРЊИ СТРИЖЕВАЦ,GORNJI STRIŽEVAC,БАБУШНИЦА,BABUŠNICA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70467","712507",ВЕЛИКИ КРЧИМИР,VELIKI KRČIMIR,ГАЏИН ХАН,GADŽIN HAN,1.05,37.89,61.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70998","735434",БУКОЛОРАМ,BUKOLORAM,ПРОКУПЉЕ,PROKUPLJE,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70718","723444",ПОРОШТИЦА,POROŠTICA,ЛЕБАНЕ,LEBANE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70939","732397",КРУПАЦ,KRUPAC,ПИРОТ,PIROT,0.00,0.19,1.55,47.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.97,0.00
"70688","722332",ПАРАДА,PARADA,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70548","715280",ДОЊЕ ЦРНАТОВО,DONJE CRNATOVO,ЖИТОРАЂА,ŽITORAĐA,0.00,81.35,18.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70688","721816",ГОРЊА МИКУЉАНА,GORNJA MIKULJANA,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70904","731536",ПОТОЧАЦ,POTOČAC,ПАРАЋИН,PARAĆIN,2.38,6.77,43.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.31,0.00
"71242","745847",МРШИНЦИ,MRŠINCI,ЧАЧАК,ČAČAK,7.69,4.33,9.13,71.63,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.00
"71072","739219",БЛАТО,BLATO,СЈЕНИЦА,SJENICA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71226","744930",БАНКОВЦИ,BANKOVCI,ЦРНА ТРАВА,CRNA TRAVA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70726","723746",БРЗА,BRZA,ЛЕСКОВАЦ,LESKOVAC,0.00,13.98,86.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70815","727733",ЦРНИ ВРХ,CRNI VRH,МЕДВЕЂА,MEDVEĐA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70726","725153",ЧУКЉЕНИК,ČUKLJENIK,ЛЕСКОВАЦ,LESKOVAC,0.00,10.24,89.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71226","744956",БРОД,BROD,ЦРНА ТРАВА,CRNA TRAVA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70726","724998",СЛАТИНА,SLATINA,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70815","727598",ПУСТО ШИЛОВО,PUSTO ŠILOVO,МЕДВЕЂА,MEDVEĐA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70726","723703",БОЋЕВИЦА,BOĆEVICA,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70726","723690",БОЈИШИНА,BOJIŠINA,ЛЕСКОВАЦ,LESKOVAC,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71226","745081",ОСТРОЗУБ,OSTROZUB,ЦРНА ТРАВА,CRNA TRAVA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70726","725056",ТУЛОВО,TULOVO,ЛЕСКОВАЦ,LESKOVAC,0.00,18.85,81.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70777","726702",СОКОЛАЦ,SOKOLAC,ЉУБОВИЈА,LJUBOVIJA,16.67,83.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70840","728870",ШАРКАМЕН,ŠARKAMEN,НЕГОТИН,NEGOTIN,16.67,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.67,0.00
"70483","713651",ПРЊАВОР,PRNJAVOR,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,37.93,58.62,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70483","713627",ОЗРЕМ,OZREM,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,66.67,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70556","715786",МАЛА ЈАСИКОВА,MALA JASIKOVA,ЗАЈЕЧАР,ZAJEČAR,0.00,36.54,63.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70769","726435",СЛАВКОВИЦА,SLAVKOVICA,ЉИГ,LJIG,33.85,12.31,50.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.08,0.00
"71056","738514",ГЛОЖАНЕ,GLOŽANE,СВИЛАЈНАЦ,SVILAJNAC,2.93,1.52,41.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.53,0.00
"70769","726257",ДИЋИ,DIĆI,ЉИГ,LJIG,26.92,69.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85
"70734","725650",СИМИНО БРДО,SIMINO BRDO,ЛОЗНИЦА,LOZNICA,0.00,11.11,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.67,0.00
"70734","725340",ДОЊА БАДАЊА,DONJA BADANJA,ЛОЗНИЦА,LOZNICA,21.05,52.63,26.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70831","728071",БЕРКОВАЦ,BERKOVAC,МИОНИЦА,MIONICA,17.95,1.71,0.00,34.19,3.42,35.90,0.00,0.00,0.00,0.00,0.00,1.71,5.13
"70769","726249",ГУКОШ,GUKOŠ,ЉИГ,LJIG,0.74,0.00,0.74,0.74,0.00,21.84,9.18,0.00,0.00,0.00,0.00,0.00,66.75
"70734","725706",ТРБОСИЉЕ,TRBOSILJE,ЛОЗНИЦА,LOZNICA,46.94,53.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70050","702196",ЛИНОВО,LINOVO,БАБУШНИЦА,BABUŠNICA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71188","743909",ПИСКОПОВЦЕ,PISKOPOVCE,ТУТИН,TUTIN,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70874","730025",БАРЕ,BARE,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71188","743399",ГЛУХАВИЦА,GLUHAVICA,ТУТИН,TUTIN,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71030","737631",ДРАГОВО,DRAGOVO,РЕКОВАЦ,REKOVAC,0.22,11.04,32.68,9.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.93,0.00
"71145","741795",ПОНИКОВИЦА,PONIKOVICA,УЖИЦЕ,UŽICE,0.00,1.82,0.00,7.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.91,0.00
"71242","745880",ПАРМЕНАЦ,PARMENAC,ЧАЧАК,ČAČAK,0.00,80.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70840","728616",МАЛА КАМЕНИЦА,MALA KAMENICA,НЕГОТИН,NEGOTIN,0.47,6.51,17.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.35,0.00
"70661","720453",КРУПАЊ,KRUPANJ,КРУПАЊ,KRUPANJ,0.00,0.06,0.21,11.22,45.23,1.59,19.07,0.00,0.00,0.00,0.00,12.66,9.95
"70360","708666",ЈОШЕВА,JOŠEVA,ВАЉЕВО,VALJEVO,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70084","703192",КЛЕЊЕ,KLENJE,БЕЛА ПАЛАНКА,BELA PALANKA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70998","736171",ПОТОЧИЋ,POTOČIĆ,ПРОКУПЉЕ,PROKUPLJE,0.00,2.34,97.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"80128","801054",ВЛАЈКОВАЦ,VLAJKOVAC,ВРШАЦ,VRŠAC,2.12,6.20,19.18,39.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.68,0.00
"80039","800104",ДОБРИЦА,DOBRICA,АЛИБУНАР,ALIBUNAR,0.86,4.22,0.24,21.33,17.23,10.75,0.00,0.00,0.00,0.00,0.00,15.81,29.56
"70289","705721",МЕТКОВИЋ,METKOVIĆ,БОГАТИЋ,BOGATIĆ,1.24,4.56,22.88,19.04,6.07,0.00,0.00,0.00,0.00,0.00,0.00,36.29,9.91
"80403","804304",ЧАЛМА,ČALMA,СРЕМСКА МИТРОВИЦА,SREMSKA MITROVICA,10.52,15.59,18.80,6.35,9.70,8.71,0.00,0.00,0.00,0.00,0.00,30.33,0.00
"80179","801798",НОВИ КАРЛОВЦИ,NOVI KARLOVCI,ИНЂИЈА,INĐIJA,1.11,0.84,5.01,19.26,22.75,13.41,0.36,1.55,1.36,0.00,0.00,21.83,12.52
"80055","800236",БАЧ,BAČ,БАЧ,BAČ,5.12,12.36,3.71,17.98,6.54,5.50,16.24,0.00,0.00,0.00,0.00,14.29,18.26
"80489","804860",ОСТОЈИЋЕВО,OSTOJIĆEVO,ЧОКА,ČOKA,7.16,1.14,2.89,31.80,23.80,6.19,0.00,0.00,0.00,0.00,0.00,27.01,0.00
"80462","805114",КОСАНЧИЋ,KOSANČIĆ,ВРБАС,VRBAS,3.85,0.00,96.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"80438","804541",КЕЛЕБИЈА,KELEBIJA,СУБОТИЦА,SUBOTICA,0.33,0.02,1.10,23.50,16.53,22.82,3.36,1.78,0.00,0.00,0.00,5.23,25.34
"80438","804614",СУБОТИЦА,SUBOTICA,СУБОТИЦА,SUBOTICA,0.07,0.02,0.96,7.48,10.48,9.45,29.59,20.67,6.49,0.00,0.00,2.80,12.00
"70645","718777",ДИВОСТИН,DIVOSTIN,КРАГУЈЕВАЦ,KRAGUJEVAC,0.00,0.00,2.84,39.20,57.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70815","727709",СТУБЛА,STUBLA,МЕДВЕЂА,MEDVEĐA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71226","745014",ДОБРО ПОЉЕ,DOBRO POLJE,ЦРНА ТРАВА,CRNA TRAVA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70718","723576",ШИЛОВО,ŠILOVO,ЛЕБАНЕ,LEBANE,0.00,52.70,47.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70467","712612",ДОЊИ БАРБЕШ,DONJI BARBEŠ,ГАЏИН ХАН,GADŽIN HAN,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70998","735485",ВИДОВАЧА,VIDOVAČA,ПРОКУПЉЕ,PROKUPLJE,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70467","712841",ЧАГРОВАЦ,ČAGROVAC,ГАЏИН ХАН,GADŽIN HAN,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70343","707104",ВИТОШЕ,VITOŠE,БРУС,BRUS,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71072","739740",КРАЈИНОВИЋЕ,KRAJINOVIĆE,СЈЕНИЦА,SJENICA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71072","739944",РАСНО,RASNO,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71200","744344",БИГРЕНИЦА,BIGRENICA,ЋУПРИЈА,ĆUPRIJA,14.29,34.59,35.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.79,0.00
"70955","733539",РУПЕЉЕВО,RUPELJEVO,ПОЖЕГА,POŽEGA,0.00,20.00,18.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.38,0.00
"70718","723380",МАЛО ВОЈЛОВЦЕ,MALO VOJLOVCE,ЛЕБАНЕ,LEBANE,0.00,5.60,76.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.40,0.00
"70971","734071",ЗАБРЂЕ,ZABRĐE,ПРИБОЈ,PRIBOJ,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70424","710920",КОЗИЛО,KOZILO,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70815","727342",ГОРЊИ БУЧУМЕТ,GORNJI BUČUMET,МЕДВЕЂА,MEDVEĐA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70777","726753",ЦРНЧА,CRNČA,ЉУБОВИЈА,LJUBOVIJA,38.52,61.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71269","746495",ПРЊАВОР,PRNJAVOR,ШАБАЦ,ŠABAC,2.85,2.39,9.76,14.09,15.48,0.00,0.00,0.00,0.00,0.00,0.00,55.43,0.00
"71072","740187",ЦРВСКО,CRVSKO,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"80462","804762",ЗМАЈЕВО,ZMAJEVO,ВРБАС,VRBAS,1.38,2.16,4.62,35.39,16.02,17.87,0.00,0.00,0.00,0.00,0.00,22.57,0.00
"80195","802093",ТРЕШЊЕВАЦ,TREŠNJEVAC,КАЊИЖА,KANJIŽA,0.48,1.99,14.73,22.83,21.55,0.00,0.00,0.00,0.00,0.00,0.00,38.42,0.00
