MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,P_LA_15,P_LA_15-19,SOL_15,SOL_15-19
"70815","727466",ЛЕЦЕ,LECE,МЕДВЕЂА,MEDVEĐA,19.48,5.06,10.19,35.34
"70726","724661",МИРОШЕВЦЕ,MIROŠEVCE,ЛЕСКОВАЦ,LESKOVAC,43.05,22.31,23.26,61.48
"71188","743500",ДЕТАНЕ,DETANE,ТУТИН,TUTIN,10.54,0.94,2.32,21.04
"71188","744042",САШ,SAŠ,ТУТИН,TUTIN,0.00,0.00,0.00,13.41
"70726","724114",ДЕДИНА БАРА,DEDINA BARA,ЛЕСКОВАЦ,LESKOVAC,33.09,14.81,33.85,47.52
"71226","745006",ДАРКОВЦЕ,DARKOVCE,ЦРНА ТРАВА,CRNA TRAVA,5.13,0.00,3.20,36.03
"70505","714518",ПЕТАЧИНЦИ,PETAČINCI,ДИМИТРОВГРАД,DIMITROVGRAD,11.34,0.00,1.49,10.40
"70343","707112",ВЛАЈКОВЦИ,VLAJKOVCI,БРУС,BRUS,29.70,14.23,36.89,67.31
"71021","736988",БРВЕНИК,BRVENIK,РАШКА,RAŠKA,59.57,27.38,3.05,9.14
"70939","732460",МИРКОВЦИ,MIRKOVCI,ПИРОТ,PIROT,9.92,0.00,1.07,8.91
"70670","720836",ГЛОБОДЕР,GLOBODER,КРУШЕВАЦ,KRUŠEVAC,79.69,50.74,119.84,117.04
"70661","720429",КОСТАЈНИК,KOSTAJNIK,КРУПАЊ,KRUPANJ,27.10,0.00,18.19,57.59
"70726","723843",ВЕЛИКО ТРЊАНЕ,VELIKO TRNJANE,ЛЕСКОВАЦ,LESKOVAC,38.30,19.84,18.48,46.77
"70726","723959",ГОРЊА ЈАЈИНА,GORNJA JAJINA,ЛЕСКОВАЦ,LESKOVAC,75.27,39.10,17.13,30.37
"70718","723223",ГЕГЉА,GEGLJA,ЛЕБАНЕ,LEBANE,0.00,0.00,0.00,13.46
"70688","722235",МАЧЈА СТЕНА,MAČJA STENA,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.00,14.25
"70505","714445",ИСКРОВЦИ,ISKROVCI,ДИМИТРОВГРАД,DIMITROVGRAD,9.40,0.00,1.53,15.28
"71188","743917",ПЛЕНИБАБЕ,PLENIBABE,ТУТИН,TUTIN,0.00,0.00,0.00,6.87
"70424","711179",ШИШАВЕ,ŠIŠAVE,ВЛАСОТИНЦЕ,VLASOTINCE,72.57,51.66,28.88,42.79
"70688","721948",ЂАКЕ,ĐAKE,КУРШУМЛИЈА,KURŠUMLIJA,12.61,0.00,4.97,33.66
"70025","700975",ДОЊИ ЉУБЕШ,DONJI LJUBEŠ,АЛЕКСИНАЦ,ALEKSINAC,42.38,23.30,23.98,52.49
"71170","742678",БРЕСНО ПОЉЕ,BRESNO POLJE,ТРСТЕНИК,TRSTENIK,39.53,19.50,18.43,26.59
"70726","724840",ПИСКУПОВО,PISKUPOVO,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,0.00,8.11
"70998","735507",ВЛАСОВО,VLASOVO,ПРОКУПЉЕ,PROKUPLJE,4.30,1.55,8.78,54.74
"70998","736155",ПИСКАЉЕ,PISKALJE,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.00,8.92
"70998","735671",ДОБРОТИЋ,DOBROTIĆ,ПРОКУПЉЕ,PROKUPLJE,0.00,13.62,0.00,12.15
"70998","736198",ПРЕКАШНИЦА,PREKAŠNICA,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.00,3.73
"70874","730858",РАЈЧИНОВИЋКА ТРНАВА,RAJČINOVIĆKA TRNAVA,НОВИ ПАЗАР,NOVI PAZAR,46.18,8.53,13.64,27.14
"70998","735680",ДОЊА БЕЈАШНИЦА,DONJA BEJAŠNICA,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.00,7.30
"70688","722022",ИГРИШТЕ,IGRIŠTE,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.00,31.67
"71315","729418",ПАЛИГРАЦЕ,PALIGRACE,ЦРВЕНИ КРСТ,CRVENI KRST,27.10,8.59,8.76,23.38
"70688","722456",РАЧА,RAČA,КУРШУМЛИЈА,KURŠUMLIJA,29.05,1.92,11.82,37.43
"70050","702242",МОДРА СТЕНА,MODRA STENA,БАБУШНИЦА,BABUŠNICA,0.00,0.00,0.00,13.03
"70050","702307",РАДИЊИНЦЕ,RADINJINCE,БАБУШНИЦА,BABUŠNICA,0.00,0.00,0.00,13.39
"71030","737615",ВУКМАНОВАЦ,VUKMANOVAC,РЕКОВАЦ,REKOVAC,39.51,19.01,20.53,44.21
"71242","745545",ВИЉУША,VILJUŠA,ЧАЧАК,ČAČAK,40.55,59.44,36.50,90.13
"70866","729680",БОЖЕТИЋИ,BOŽETIĆI,НОВА ВАРОШ,NOVA VAROŠ,8.88,0.00,3.47,35.29
"70025","701335",ТЕШИЦА,TEŠICA,АЛЕКСИНАЦ,ALEKSINAC,61.25,45.58,69.81,113.12
"70025","700835",ГОРЊЕ СУХОТНО,GORNJE SUHOTNO,АЛЕКСИНАЦ,ALEKSINAC,41.34,22.31,13.24,30.49
"70017","700193",ГОРЊИ СТУПАЊ,GORNJI STUPANJ,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,50.52,41.57,29.65,58.47
"70025","701319",СТУБЛИНА,STUBLINA,АЛЕКСИНАЦ,ALEKSINAC,52.50,35.82,5.72,12.91
"70017","700029",АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,100.00,99.44,213.92,219.37
"70980","734462",ВРБОВО,VRBOVO,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,25.06
"70866","729850",ЉЕПОЈЕВИЋИ,LJEPOJEVIĆI,НОВА ВАРОШ,NOVA VAROŠ,0.00,0.00,0.00,22.47
"70955","733440",ПОЖЕГА,POŽEGA,ПОЖЕГА,POŽEGA,99.87,100.00,1270.12,1061.84
"70599","717037",ЛЕСКОВАЦ,LESKOVAC,КНИЋ,KNIĆ,32.25,12.48,25.53,57.38
"70742","726095",НЕГРИШОРИ,NEGRIŠORI,ЛУЧАНИ,LUČANI,12.20,0.00,3.39,32.26
"71161","742538",СУРЛИЦА,SURLICA,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.00,26.48
"70262","705489",ПРЕБРЕЗА,PREBREZA,БЛАЦЕ,BLACE,0.66,0.00,0.37,28.60
"71315","729574",ТРУПАЛЕ,TRUPALE,ЦРВЕНИ КРСТ,CRVENI KRST,96.81,96.81,264.44,322.94
"70734","725285",ГОРЊА БОРИНА,GORNJA BORINA,ЛОЗНИЦА,LOZNICA,24.19,0.60,15.87,44.54
"70416","710369",КРЖИНЦЕ,KRŽINCE,ВЛАДИЧИН ХАН,VLADIČIN HAN,78.68,56.33,21.49,27.08
"70807","727113",ВРБНИЦА,VRBNICA,МАЛО ЦРНИЋЕ,MALO CRNIĆE,51.80,25.34,30.47,50.55
"70637","718467",ДОЊЕ ЦРНИЉЕВО,DONJE CRNILJEVO,КОЦЕЉЕВА,KOCELJEVA,35.52,14.19,50.46,90.34
"70726","724866",ПРЕДЕЈАНЕ (ВАРОШ),PREDEJANE (VAROŠ),ЛЕСКОВАЦ,LESKOVAC,100.00,100.00,26.07,23.56
"70505","714623",СМИЛОВЦИ,SMILOVCI,ДИМИТРОВГРАД,DIMITROVGRAD,19.66,4.59,10.16,46.74
"70548","715310",ДУБОВО,DUBOVO,ЖИТОРАЂА,ŽITORAĐA,27.39,6.20,17.54,49.24
"71072","739766",КРЊА ЈЕЛА,KRNJA JELA,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,5.84
"70050","702005",ГОРЊЕ КРЊИНО,GORNJE KRNJINO,БАБУШНИЦА,BABUŠNICA,0.00,0.00,0.00,10.96
"70262","705373",ЂУРЕВАЦ,ĐUREVAC,БЛАЦЕ,BLACE,51.45,20.40,13.95,24.12
"70343","707597",ШОШИЋЕ,ŠOŠIĆE,БРУС,BRUS,0.00,0.00,0.00,23.09
"70416","710270",ЈАГЊИЛО,JAGNJILO,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,8.51
"70416","710172",ГАРИЊЕ,GARINJE,ВЛАДИЧИН ХАН,VLADIČIN HAN,27.31,9.04,6.33,18.73
"70050","702129",ЗВОНЦЕ,ZVONCE,БАБУШНИЦА,BABUŠNICA,18.19,0.00,2.84,15.12
"70424","711128",СТРАЊЕВО,STRANJEVO,ВЛАСОТИНЦЕ,VLASOTINCE,20.41,0.00,1.21,5.86
"71188","744131",ЋУЛИЈЕ,ĆULIJE,ТУТИН,TUTIN,0.00,0.00,0.00,17.84
"70173","704300",АМЕРИЋ,AMERIĆ,МЛАДЕНОВАЦ,MLADENOVAC,65.61,77.07,55.43,116.94
"70726","723754",БРИЧЕВЉЕ,BRIČEVLJE,ЛЕСКОВАЦ,LESKOVAC,32.04,19.12,6.48,19.74
"70980","735167",СОПОТНИЦА,SOPOTNICA,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.07,0.00,0.00,27.40
"71307","729027",ГОРЊА ВРЕЖИНА,GORNJA VREŽINA,ПАНТЕЛЕЈ,PANTELEJ,98.79,98.80,118.10,149.16
"71307","729094",ДОЊА ВРЕЖИНА,DONJA VREŽINA,ПАНТЕЛЕЈ,PANTELEJ,100.00,100.00,333.58,348.85
"70815","727644",СИЈАРИНА,SIJARINA,МЕДВЕЂА,MEDVEĐA,11.70,3.84,9.32,50.48
"80462","804819",САВИНО СЕЛО,SAVINO SELO,ВРБАС,VRBAS,21.29,17.89,106.98,190.07
"70670","721107",КРУШЕВАЦ,KRUŠEVAC,КРУШЕВАЦ,KRUŠEVAC,100.00,100.00,2908.18,2480.31
"71129","740845",ЈЕЗЕРО,JEZERO,СОКОБАЊА,SOKOBANJA,8.67,0.67,4.44,43.98
"70602","717916",СКРОБНИЦА,SKROBNICA,КЊАЖЕВАЦ,KNJAŽEVAC,7.51,3.28,7.77,65.98
"70866","729744",ГОРЊА БЕЛА РЕКА,GORNJA BELA REKA,НОВА ВАРОШ,NOVA VAROŠ,20.56,2.16,8.65,28.84
"70653","719404",БРЕСНИК,BRESNIK,КРАЉЕВО,KRALJEVO,0.00,0.00,0.00,64.92
"70602","717614",КАЛИЧИНА,KALIČINA,КЊАЖЕВАЦ,KNJAŽEVAC,44.57,38.09,17.06,39.12
"80128","801216",ПАВЛИШ,PAVLIŠ,ВРШАЦ,VRŠAC,19.94,14.44,100.25,232.53
"80403","804100",ГРГУРЕВЦИ,GRGUREVCI,СРЕМСКА МИТРОВИЦА,SREMSKA MITROVICA,13.42,7.42,37.57,143.25
"70726","724386",ЗОЉЕВО,ZOLJEVO,ЛЕСКОВАЦ,LESKOVAC,46.11,26.03,10.01,29.05
"70424","710741",ГОРЊА ЛОПУШЊА,GORNJA LOPUŠNJA,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,0.00,0.00,12.40
"70718","723266",ДОЊЕ ВРАНОВЦЕ,DONJE VRANOVCE,ЛЕБАНЕ,LEBANE,27.12,10.06,6.66,19.66
"80012","800023",МОЛ,MOL,АДА,ADA,18.86,13.39,432.16,445.14
"80012","800031",ОБОРЊАЧА,OBORNJAČA,АДА,ADA,13.49,1.76,19.16,58.04
"70980","734535",ГОСТУН,GOSTUN,ПРИЈЕПОЉЕ,PRIJEPOLJE,46.39,20.57,5.91,12.95
"70688","722146",ЉУТОВА,LJUTOVA,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.00,10.12
"70874","730769",ПОПЕ,POPE,НОВИ ПАЗАР,NOVI PAZAR,7.06,2.16,2.22,18.85
"70939","732168",ВЕЛИКИ СУВОДОЛ,VELIKI SUVODOL,ПИРОТ,PIROT,34.93,15.62,20.06,52.23
"80373","803758",ЈАРКОВАЦ,JARKOVAC,СЕЧАЊ,SEČANJ,8.72,5.19,39.64,177.55
"80454","804690",ВИЛОВО,VILOVO,ТИТЕЛ,TITEL,26.34,18.23,69.11,146.57
"80152","801500",БЕЛО БЛАТО,BELO BLATO,ЗРЕЊАНИН,ZRENJANIN,16.46,10.02,45.39,117.03
"70289","705667",БЕЛОТИЋ,BELOTIĆ,БОГАТИЋ,BOGATIĆ,49.53,36.01,95.52,155.18
"70726","724807",ПАЛИКУЋА,PALIKUĆA,ЛЕСКОВАЦ,LESKOVAC,76.94,44.86,14.26,28.38
"70084","703001",БЕЛА ПАЛАНКА,BELA PALANKA,БЕЛА ПАЛАНКА,BELA PALANKA,87.39,73.66,215.73,232.93
"70467","712655",ДУКАТ,DUKAT,ГАЏИН ХАН,GADŽIN HAN,20.59,2.53,7.47,29.96
"70190","704725",МАЛА МОШТАНИЦА,MALA MOŠTANICA,ОБРЕНОВАЦ,OBRENOVAC,81.77,100.00,147.63,196.25
"70475","712922",ГОЛУБАЦ,GOLUBAC,ГОЛУБАЦ,GOLUBAC,29.30,19.57,222.66,305.82
"71269","746550",СЛАТИНА,SLATINA,ШАБАЦ,ŠABAC,64.09,41.88,22.24,30.91
"71323","729019",ГАБРОВАЦ,GABROVAC,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),80.19,98.43,69.17,105.55
"70998","735299",БАЛИНОВАЦ,BALINOVAC,ПРОКУПЉЕ,PROKUPLJE,29.50,14.54,8.34,30.21
"80403","804223",НОЋАЈ,NOĆAJ,СРЕМСКА МИТРОВИЦА,SREMSKA MITROVICA,28.80,17.36,73.69,174.81
"80420","804410",НОВИ БАНОВЦИ,NOVI BANOVCI,СТАРА ПАЗОВА,STARA PAZOVA,94.28,100.00,506.18,518.00
"70726","724599",МАЛА ГРАБОВНИЦА,MALA GRABOVNICA,ЛЕСКОВАЦ,LESKOVAC,54.81,56.71,12.19,24.39
"70726","724483",КОЗАРЕ,KOZARE,ЛЕСКОВАЦ,LESKOVAC,21.48,6.63,3.74,23.22
"70726","725005",СМРДАН,SMRDAN,ЛЕСКОВАЦ,LESKOVAC,39.66,12.03,2.94,9.13
"70874","730050",БЕЛЕ ВОДЕ,BELE VODE,НОВИ ПАЗАР,NOVI PAZAR,30.31,17.54,24.32,67.78
"70548","715204",ВЛАХОВО,VLAHOVO,ЖИТОРАЂА,ŽITORAĐA,46.96,25.38,16.63,28.19
"70254","705152",РУЦКА,RUCKA,ЧУКАРИЦА,ČUKARICA,59.95,100.00,29.89,54.18
"71285","729507",РАДИКИНА БАРА,RADIKINA BARA,НИШКА БАЊА,NIŠKA BANJA,47.25,34.97,30.43,57.89
"70998","736112",ПАШИНАЦ,PAŠINAC,ПРОКУПЉЕ,PROKUPLJE,0.00,16.32,0.00,7.38
"80403","804258",САЛАШ НОЋАЈСКИ,SALAŠ NOĆAJSKI,СРЕМСКА МИТРОВИЦА,SREMSKA MITROVICA,55.66,48.27,188.68,287.76
"70505","714313",ГОРЊА НЕВЉА,GORNJA NEVLJA,ДИМИТРОВГРАД,DIMITROVGRAD,24.13,0.00,3.47,11.13
"70718","723347",ЛАЛИНОВАЦ,LALINOVAC,ЛЕБАНЕ,LEBANE,0.00,0.00,0.00,9.99
"70467","712515",ВИЛАНДРИЦА,VILANDRICA,ГАЏИН ХАН,GADŽIN HAN,24.85,0.00,4.65,16.77
"71021","737160",КОВАЧИ,KOVAČI,РАШКА,RAŠKA,15.94,4.10,8.47,35.90
"70980","734829",КОСАТИЦА,KOSATICA,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.74,0.00,0.35,60.70
"70343","707155",ГРАД,GRAD,БРУС,BRUS,26.14,0.00,2.62,8.04
"70017","700479",РАКЉА,RAKLJA,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,100.00,81.57,26.16,37.97
"70190","704784",РАТАРИ,RATARI,ОБРЕНОВАЦ,OBRENOVAC,83.20,80.77,56.48,75.49
"70360","708755",КУНИЦЕ,KUNICE,ВАЉЕВО,VALJEVO,0.00,0.00,0.00,4.67
"71013","736813",РАЧА,RAČA,РАЧА,RAČA,93.39,78.49,190.87,181.02
"70564","716251",КУМАНИЦА,KUMANICA,ИВАЊИЦА,IVANJICA,9.80,1.35,6.83,40.30
"70980","734624",ЗАБРДЊИ ТОЦИ,ZABRDNJI TOCI,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,24.06
"80403","804231",РАВЊЕ,RAVNJE,СРЕМСКА МИТРОВИЦА,SREMSKA MITROVICA,39.68,17.59,66.53,113.55
"80403","804215",МАЧВАНСКА МИТРОВИЦА,MAČVANSKA MITROVICA,СРЕМСКА МИТРОВИЦА,SREMSKA MITROVICA,100.00,100.00,296.59,283.30
"80217","802301",ЦРЕПАЈА,CREPAJA,КОВАЧИЦА,KOVAČICA,14.90,15.31,324.54,627.73
"71072","739936",РАЖДАГИЊА,RAŽDAGINJA,СЈЕНИЦА,SJENICA,19.36,4.37,13.29,41.48
"71021","736953",БИОЧИН,BIOČIN,РАШКА,RAŠKA,0.00,0.00,0.00,8.27
"70653","719757",ЛАЗАЦ,LAZAC,КРАЉЕВО,KRALJEVO,27.78,10.31,28.00,89.35
"71030","737704",ЛЕПОЈЕВИЋ,LEPOJEVIĆ,РЕКОВАЦ,REKOVAC,54.73,17.01,15.63,28.81
"71331","792047",НИШ (МЕДИЈАНА),NIŠ (MEDIJANA),МЕДИЈАНА,MEDIJANA,100.00,100.00,2980.93,2903.55
"70319","706248",ВРБОВАЦ,VRBOVAC,БОЉЕВАЦ,BOLJEVAC,0.26,0.00,0.00,33.26
"80357","803634",РУМА,RUMA,РУМА,RUMA,62.48,59.75,1957.67,2146.80
"80179","801755",ЈАРКОВЦИ,JARKOVCI,ИНЂИЈА,INĐIJA,33.19,34.66,35.09,109.85
"70262","705217",БАРБАТОВАЦ,BARBATOVAC,БЛАЦЕ,BLACE,11.27,8.05,2.27,27.90
"70629","718165",ГОРЊА ПОЛОШНИЦА,GORNJA POLOŠNICA,КОСЈЕРИЋ,KOSJERIĆ,0.00,0.00,0.00,9.75
"70335","706663",ГОЛЕШ,GOLEŠ,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,6.62
"70335","706833",КАРАМАНИЦА,KARAMANICA,БОСИЛЕГРАД,BOSILEGRAD,21.52,3.59,7.24,26.90
"70483","713619",НЕВАДЕ,NEVADE,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,64.46,46.78,64.71,83.41
"71200","744352",ВИРИНЕ,VIRINE,ЋУПРИЈА,ĆUPRIJA,45.71,26.18,70.95,105.10
"70505","714496",МОЈИНЦИ,MOJINCI,ДИМИТРОВГРАД,DIMITROVGRAD,19.36,0.49,2.48,11.26
"70939","732567",ПЕТРОВАЦ,PETROVAC,ПИРОТ,PIROT,27.32,12.16,14.33,51.63
"71218","744794",СЛАТИНА,SLATINA,УБ,UB,43.10,6.86,20.35,43.05
"80012","800058",УТРИНЕ,UTRINE,АДА,ADA,16.81,8.19,54.68,124.28
"80381","803910",КЉАЈИЋЕВО,KLJAJIĆEVO,СОМБОР,SOMBOR,13.58,11.30,174.08,419.80
"71293","703877",ЈАКОВО,JAKOVO,СУРЧИН,SURČIN,60.03,100.00,604.10,864.80
"70483","713538",ЛУЊЕВИЦА,LUNJEVICA,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,51.57,40.01,97.05,121.60
"70629","718203",КОСЈЕРИЋ (ВАРОШ),KOSJERIĆ (VAROŠ),КОСЈЕРИЋ,KOSJERIĆ,100.00,100.00,564.80,463.29
"70475","712892",БРЊИЦА,BRNJICA,ГОЛУБАЦ,GOLUBAC,8.87,0.00,7.36,48.77
"70661","720372",ВРБИЋ,VRBIĆ,КРУПАЊ,KRUPANJ,12.73,0.00,4.43,24.57
"71218","744786",РУКЛАДА,RUKLADA,УБ,UB,47.44,6.92,24.62,46.90
"70688","721930",ДУБРАВА,DUBRAVA,КУРШУМЛИЈА,KURŠUMLIJA,1.18,0.00,0.35,8.04
"70661","720321",БАЊЕВАЦ,BANJEVAC,КРУПАЊ,KRUPANJ,62.58,30.40,36.19,50.03
"71269","746231",ЗМИЊАК,ZMINJAK,ШАБАЦ,ŠABAC,49.06,38.94,81.75,115.11
"80225","802409",СКОРЕНОВАЦ,SKORENOVAC,КОВИН,KOVIN,37.90,54.93,286.89,333.43
"70874","730068",БОТУРОВИНА,BOTUROVINA,НОВИ ПАЗАР,NOVI PAZAR,74.02,64.51,27.80,43.89
"71269","746509",РАДОВАШНИЦА,RADOVAŠNICA,ШАБАЦ,ŠABAC,37.52,16.03,18.10,38.99
"70408","709921",КРНИЋ,KRNIĆ,ВЛАДИМИРЦИ,VLADIMIRCI,47.04,25.20,39.45,78.69
"70475","712981",ЖИТКОВИЦА,ŽITKOVICA,ГОЛУБАЦ,GOLUBAC,43.71,18.55,8.49,21.68
"70661","720445",КРЖАВА,KRŽAVA,КРУПАЊ,KRUPANJ,16.79,3.29,12.03,45.57
"70165","704202",СОКОЛОВО,SOKOLOVO,ЛАЗАРЕВАЦ,LAZAREVAC,79.33,100.00,65.83,114.76
"70360","708925",РАБАС,RABAS,ВАЉЕВО,VALJEVO,21.65,0.00,6.25,31.63
"80071","800619",ЊЕГОШЕВО,NJEGOŠEVO,БАЧКА ТОПОЛА,BAČKA TOPOLA,13.98,9.04,31.60,90.71
"70807","727105",ВЕЛИКО ЦРНИЋЕ,VELIKO CRNIĆE,МАЛО ЦРНИЋЕ,MALO CRNIĆE,53.71,39.46,76.94,113.54
"70807","727172",МАЛО ГРАДИШТЕ,MALO GRADIŠTE,МАЛО ЦРНИЋЕ,MALO CRNIĆE,37.50,16.41,21.08,48.55
"70734","725374",ДОЊИ ДОБРИЋ,DONJI DOBRIĆ,ЛОЗНИЦА,LOZNICA,48.54,31.40,56.88,100.42
"70122","703672",БОЛЕЧ,BOLEČ,ГРОЦКА,GROCKA,76.87,100.00,352.93,475.67
"71269","746479",ПОЦЕРСКИ ПРИЧИНОВИЋ,POCERSKI PRIČINOVIĆ,ШАБАЦ,ŠABAC,97.05,100.00,341.17,388.89
"71269","746258",ЈЕЛЕНЧА,JELENČA,ШАБАЦ,ŠABAC,100.00,100.00,254.91,249.71
"71218","744654",КОЖУАР,KOŽUAR,УБ,UB,39.30,6.65,34.57,62.53
"70190","704610",ВУКИЋЕВИЦА,VUKIĆEVICA,ОБРЕНОВАЦ,OBRENOVAC,73.91,56.39,53.30,78.70
"80373","803774",КОНАК,KONAK,СЕЧАЊ,SEČANJ,10.55,6.47,39.48,128.15
"70947","733059",НАБРЂЕ,NABRĐE,ПОЖАРЕВАЦ,POŽAREVAC,50.58,68.96,21.79,50.38
"71099","740314",ВУЧАК,VUČAK,СМЕДЕРЕВО,SMEDEREVO,78.24,100.00,183.56,237.85
"71269","746118",ВАРНА,VARNA,ШАБАЦ,ŠABAC,61.98,52.18,113.50,158.51
"71340","733075",ПЕТКА,PETKA,КОСТОЛАЦ,KOSTOLAC,53.18,51.56,129.48,209.20
"70475","712884",БРАНИЧЕВО,BRANIČEVO,ГОЛУБАЦ,GOLUBAC,34.09,21.97,45.10,81.68
"70394","709743",ТРИБРОДЕ,TRIBRODE,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,32.55,19.54,18.09,45.52
"80063","800449",ЧЕЛАРЕВО,ČELAREVO,БАЧКА ПАЛАНКА,BAČKA PALANKA,32.12,27.54,314.01,403.27
"70394","709581",КУМАНЕ,KUMANE,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,28.91,17.60,35.52,77.03
"70394","709484",БИСКУПЉЕ,BISKUPLJE,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,30.18,18.73,16.59,45.46
"70734","725587",МИЛИНА,MILINA,ЛОЗНИЦА,LOZNICA,35.19,8.10,23.63,55.79
"70475","713040",МРЧКОВАЦ,MRČKOVAC,ГОЛУБАЦ,GOLUBAC,20.00,4.81,5.86,21.97
"70408","710059",РИЂАКЕ,RIĐAKE,ВЛАДИМИРЦИ,VLADIMIRCI,30.13,19.18,6.88,21.54
"70947","732915",БРЕЖАНЕ,BREŽANE,ПОЖАРЕВАЦ,POŽAREVAC,34.37,31.95,91.20,193.51
"70190","704741",ОБРЕНОВАЦ,OBRENOVAC,ОБРЕНОВАЦ,OBRENOVAC,89.66,100.00,1154.61,1117.25
"70394","709654",ПЕЧАНИЦА,PEČANICA,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,32.91,18.78,21.41,68.38
"70238","705071",РОПОЧЕВО,ROPOČEVO,СОПОТ,SOPOT,84.57,85.16,387.85,446.84
"70807","727148",КОБИЉЕ,KOBILJE,МАЛО ЦРНИЋЕ,MALO CRNIĆE,21.10,9.72,35.45,92.06
"70173","704385",ДУБОНА,DUBONA,МЛАДЕНОВАЦ,MLADENOVAC,42.12,32.28,80.46,172.26
"70696","722952",ШЕВИЦА,ŠEVICA,КУЧЕВО,KUČEVO,7.63,0.00,4.20,56.14
"70696","722928",ТУРИЈА,TURIJA,КУЧЕВО,KUČEVO,41.48,0.70,33.68,60.89
"70947","732893",БРАДАРАЦ,BRADARAC,ПОЖАРЕВАЦ,POŽAREVAC,49.67,88.90,88.15,197.82
"70165","704008",ВРБОВНО,VRBOVNO,ЛАЗАРЕВАЦ,LAZAREVAC,91.87,100.00,148.77,229.25
"70483","713325",ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,100.00,100.00,1964.48,1652.97
"70068","702609",ЈАКАЉ,JAKALJ,БАЈИНА БАШТА,BAJINA BAŠTA,0.05,0.00,0.00,30.27
"70629","718238",МИОНИЦА,MIONICA,КОСЈЕРИЋ,KOSJERIĆ,1.34,0.23,0.35,24.19
"70629","718106",БРАЈКОВИЋИ,BRAJKOVIĆI,КОСЈЕРИЋ,KOSJERIĆ,39.67,32.18,109.01,130.11
"70629","718122",ГАЛОВИЋИ,GALOVIĆI,КОСЈЕРИЋ,KOSJERIĆ,61.34,42.35,71.15,91.75
"70777","726575",ДОЊА ОРОВИЦА,DONJA OROVICA,ЉУБОВИЈА,LJUBOVIJA,12.34,2.06,5.27,31.35
"70360","708976",САНДАЉ,SANDALJ,ВАЉЕВО,VALJEVO,28.30,0.00,4.64,12.76
"70360","708399",БУЈАЧИЋ,BUJAČIĆ,ВАЉЕВО,VALJEVO,83.90,95.90,64.08,83.43
"70602","717509",ДРЕНОВАЦ,DRENOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,57.16,21.30,21.19,34.96
"70653","719854",МИЛАВЧИЋИ,MILAVČIĆI,КРАЉЕВО,KRALJEVO,57.66,50.70,49.20,68.81
"71129","741035",ШАРБАНОВАЦ,ŠARBANOVAC,СОКОБАЊА,SOKOBANJA,10.91,2.17,14.29,70.11
"71196","744298",ПОЈАТЕ,POJATE,ЋИЋЕВАЦ,ĆIĆEVAC,77.23,56.85,176.94,237.99
"70831","728128",ВРТИГЛАВ,VRTIGLAV,МИОНИЦА,MIONICA,10.69,2.78,4.58,36.16
"70378","709123",БОШЊАНЕ,BOŠNJANE,ВАРВАРИН,VARVARIN,26.40,5.14,27.45,69.16
"71005","736562",РАЖАЊ,RAŽANJ,РАЖАЊ,RAŽANJ,63.69,47.82,177.25,166.70
"70262","705284",ГОРЊЕ ГРГУРЕ,GORNJE GRGURE,БЛАЦЕ,BLACE,5.42,0.00,1.27,18.86
"70513","714704",МАЛОШИШТЕ,MALOŠIŠTE,ДОЉЕВАЦ,DOLJEVAC,53.25,42.31,203.12,232.26
"71072","739383",ВРСЈЕНИЦЕ,VRSJENICE,СЈЕНИЦА,SJENICA,19.33,0.00,3.38,16.06
