MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,P_1,P_2,P_3,P_4,P_5,P_6,Mean_ELEV
"70688","721743",ВАСИЉЕВАЦ,VASILJEVAC,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,64.95,32.44,2.62,0.00,762.69
"70726","724122",ДОБРОТИН,DOBROTIN,ЛЕСКОВАЦ,LESKOVAC,0.00,100.00,0.00,0.00,0.00,0.00,305.76
"70823","727954",КРАЈКОВАЦ,KRAJKOVAC,МЕРОШИНА,MEROŠINA,0.00,55.98,42.96,1.06,0.00,0.00,488.51
"70084","703036",ВИТАНОВАЦ,VITANOVAC,БЕЛА ПАЛАНКА,BELA PALANKA,0.00,0.00,65.12,33.64,1.24,0.00,730.55
"70980","734977",МУШКОВИНА,MUŠKOVINA,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,0.00,100.00,0.00,1293.14
"80209","802212",САЈАН,SAJAN,КИКИНДА,KIKINDA,100.00,0.00,0.00,0.00,0.00,0.00,76.47
"70718","723398",НОВА ТОПОЛА,NOVA TOPOLA,ЛЕБАНЕ,LEBANE,0.00,100.00,0.00,0.00,0.00,0.00,321.90
"70084","703451",ЧИФЛИК,ČIFLIK,БЕЛА ПАЛАНКА,BELA PALANKA,0.00,93.12,6.88,0.00,0.00,0.00,382.25
"70998","736180",ПРЕКАДИН,PREKADIN,ПРОКУПЉЕ,PROKUPLJE,0.00,100.00,0.00,0.00,0.00,0.00,307.30
"70815","727458",КАПИТ,KAPIT,МЕДВЕЂА,MEDVEĐA,0.00,26.18,73.82,0.00,0.00,0.00,550.24
"70521","714828",АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,ЖАБАРИ,ŽABARI,91.66,8.34,0.00,0.00,0.00,0.00,112.33
"70696","722944",ЦЕРОВИЦА,CEROVICA,КУЧЕВО,KUČEVO,6.64,93.36,0.00,0.00,0.00,0.00,270.10
"80276","802654",СРПСКИ КРСТУР,SRPSKI KRSTUR,НОВИ КНЕЖЕВАЦ,NOVI KNEŽEVAC,100.00,0.00,0.00,0.00,0.00,0.00,77.42
"70424","711080",СВОЂЕ,SVOĐE,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,62.18,37.82,0.00,0.00,0.00,464.41
"71188","743330",ВЕЉЕ ПОЉЕ,VELJE POLJE,ТУТИН,TUTIN,0.00,0.00,0.00,49.88,50.12,0.00,1009.77
"70297","705969",КАМЕНИЦА,KAMENICA,БОЈНИК,BOJNIK,0.00,100.00,0.00,0.00,0.00,0.00,312.86
"70297","706167",ТУРЈАНЕ,TURJANE,БОЈНИК,BOJNIK,0.00,100.00,0.00,0.00,0.00,0.00,402.50
"71188","744166",ЧМАЊКЕ,ČMANJKE,ТУТИН,TUTIN,0.00,0.00,0.00,50.99,49.01,0.00,991.01
"71021","737500",ТИОЏЕ,TIODŽE,РАШКА,RAŠKA,0.00,0.00,38.59,41.95,19.45,0.00,885.46
"71188","743941",ПОПИЋЕ,POPIĆE,ТУТИН,TUTIN,0.00,0.00,21.85,29.89,48.26,0.00,1001.75
"80233","802484",ЦРВЕНКА,CRVENKA,КУЛА,KULA,100.00,0.00,0.00,0.00,0.00,0.00,93.76
"80047","800201",ПРИГРЕВИЦА,PRIGREVICA,АПАТИН,APATIN,100.00,0.00,0.00,0.00,0.00,0.00,85.63
"80110","801003",БЕЧЕЈ,BEČEJ,БЕЧЕЈ,BEČEJ,100.00,0.00,0.00,0.00,0.00,0.00,80.31
"80233","802450",НОВА ЦРВЕНКА,NOVA CRVENKA,КУЛА,KULA,100.00,0.00,0.00,0.00,0.00,0.00,109.67
"71064","738808",ГУЛИЈАН,GULIJAN,СВРЉИГ,SVRLJIG,0.00,12.77,46.91,10.52,29.80,0.00,779.72
"70602","717371",ГЛОГОВАЦ,GLOGOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,100.00,0.00,0.00,0.00,0.00,299.06
"70670","721352",ПАРУНОВАЦ,PARUNOVAC,КРУШЕВАЦ,KRUŠEVAC,57.70,42.30,0.00,0.00,0.00,0.00,197.40
"70025","701050",КОРМАН,KORMAN,АЛЕКСИНАЦ,ALEKSINAC,57.22,42.78,0.00,0.00,0.00,0.00,203.81
"70505","714267",ВЕРЗАР,VERZAR,ДИМИТРОВГРАД,DIMITROVGRAD,0.00,0.98,78.50,20.52,0.00,0.00,698.05
"70017","700592",ТУЛЕШ,TULEŠ,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,0.00,92.62,7.38,0.00,0.00,0.00,398.15
"70017","700088",ВЕЉА ГЛАВА,VELJA GLAVA,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,0.00,3.92,96.08,0.00,0.00,0.00,620.96
"80276","802697",ПОДЛОКАЊ,PODLOKANJ,НОВИ КНЕЖЕВАЦ,NOVI KNEŽEVAC,100.00,0.00,0.00,0.00,0.00,0.00,78.35
"71072","739901",ПОДА,PODA,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,93.47,6.53,1380.53
"71072","739243",БОЉАРЕ,BOLJARE,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,100.00,0.00,1270.74
"70971","734187",КУКУРОВИЋИ,KUKUROVIĆI,ПРИБОЈ,PRIBOJ,0.00,0.00,8.77,25.25,65.98,0.00,1058.71
"80195","801984",ВЕЛЕБИТ,VELEBIT,КАЊИЖА,KANJIŽA,100.00,0.00,0.00,0.00,0.00,0.00,94.18
"80195","801976",АДОРЈАН,ADORJAN,КАЊИЖА,KANJIŽA,100.00,0.00,0.00,0.00,0.00,0.00,80.03
"80276","802735",ФИЛИЋ,FILIĆ,НОВИ КНЕЖЕВАЦ,NOVI KNEŽEVAC,100.00,0.00,0.00,0.00,0.00,0.00,78.71
"80195","802026",МАЛЕ ПИЈАЦЕ,MALE PIJACE,КАЊИЖА,KANJIŽA,100.00,0.00,0.00,0.00,0.00,0.00,94.19
"70050","702358",РАЉИН,RALJIN,БАБУШНИЦА,BABUŠNICA,0.00,0.00,65.13,19.83,15.04,0.00,784.45
"70718","723541",ЋЕНОВАЦ,ĆENOVAC,ЛЕБАНЕ,LEBANE,0.00,100.00,0.00,0.00,0.00,0.00,262.16
"70424","710652",АЛЕКСИНЕ,ALEKSINE,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,28.01,71.06,0.93,0.00,0.00,550.48
"70688","722405",ПРЕВЕТИЦА,PREVETICA,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,95.12,4.88,0.00,0.00,701.72
"70424","710717",ВЛАСОТИНЦЕ,VLASOTINCE,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,99.82,0.18,0.00,0.00,0.00,300.54
"70726","724203",ДОЊЕ КРАЈИНЦЕ,DONJE KRAJINCE,ЛЕСКОВАЦ,LESKOVAC,0.00,100.00,0.00,0.00,0.00,0.00,249.38
"70823","727881",ДЕШИЛОВО,DEŠILOVO,МЕРОШИНА,MEROŠINA,0.00,100.00,0.00,0.00,0.00,0.00,380.64
"80063","800422",ТОВАРИШЕВО,TOVARIŠEVO,БАЧКА ПАЛАНКА,BAČKA PALANKA,100.00,0.00,0.00,0.00,0.00,0.00,84.24
"80136","801305",ГОСПОЂИНЦИ,GOSPOĐINCI,ЖАБАЉ,ŽABALJ,100.00,0.00,0.00,0.00,0.00,0.00,80.74
"80144","801356",БАНАТСКО ВИШЊИЋЕВО,BANATSKO VIŠNJIĆEVO,ЖИТИШТЕ,ŽITIŠTE,100.00,0.00,0.00,0.00,0.00,0.00,78.65
"70688","722669",ШАТРА,ŠATRA,КУРШУМЛИЈА,KURŠUMLIJA,0.00,1.25,84.96,13.79,0.00,0.00,705.97
"70793","726974",ДОЊА БОРИНА,DONJA BORINA,МАЛИ ЗВОРНИК,MALI ZVORNIK,23.11,72.08,4.80,0.00,0.00,0.00,280.12
"70912","731986",РАШАНАЦ,RAŠANAC,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,88.07,11.93,0.00,0.00,0.00,0.00,143.88
"71102","740608",ВЛАШКИ ДО,VLAŠKI DO,СМЕДЕРЕВСКА ПАЛАНКА,SMEDEREVSKA PALANKA,92.13,7.87,0.00,0.00,0.00,0.00,156.68
"70661","720399",ДВОРСКА,DVORSKA,КРУПАЊ,KRUPANJ,0.00,91.70,8.30,0.00,0.00,0.00,388.97
"70238","705063",РОГАЧА,ROGAČA,СОПОТ,SOPOT,19.32,77.33,3.36,0.00,0.00,0.00,262.46
"70173","704504",РАЈКОВАЦ,RAJKOVAC,МЛАДЕНОВАЦ,MLADENOVAC,61.46,38.54,0.00,0.00,0.00,0.00,193.04
"71218","744816",СТУБЛЕНИЦА,STUBLENICA,УБ,UB,100.00,0.00,0.00,0.00,0.00,0.00,139.30
"70815","727563",НЕГОСАВЉЕ,NEGOSAVLJE,МЕДВЕЂА,MEDVEĐA,0.00,94.60,5.40,0.00,0.00,0.00,411.54
"70980","734454",ВИНИЦКА,VINICKA,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,2.21,83.19,14.60,0.00,0.00,688.07
"70998","735710",ДОЊА РЕЧИЦА,DONJA REČICA,ПРОКУПЉЕ,PROKUPLJE,0.00,76.93,23.04,0.03,0.00,0.00,446.71
"71285","729400",ОСТРОВИЦА,OSTROVICA,НИШКА БАЊА,NIŠKA BANJA,0.00,59.79,38.03,2.18,0.00,0.00,476.96
"71021","736929",БЕОЦИ,BEOCI,РАШКА,RAŠKA,0.00,35.35,64.65,0.00,0.00,0.00,534.57
"70416","710393",ЛЕБЕТ,LEBET,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,22.83,77.17,0.00,1068.19
"70025","700711",ВАКУП,VAKUP,АЛЕКСИНАЦ,ALEKSINAC,17.61,57.82,24.57,0.00,0.00,0.00,375.54
"70815","727687",СРЕДЊИ БУЧУМЕТ,SREDNJI BUČUMET,МЕДВЕЂА,MEDVEĐA,0.00,23.76,75.41,0.83,0.00,0.00,563.78
"70815","727466",ЛЕЦЕ,LECE,МЕДВЕЂА,MEDVEĐA,0.00,4.98,78.26,14.05,2.71,0.00,672.81
"70726","724661",МИРОШЕВЦЕ,MIROŠEVCE,ЛЕСКОВАЦ,LESKOVAC,0.00,100.00,0.00,0.00,0.00,0.00,326.17
"71188","743500",ДЕТАНЕ,DETANE,ТУТИН,TUTIN,0.00,0.00,0.00,62.09,37.91,0.00,981.81
"71188","744042",САШ,SAŠ,ТУТИН,TUTIN,0.00,0.00,0.00,8.65,91.35,0.00,1092.66
"70726","724114",ДЕДИНА БАРА,DEDINA BARA,ЛЕСКОВАЦ,LESKOVAC,0.00,29.63,64.88,5.49,0.00,0.00,577.80
"71226","745006",ДАРКОВЦЕ,DARKOVCE,ЦРНА ТРАВА,CRNA TRAVA,0.00,0.00,9.75,20.94,61.39,7.91,1127.08
"70505","714518",ПЕТАЧИНЦИ,PETAČINCI,ДИМИТРОВГРАД,DIMITROVGRAD,0.00,0.00,43.49,39.16,17.35,0.00,832.72
"70343","707112",ВЛАЈКОВЦИ,VLAJKOVCI,БРУС,BRUS,0.00,0.00,33.66,43.59,22.75,0.00,886.02
"71021","736988",БРВЕНИК,BRVENIK,РАШКА,RAŠKA,0.00,61.55,38.45,0.00,0.00,0.00,472.45
"70939","732460",МИРКОВЦИ,MIRKOVCI,ПИРОТ,PIROT,0.00,0.00,18.37,78.25,3.38,0.00,864.90
"70670","720836",ГЛОБОДЕР,GLOBODER,КРУШЕВАЦ,KRUŠEVAC,71.26,28.74,0.00,0.00,0.00,0.00,178.62
"70661","720429",КОСТАЈНИК,KOSTAJNIK,КРУПАЊ,KRUPANJ,0.00,56.39,43.61,0.00,0.00,0.00,493.36
"70726","723843",ВЕЛИКО ТРЊАНЕ,VELIKO TRNJANE,ЛЕСКОВАЦ,LESKOVAC,0.00,100.00,0.00,0.00,0.00,0.00,282.71
"70726","723959",ГОРЊА ЈАЈИНА,GORNJA JAJINA,ЛЕСКОВАЦ,LESKOVAC,0.00,100.00,0.00,0.00,0.00,0.00,255.66
"70718","723223",ГЕГЉА,GEGLJA,ЛЕБАНЕ,LEBANE,0.00,100.00,0.00,0.00,0.00,0.00,419.06
"70688","722235",МАЧЈА СТЕНА,MAČJA STENA,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,13.98,85.72,0.30,0.00,860.44
"70505","714445",ИСКРОВЦИ,ISKROVCI,ДИМИТРОВГРАД,DIMITROVGRAD,0.00,0.00,53.92,40.74,5.34,0.00,785.99
"71188","743917",ПЛЕНИБАБЕ,PLENIBABE,ТУТИН,TUTIN,0.00,0.00,0.00,1.40,98.60,0.00,1147.78
"70424","711179",ШИШАВЕ,ŠIŠAVE,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,100.00,0.00,0.00,0.00,0.00,302.06
"70688","721948",ЂАКЕ,ĐAKE,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,28.15,42.74,29.12,0.00,910.02
"70025","700975",ДОЊИ ЉУБЕШ,DONJI LJUBEŠ,АЛЕКСИНАЦ,ALEKSINAC,52.27,47.73,0.00,0.00,0.00,0.00,214.36
"71170","742678",БРЕСНО ПОЉЕ,BRESNO POLJE,ТРСТЕНИК,TRSTENIK,95.31,4.69,0.00,0.00,0.00,0.00,157.61
"70726","724840",ПИСКУПОВО,PISKUPOVO,ЛЕСКОВАЦ,LESKOVAC,0.00,17.52,82.48,0.00,0.00,0.00,546.23
"70998","735507",ВЛАСОВО,VLASOVO,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,10.88,53.59,35.53,0.00,959.95
"70998","736155",ПИСКАЉЕ,PISKALJE,ПРОКУПЉЕ,PROKUPLJE,0.00,37.35,62.65,0.00,0.00,0.00,536.20
"70998","735671",ДОБРОТИЋ,DOBROTIĆ,ПРОКУПЉЕ,PROKUPLJE,0.00,11.24,88.76,0.00,0.00,0.00,585.41
"70998","736198",ПРЕКАШНИЦА,PREKAŠNICA,ПРОКУПЉЕ,PROKUPLJE,0.00,71.55,28.45,0.00,0.00,0.00,467.96
"70874","730858",РАЈЧИНОВИЋКА ТРНАВА,RAJČINOVIĆKA TRNAVA,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,32.87,61.20,5.94,0.00,842.02
"70998","735680",ДОЊА БЕЈАШНИЦА,DONJA BEJAŠNICA,ПРОКУПЉЕ,PROKUPLJE,0.00,88.30,11.70,0.00,0.00,0.00,410.40
"70688","722022",ИГРИШТЕ,IGRIŠTE,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,29.12,49.07,21.81,0.00,879.33
"71315","729418",ПАЛИГРАЦЕ,PALIGRACE,ЦРВЕНИ КРСТ,CRVENI KRST,0.00,100.00,0.00,0.00,0.00,0.00,325.55
"70688","722456",РАЧА,RAČA,КУРШУМЛИЈА,KURŠUMLIJA,0.00,23.55,76.45,0.00,0.00,0.00,565.78
"70050","702242",МОДРА СТЕНА,MODRA STENA,БАБУШНИЦА,BABUŠNICA,0.00,66.28,33.72,0.00,0.00,0.00,477.29
"70050","702307",РАДИЊИНЦЕ,RADINJINCE,БАБУШНИЦА,BABUŠNICA,0.00,17.11,64.54,18.26,0.09,0.00,655.17
"71030","737615",ВУКМАНОВАЦ,VUKMANOVAC,РЕКОВАЦ,REKOVAC,20.18,79.82,0.00,0.00,0.00,0.00,242.09
"71242","745545",ВИЉУША,VILJUŠA,ЧАЧАК,ČAČAK,0.00,100.00,0.00,0.00,0.00,0.00,285.65
"70866","729680",БОЖЕТИЋИ,BOŽETIĆI,НОВА ВАРОШ,NOVA VAROŠ,0.00,0.00,0.00,6.29,93.71,0.00,1123.80
"70025","701335",ТЕШИЦА,TEŠICA,АЛЕКСИНАЦ,ALEKSINAC,87.80,12.20,0.00,0.00,0.00,0.00,178.51
"70025","700835",ГОРЊЕ СУХОТНО,GORNJE SUHOTNO,АЛЕКСИНАЦ,ALEKSINAC,0.00,100.00,0.00,0.00,0.00,0.00,286.24
