MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,P_1,P_2,P_3,P_4,P_5,P_6,Mean_ELEV
"80403","804215",МАЧВАНСКА МИТРОВИЦА,MAČVANSKA MITROVICA,СРЕМСКА МИТРОВИЦА,SREMSKA MITROVICA,100.00,0.00,0.00,0.00,0.00,0.00,76.99
"80217","802301",ЦРЕПАЈА,CREPAJA,КОВАЧИЦА,KOVAČICA,100.00,0.00,0.00,0.00,0.00,0.00,85.70
"71072","739936",РАЖДАГИЊА,RAŽDAGINJA,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,100.00,0.00,1201.20
"71021","736953",БИОЧИН,BIOČIN,РАШКА,RAŠKA,0.00,0.00,70.86,29.14,0.00,0.00,743.76
"70653","719757",ЛАЗАЦ,LAZAC,КРАЉЕВО,KRALJEVO,0.00,76.66,23.34,0.00,0.00,0.00,425.04
"71030","737704",ЛЕПОЈЕВИЋ,LEPOJEVIĆ,РЕКОВАЦ,REKOVAC,0.00,100.00,0.00,0.00,0.00,0.00,364.57
"71331","792047",НИШ (МЕДИЈАНА),NIŠ (MEDIJANA),МЕДИЈАНА,MEDIJANA,91.94,8.06,0.00,0.00,0.00,0.00,196.39
"70319","706248",ВРБОВАЦ,VRBOVAC,БОЉЕВАЦ,BOLJEVAC,0.00,94.15,5.85,0.00,0.00,0.00,395.61
"80357","803634",РУМА,RUMA,РУМА,RUMA,100.00,0.00,0.00,0.00,0.00,0.00,105.84
"80179","801755",ЈАРКОВЦИ,JARKOVCI,ИНЂИЈА,INĐIJA,100.00,0.00,0.00,0.00,0.00,0.00,123.97
"70262","705217",БАРБАТОВАЦ,BARBATOVAC,БЛАЦЕ,BLACE,0.00,83.99,16.01,0.00,0.00,0.00,454.38
"70629","718165",ГОРЊА ПОЛОШНИЦА,GORNJA POLOŠNICA,КОСЈЕРИЋ,KOSJERIĆ,0.00,0.00,100.00,0.00,0.00,0.00,662.39
"70335","706663",ГОЛЕШ,GOLEŠ,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.00,98.98,1.02,1330.97
"70335","706833",КАРАМАНИЦА,KARAMANICA,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.00,64.21,35.79,1440.85
"70483","713619",НЕВАДЕ,NEVADE,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,0.00,68.48,31.52,0.00,0.00,0.00,455.32
"71200","744352",ВИРИНЕ,VIRINE,ЋУПРИЈА,ĆUPRIJA,7.74,92.26,0.00,0.00,0.00,0.00,251.83
"70505","714496",МОЈИНЦИ,MOJINCI,ДИМИТРОВГРАД,DIMITROVGRAD,0.00,0.00,35.64,38.01,26.35,0.00,899.47
"70939","732567",ПЕТРОВАЦ,PETROVAC,ПИРОТ,PIROT,0.00,44.84,49.84,5.32,0.00,0.00,566.02
"71218","744794",СЛАТИНА,SLATINA,УБ,UB,67.80,32.20,0.00,0.00,0.00,0.00,193.43
"80012","800058",УТРИНЕ,UTRINE,АДА,ADA,100.00,0.00,0.00,0.00,0.00,0.00,97.09
"80381","803910",КЉАЈИЋЕВО,KLJAJIĆEVO,СОМБОР,SOMBOR,100.00,0.00,0.00,0.00,0.00,0.00,97.67
"71293","703877",ЈАКОВО,JAKOVO,СУРЧИН,SURČIN,100.00,0.00,0.00,0.00,0.00,0.00,73.51
"70483","713538",ЛУЊЕВИЦА,LUNJEVICA,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,0.00,62.44,37.09,0.47,0.00,0.00,475.52
"70629","718203",КОСЈЕРИЋ (ВАРОШ),KOSJERIĆ (VAROŠ),КОСЈЕРИЋ,KOSJERIĆ,0.00,99.10,0.90,0.00,0.00,0.00,426.48
"70475","712892",БРЊИЦА,BRNJICA,ГОЛУБАЦ,GOLUBAC,32.54,61.81,5.65,0.00,0.00,0.00,274.27
"70661","720372",ВРБИЋ,VRBIĆ,КРУПАЊ,KRUPANJ,0.00,92.01,7.99,0.00,0.00,0.00,390.78
"71218","744786",РУКЛАДА,RUKLADA,УБ,UB,100.00,0.00,0.00,0.00,0.00,0.00,136.56
"70688","721930",ДУБРАВА,DUBRAVA,КУРШУМЛИЈА,KURŠUMLIJA,0.00,23.29,76.71,0.00,0.00,0.00,519.80
"70661","720321",БАЊЕВАЦ,BANJEVAC,КРУПАЊ,KRUPANJ,0.00,98.60,1.40,0.00,0.00,0.00,376.13
"71269","746231",ЗМИЊАК,ZMINJAK,ШАБАЦ,ŠABAC,100.00,0.00,0.00,0.00,0.00,0.00,88.32
"80225","802409",СКОРЕНОВАЦ,SKORENOVAC,КОВИН,KOVIN,100.00,0.00,0.00,0.00,0.00,0.00,70.35
"70874","730068",БОТУРОВИНА,BOTUROVINA,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,100.00,0.00,0.00,0.00,642.68
"71269","746509",РАДОВАШНИЦА,RADOVAŠNICA,ШАБАЦ,ŠABAC,20.90,73.90,5.20,0.00,0.00,0.00,291.08
"70408","709921",КРНИЋ,KRNIĆ,ВЛАДИМИРЦИ,VLADIMIRCI,98.73,1.27,0.00,0.00,0.00,0.00,147.76
"70475","712981",ЖИТКОВИЦА,ŽITKOVICA,ГОЛУБАЦ,GOLUBAC,63.10,36.90,0.00,0.00,0.00,0.00,191.58
"70661","720445",КРЖАВА,KRŽAVA,КРУПАЊ,KRUPANJ,0.00,32.37,57.30,10.33,0.00,0.00,599.48
"70165","704202",СОКОЛОВО,SOKOLOVO,ЛАЗАРЕВАЦ,LAZAREVAC,100.00,0.00,0.00,0.00,0.00,0.00,116.90
"70360","708925",РАБАС,RABAS,ВАЉЕВО,VALJEVO,0.00,100.00,0.00,0.00,0.00,0.00,379.53
"80071","800619",ЊЕГОШЕВО,NJEGOŠEVO,БАЧКА ТОПОЛА,BAČKA TOPOLA,100.00,0.00,0.00,0.00,0.00,0.00,99.33
"70807","727105",ВЕЛИКО ЦРНИЋЕ,VELIKO CRNIĆE,МАЛО ЦРНИЋЕ,MALO CRNIĆE,99.89,0.11,0.00,0.00,0.00,0.00,99.04
"70807","727172",МАЛО ГРАДИШТЕ,MALO GRADIŠTE,МАЛО ЦРНИЋЕ,MALO CRNIĆE,79.26,20.74,0.00,0.00,0.00,0.00,175.54
"70734","725374",ДОЊИ ДОБРИЋ,DONJI DOBRIĆ,ЛОЗНИЦА,LOZNICA,82.44,17.56,0.00,0.00,0.00,0.00,144.41
"70122","703672",БОЛЕЧ,BOLEČ,ГРОЦКА,GROCKA,79.87,20.13,0.00,0.00,0.00,0.00,158.41
"71269","746479",ПОЦЕРСКИ ПРИЧИНОВИЋ,POCERSKI PRIČINOVIĆ,ШАБАЦ,ŠABAC,100.00,0.00,0.00,0.00,0.00,0.00,91.18
"71269","746258",ЈЕЛЕНЧА,JELENČA,ШАБАЦ,ŠABAC,100.00,0.00,0.00,0.00,0.00,0.00,88.78
"71218","744654",КОЖУАР,KOŽUAR,УБ,UB,99.72,0.28,0.00,0.00,0.00,0.00,150.30
"70190","704610",ВУКИЋЕВИЦА,VUKIĆEVICA,ОБРЕНОВАЦ,OBRENOVAC,100.00,0.00,0.00,0.00,0.00,0.00,123.12
"80373","803774",КОНАК,KONAK,СЕЧАЊ,SEČANJ,100.00,0.00,0.00,0.00,0.00,0.00,75.45
"70947","733059",НАБРЂЕ,NABRĐE,ПОЖАРЕВАЦ,POŽAREVAC,100.00,0.00,0.00,0.00,0.00,0.00,88.51
"71099","740314",ВУЧАК,VUČAK,СМЕДЕРЕВО,SMEDEREVO,81.56,18.44,0.00,0.00,0.00,0.00,178.53
"71269","746118",ВАРНА,VARNA,ШАБАЦ,ŠABAC,100.00,0.00,0.00,0.00,0.00,0.00,122.28
"71340","733075",ПЕТКА,PETKA,КОСТОЛАЦ,KOSTOLAC,100.00,0.00,0.00,0.00,0.00,0.00,75.96
"70475","712884",БРАНИЧЕВО,BRANIČEVO,ГОЛУБАЦ,GOLUBAC,88.65,11.35,0.00,0.00,0.00,0.00,116.73
"70394","709743",ТРИБРОДЕ,TRIBRODE,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,71.65,28.35,0.00,0.00,0.00,0.00,153.72
"80063","800449",ЧЕЛАРЕВО,ČELAREVO,БАЧКА ПАЛАНКА,BAČKA PALANKA,100.00,0.00,0.00,0.00,0.00,0.00,82.33
"70394","709581",КУМАНЕ,KUMANE,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,74.84,25.16,0.00,0.00,0.00,0.00,135.74
"70394","709484",БИСКУПЉЕ,BISKUPLJE,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,71.73,28.27,0.00,0.00,0.00,0.00,163.28
"70734","725587",МИЛИНА,MILINA,ЛОЗНИЦА,LOZNICA,4.91,84.91,10.18,0.00,0.00,0.00,350.62
"70475","713040",МРЧКОВАЦ,MRČKOVAC,ГОЛУБАЦ,GOLUBAC,47.58,52.42,0.00,0.00,0.00,0.00,190.90
"70408","710059",РИЂАКЕ,RIĐAKE,ВЛАДИМИРЦИ,VLADIMIRCI,100.00,0.00,0.00,0.00,0.00,0.00,103.76
"70947","732915",БРЕЖАНЕ,BREŽANE,ПОЖАРЕВАЦ,POŽAREVAC,100.00,0.00,0.00,0.00,0.00,0.00,75.77
"70190","704741",ОБРЕНОВАЦ,OBRENOVAC,ОБРЕНОВАЦ,OBRENOVAC,100.00,0.00,0.00,0.00,0.00,0.00,76.23
"70394","709654",ПЕЧАНИЦА,PEČANICA,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,69.20,30.80,0.00,0.00,0.00,0.00,179.72
"70238","705071",РОПОЧЕВО,ROPOČEVO,СОПОТ,SOPOT,22.01,77.99,0.00,0.00,0.00,0.00,236.80
"70807","727148",КОБИЉЕ,KOBILJE,МАЛО ЦРНИЋЕ,MALO CRNIĆE,26.52,73.48,0.00,0.00,0.00,0.00,216.67
"70173","704385",ДУБОНА,DUBONA,МЛАДЕНОВАЦ,MLADENOVAC,16.80,83.20,0.00,0.00,0.00,0.00,251.77
"70696","722952",ШЕВИЦА,ŠEVICA,КУЧЕВО,KUČEVO,3.58,85.78,10.64,0.00,0.00,0.00,324.51
"70696","722928",ТУРИЈА,TURIJA,КУЧЕВО,KUČEVO,27.08,70.67,2.25,0.00,0.00,0.00,259.81
"70947","732893",БРАДАРАЦ,BRADARAC,ПОЖАРЕВАЦ,POŽAREVAC,100.00,0.00,0.00,0.00,0.00,0.00,91.90
"70165","704008",ВРБОВНО,VRBOVNO,ЛАЗАРЕВАЦ,LAZAREVAC,99.73,0.27,0.00,0.00,0.00,0.00,140.19
"70483","713325",ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,0.00,99.43,0.57,0.00,0.00,0.00,354.93
"70068","702609",ЈАКАЉ,JAKALJ,БАЈИНА БАШТА,BAJINA BAŠTA,0.00,11.79,79.75,8.47,0.00,0.00,658.42
"70629","718238",МИОНИЦА,MIONICA,КОСЈЕРИЋ,KOSJERIĆ,0.00,12.02,86.95,1.03,0.00,0.00,596.95
"70629","718106",БРАЈКОВИЋИ,BRAJKOVIĆI,КОСЈЕРИЋ,KOSJERIĆ,0.00,57.62,42.38,0.00,0.00,0.00,498.34
"70629","718122",ГАЛОВИЋИ,GALOVIĆI,КОСЈЕРИЋ,KOSJERIĆ,0.00,58.19,40.12,1.69,0.00,0.00,523.99
"70777","726575",ДОЊА ОРОВИЦА,DONJA OROVICA,ЉУБОВИЈА,LJUBOVIJA,0.00,56.87,42.59,0.54,0.00,0.00,487.26
"70360","708976",САНДАЉ,SANDALJ,ВАЉЕВО,VALJEVO,0.00,99.37,0.63,0.00,0.00,0.00,436.03
"70360","708399",БУЈАЧИЋ,BUJAČIĆ,ВАЉЕВО,VALJEVO,2.06,97.94,0.00,0.00,0.00,0.00,266.64
"70602","717509",ДРЕНОВАЦ,DRENOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,28.87,71.13,0.00,0.00,0.00,0.00,260.38
"70653","719854",МИЛАВЧИЋИ,MILAVČIĆI,КРАЉЕВО,KRALJEVO,11.58,87.64,0.78,0.00,0.00,0.00,298.03
"71129","741035",ШАРБАНОВАЦ,ŠARBANOVAC,СОКОБАЊА,SOKOBANJA,0.00,16.56,47.46,28.68,7.30,0.00,720.88
"71196","744298",ПОЈАТЕ,POJATE,ЋИЋЕВАЦ,ĆIĆEVAC,70.04,29.96,0.00,0.00,0.00,0.00,178.61
"70831","728128",ВРТИГЛАВ,VRTIGLAV,МИОНИЦА,MIONICA,64.78,35.22,0.00,0.00,0.00,0.00,186.81
"70378","709123",БОШЊАНЕ,BOŠNJANE,ВАРВАРИН,VARVARIN,55.45,44.55,0.00,0.00,0.00,0.00,197.30
"71005","736562",РАЖАЊ,RAŽANJ,РАЖАЊ,RAŽANJ,0.00,100.00,0.00,0.00,0.00,0.00,298.43
"70262","705284",ГОРЊЕ ГРГУРЕ,GORNJE GRGURE,БЛАЦЕ,BLACE,0.00,20.20,70.63,9.18,0.00,0.00,619.25
"70513","714704",МАЛОШИШТЕ,MALOŠIŠTE,ДОЉЕВАЦ,DOLJEVAC,30.29,49.04,20.66,0.00,0.00,0.00,344.55
"71072","739383",ВРСЈЕНИЦЕ,VRSJENICE,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,100.00,0.00,1148.90
"70548","715468",СТАРА БОЖУРНА,STARA BOŽURNA,ЖИТОРАЂА,ŽITORAĐA,0.00,100.00,0.00,0.00,0.00,0.00,278.87
"70688","721956",ЖАЛИЦА,ŽALICA,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,42.91,44.51,12.58,0.00,831.81
"70769","726389",МИЛАВАЦ,MILAVAC,ЉИГ,LJIG,8.48,91.52,0.00,0.00,0.00,0.00,224.76
"71145","741531",ГОРЈАНИ,GORJANI,УЖИЦЕ,UŽICE,0.00,68.39,31.61,0.00,0.00,0.00,466.72
"70904","731617",СТРИЖА,STRIŽA,ПАРАЋИН,PARAĆIN,100.00,0.00,0.00,0.00,0.00,0.00,128.44
"70467","712833",ЋЕЛИЈЕ,ĆELIJE,ГАЏИН ХАН,GADŽIN HAN,0.00,0.03,53.38,21.55,24.34,0.70,852.13
"70874","730912",СКУКОВО,SKUKOVO,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,70.28,29.72,0.00,0.00,774.04
"70475","712973",ДУШМАНИЋ,DUŠMANIĆ,ГОЛУБАЦ,GOLUBAC,70.58,29.42,0.00,0.00,0.00,0.00,160.87
"71021","737330",ПАНОЈЕВИЋЕ,PANOJEVIĆE,РАШКА,RAŠKA,0.00,28.05,71.95,0.00,0.00,0.00,550.10
"70483","713384",ДРАГОЉ,DRAGOLJ,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,0.00,100.00,0.00,0.00,0.00,0.00,309.05
"70386","709417",МАРКОВАЦ,MARKOVAC,ВЕЛИКА ПЛАНА,VELIKA PLANA,100.00,0.00,0.00,0.00,0.00,0.00,105.52
"71056","738654",СВИЛАЈНАЦ,SVILAJNAC,СВИЛАЈНАЦ,SVILAJNAC,95.72,4.28,0.00,0.00,0.00,0.00,111.52
"70467","712663",ЈАГЛИЧЈЕ,JAGLIČJE,ГАЏИН ХАН,GADŽIN HAN,0.00,37.47,46.57,12.88,3.08,0.00,597.88
"70998","735701",ДОЊА КОЊУША,DONJA KONJUŠA,ПРОКУПЉЕ,PROKUPLJE,0.00,100.00,0.00,0.00,0.00,0.00,307.83
"70998","735663",ГУБЕТИН,GUBETIN,ПРОКУПЉЕ,PROKUPLJE,0.00,63.06,35.20,1.74,0.00,0.00,452.88
"70998","736350",ТУЛАРЕ,TULARE,ПРОКУПЉЕ,PROKUPLJE,0.00,100.00,0.00,0.00,0.00,0.00,311.76
"70874","730521",ЛУКАРЕ,LUKARE,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,39.51,41.00,19.49,0.00,851.38
"71188","744174",ЧУКОТЕ,ČUKOTE,ТУТИН,TUTIN,0.00,0.00,0.00,10.94,89.06,0.00,1098.94
"70505","714488",МАЗГОШ,MAZGOŠ,ДИМИТРОВГРАД,DIMITROVGRAD,0.00,0.00,75.35,17.68,6.98,0.00,758.30
"70874","730661",ОХОЉЕ,OHOLJE,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,86.39,13.61,0.00,0.00,738.88
"80403","804177",ЛАЋАРАК,LAĆARAK,СРЕМСКА МИТРОВИЦА,SREMSKA MITROVICA,100.00,0.00,0.00,0.00,0.00,0.00,84.18
"80357","803588",МАЛИ РАДИНЦИ,MALI RADINCI,РУМА,RUMA,100.00,0.00,0.00,0.00,0.00,0.00,128.92
"80403","804096",ВЕЛИКИ РАДИНЦИ,VELIKI RADINCI,СРЕМСКА МИТРОВИЦА,SREMSKA MITROVICA,100.00,0.00,0.00,0.00,0.00,0.00,97.83
"80403","804207",МАРТИНЦИ,MARTINCI,СРЕМСКА МИТРОВИЦА,SREMSKA MITROVICA,100.00,0.00,0.00,0.00,0.00,0.00,81.36
"70955","733199",ВРАЊАНИ,VRANJANI,ПОЖЕГА,POŽEGA,0.00,100.00,0.00,0.00,0.00,0.00,364.03
"71145","741744",МОКРА ГОРА,MOKRA GORA,УЖИЦЕ,UŽICE,0.00,0.00,36.36,33.45,29.86,0.33,907.82
"70955","733202",ГЛУМАЧ,GLUMAČ,ПОЖЕГА,POŽEGA,0.00,77.14,22.86,0.00,0.00,0.00,415.34
"71145","741701",КРЕМНА,KREMNA,УЖИЦЕ,UŽICE,0.00,0.00,9.02,25.77,65.03,0.18,1075.71
"71145","741876",СТАПАРИ,STAPARI,УЖИЦЕ,UŽICE,0.00,0.20,40.01,59.79,0.00,0.00,793.86
"71048","738166",КОЛАРЕ,KOLARE,ЈАГОДИНА,JAGODINA,21.91,72.13,5.95,0.00,0.00,0.00,287.35
"70556","715590",ГАМЗИГРАД,GAMZIGRAD,ЗАЈЕЧАР,ZAJEČAR,16.88,83.12,0.00,0.00,0.00,0.00,267.00
"80403","804240",РАДЕНКОВИЋ,RADENKOVIĆ,СРЕМСКА МИТРОВИЦА,SREMSKA MITROVICA,100.00,0.00,0.00,0.00,0.00,0.00,80.59
"80098","800783",ГРЕБЕНАЦ,GREBENAC,БЕЛА ЦРКВА,BELA CRKVA,79.72,20.28,0.00,0.00,0.00,0.00,153.95
"80101","800970",ЧЕРЕВИЋ,ČEREVIĆ,БЕОЧИН,BEOČIN,51.06,48.65,0.28,0.00,0.00,0.00,212.77
"80039","800112",ИЛАНЏА,ILANDŽA,АЛИБУНАР,ALIBUNAR,100.00,0.00,0.00,0.00,0.00,0.00,82.25
"70548","715417",ПЕЈКОВАЦ,PEJKOVAC,ЖИТОРАЂА,ŽITORAĐA,0.00,100.00,0.00,0.00,0.00,0.00,271.82
"71188","744212",ШПИЉАНИ,ŠPILJANI,ТУТИН,TUTIN,0.00,0.00,8.99,74.85,16.17,0.00,905.90
"70297","706043",МИЈАЈЛИЦА,MIJAJLICA,БОЈНИК,BOJNIK,0.00,100.00,0.00,0.00,0.00,0.00,385.10
"70718","723517",СЕКИЦОЛ,SEKICOL,ЛЕБАНЕ,LEBANE,0.00,100.00,0.00,0.00,0.00,0.00,358.27
"70874","730122",ВИТКОВИЋЕ,VITKOVIĆE,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,33.31,49.23,17.46,0.00,864.76
"70297","705802",БОРИНЦЕ,BORINCE,БОЈНИК,BOJNIK,0.00,0.00,54.62,36.18,9.20,0.00,792.98
"70424","711055",РАВНА ГОРА,RAVNA GORA,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,0.00,24.78,22.48,52.74,0.00,980.57
"70726","723819",ВЕЛИКА ГРАБОВНИЦА,VELIKA GRABOVNICA,ЛЕСКОВАЦ,LESKOVAC,0.00,100.00,0.00,0.00,0.00,0.00,294.03
"70050","702439",ЦРВЕНА ЈАБУКА,CRVENA JABUKA,БАБУШНИЦА,BABUŠNICA,0.00,0.00,11.63,28.98,59.39,0.00,1029.94
"70467","712566",ГОРЊИ БАРБЕШ,GORNJI BARBEŠ,ГАЏИН ХАН,GADŽIN HAN,0.00,62.35,37.11,0.54,0.00,0.00,467.77
"70050","701882",БЕРИН ИЗВОР,BERIN IZVOR,БАБУШНИЦА,BABUŠNICA,0.00,0.00,12.89,57.84,29.27,0.00,946.52
"70688","721875",ДЕГРМЕН,DEGRMEN,КУРШУМЛИЈА,KURŠUMLIJA,0.00,4.09,84.86,11.05,0.00,0.00,657.56
"70815","727512",МАЋЕДОНЦЕ (РЕТКОЦЕРСКО),MAĆEDONCE (RETKOCERSKO),МЕДВЕЂА,MEDVEĐA,0.00,1.34,98.66,0.00,0.00,0.00,645.35
"70726","724505",КРПЕЈЦЕ,KRPEJCE,ЛЕСКОВАЦ,LESKOVAC,0.00,26.56,61.67,11.77,0.00,0.00,609.65
"70815","727326",ГАЗДАРЕ,GAZDARE,МЕДВЕЂА,MEDVEĐA,0.00,62.30,37.70,0.00,0.00,0.00,489.94
"71226","745120",РУПЉЕ,RUPLJE,ЦРНА ТРАВА,CRNA TRAVA,0.00,0.00,1.93,45.44,52.63,0.00,1028.65
"70815","727539",МЕДВЕЂА,MEDVEĐA,МЕДВЕЂА,MEDVEĐA,0.00,59.60,40.40,0.00,0.00,0.00,482.19
"71226","745103",ПРЕСЛАП,PRESLAP,ЦРНА ТРАВА,CRNA TRAVA,0.00,0.00,0.00,4.21,82.00,13.79,1272.08
"70718","723592",ШУМАНЕ,ŠUMANE,ЛЕБАНЕ,LEBANE,0.00,99.05,0.95,0.00,0.00,0.00,370.97
"70424","711071",САМАРНИЦА,SAMARNICA,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,0.00,51.28,39.65,9.06,0.00,806.00
"71188","743658",ИСТОЧНИ МОЈСТИР,ISTOČNI MOJSTIR,ТУТИН,TUTIN,0.00,0.00,0.19,3.76,67.13,28.92,1381.92
"70726","724882",ПРЕСЕЧИНА,PRESEČINA,ЛЕСКОВАЦ,LESKOVAC,0.00,100.00,0.00,0.00,0.00,0.00,273.53
"70718","723428",ПЕТРОВАЦ,PETROVAC,ЛЕБАНЕ,LEBANE,0.00,0.00,78.12,20.93,0.95,0.00,711.08
"71072","739715",КНЕЖЕВАЦ,KNEŽEVAC,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,100.00,0.00,1095.71
"70939","732133",БРЛОГ,BRLOG,ПИРОТ,PIROT,0.00,0.00,8.70,32.69,55.07,3.54,1062.66
"71021","737534",ШИПАЧИНА,ŠIPAČINA,РАШКА,RAŠKA,0.00,0.00,10.24,35.50,54.10,0.16,1033.77
"70726","724009",ГОРЊЕ СИНКОВЦЕ,GORNJE SINKOVCE,ЛЕСКОВАЦ,LESKOVAC,0.00,100.00,0.00,0.00,0.00,0.00,242.11
"70726","723614",БАДИНЦЕ,BADINCE,ЛЕСКОВАЦ,LESKOVAC,0.00,100.00,0.00,0.00,0.00,0.00,230.48
"70050","702269",НАШУШКОВИЦА,NAŠUŠKOVICA,БАБУШНИЦА,BABUŠNICA,0.00,0.00,3.77,60.68,35.55,0.00,960.93
"70424","711063",РАВНИ ДЕЛ,RAVNI DEL,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,29.66,45.55,18.72,6.07,0.00,635.25
"70424","710768",ГОРЊИ ОРАХ,GORNJI ORAH,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,24.89,75.11,0.00,0.00,0.00,565.00
"70050","702145",ЈАСЕНОВ ДЕЛ,JASENOV DEL,БАБУШНИЦА,BABUŠNICA,0.00,0.00,23.10,38.87,38.04,0.00,934.86
"70084","703249",КРЕМЕНИЦА,KREMENICA,БЕЛА ПАЛАНКА,BELA PALANKA,0.00,61.57,38.43,0.00,0.00,0.00,449.77
"70688","721999",ЗАГРАЂЕ,ZAGRAĐE,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,46.16,39.61,14.23,0.00,845.27
"70505","714372",ДОЊА НЕВЉА,DONJA NEVLJA,ДИМИТРОВГРАД,DIMITROVGRAD,0.00,0.00,98.96,1.04,0.00,0.00,643.50
"70688","722251",МЕРДАРЕ,MERDARE,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.03,99.97,0.00,0.00,0.00,637.77
"71218","744883",УБ,UB,УБ,UB,100.00,0.00,0.00,0.00,0.00,0.00,116.12
"70165","704075",ЈУНКОВАЦ,JUNKOVAC,ЛАЗАРЕВАЦ,LAZAREVAC,96.83,3.17,0.00,0.00,0.00,0.00,134.14
"70939","732508",ОРЕОВИЦА,OREOVICA,ПИРОТ,PIROT,0.00,3.50,61.65,33.03,1.81,0.00,730.22
"71072","739391",ГОЛУБАН,GOLUBAN,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,100.00,0.00,1237.05
"71072","739731",КОКОШИЋЕ,KOKOŠIĆE,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,100.00,0.00,1146.25
"71285","729035",ГОРЊА СТУДЕНА,GORNJA STUDENA,НИШКА БАЊА,NIŠKA BANJA,0.00,19.80,63.00,11.27,5.93,0.00,638.10
"70688","722162",МАГОВО,MAGOVO,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,64.98,34.92,0.10,0.00,747.83
"70424","710687",БОЉАРЕ,BOLJARE,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,100.00,0.00,0.00,0.00,0.00,328.17
"71188","743585",ЂЕРЕКАРЕ,ĐEREKARE,ТУТИН,TUTIN,0.00,0.00,0.00,0.00,74.88,25.12,1383.12
"70726","724688",МРШТАНЕ,MRŠTANE,ЛЕСКОВАЦ,LESKOVAC,0.00,100.00,0.00,0.00,0.00,0.00,226.41
"70688","722324",ОРЛОВАЦ,ORLOVAC,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,85.78,14.22,0.00,0.00,713.23
"70726","725072",ТУРЕКОВАЦ,TUREKOVAC,ЛЕСКОВАЦ,LESKOVAC,0.00,100.00,0.00,0.00,0.00,0.00,255.04
"71188","743771",ЛУКАВИЦА,LUKAVICA,ТУТИН,TUTIN,0.00,0.00,0.00,61.03,38.97,0.00,984.55
"71188","743569",ДУБОВО,DUBOVO,ТУТИН,TUTIN,0.00,0.00,0.00,69.18,30.82,0.00,968.32
"70505","714534",ПЛАНИНИЦА,PLANINICA,ДИМИТРОВГРАД,DIMITROVGRAD,0.00,0.00,56.96,43.04,0.00,0.00,792.83
"71188","743798",МИТРОВА,MITROVA,ТУТИН,TUTIN,0.00,0.00,0.00,56.92,43.08,0.00,1002.00
"70688","722677",ШТАВА,ŠTAVA,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.07,20.81,72.76,6.36,1156.58
"70726","723886",ВЛАСЕ,VLASE,ЛЕСКОВАЦ,LESKOVAC,0.00,100.00,0.00,0.00,0.00,0.00,254.42
"71188","743933",ПОПЕ,POPE,ТУТИН,TUTIN,0.00,0.00,0.00,90.70,9.30,0.00,938.90
"70424","710946",КОНОПНИЦА,KONOPNICA,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,100.00,0.00,0.00,0.00,0.00,303.52
"70505","714461",КУСА ВРАНА,KUSA VRANA,ДИМИТРОВГРАД,DIMITROVGRAD,0.00,0.00,17.30,51.62,31.08,0.00,954.37
"70505","714348",ГРАПА,GRAPA,ДИМИТРОВГРАД,DIMITROVGRAD,0.00,0.00,66.70,33.30,0.00,0.00,783.34
"70939","732583",ПЛАНИНИЦА,PLANINICA,ПИРОТ,PIROT,0.00,0.00,98.72,1.28,0.00,0.00,707.85
