MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,Mean_ELEV,P_0–14,P_15–39,P_40–64,P_65+,TDR
"70718","723312",КОЊИНО,KONJINO,ЛЕБАНЕ,LEBANE,322.70,11.79,30.52,39.21,18.49,43.42
"71072","739839",МАШОВИЋЕ,MAŠOVIĆE,СЈЕНИЦА,SJENICA,1156.86,18.46,30.00,36.92,14.62,49.43
"70998","735353",БЕЛОГОШ,BELOGOŠ,ПРОКУПЉЕ,PROKUPLJE,415.96,9.38,23.44,37.50,29.69,64.10
"70343","707058",БРЗЕЋЕ,BRZEĆE,БРУС,BRUS,1441.27,14.71,31.51,37.82,15.97,44.24
"80381","803952",СВЕТОЗАР МИЛЕТИЋ,SVETOZAR MILETIĆ,СОМБОР,SOMBOR,105.05,13.18,29.86,38.53,18.43,46.22
"80365","803715",ТОРЊОШ,TORNJOŠ,СЕНТА,SENTA,103.94,16.83,31.66,34.99,16.52,50.05
"80365","803677",БОГАРАШ,BOGARAŠ,СЕНТА,SENTA,100.80,16.37,29.40,33.27,20.95,59.55
"70432","711799",МИЈАКОВЦЕ,MIJAKOVCE,ВРАЊЕ,VRANJE,827.95,5.26,5.26,42.11,47.37,111.11
"70432","712132",СТРЕШАК,STREŠAK,ВРАЊЕ,VRANJE,944.91,1.54,7.69,24.62,66.15,209.52
"70416","710598",СРНЕЋИ ДОЛ,SRNEĆI DOL,ВЛАДИЧИН ХАН,VLADIČIN HAN,967.55,0.00,0.00,41.38,58.62,141.67
"70416","710237",ДОЊЕ ЈАБУКОВО,DONJE JABUKOVO,ВЛАДИЧИН ХАН,VLADIČIN HAN,801.60,5.71,8.57,31.43,54.29,150.00
"71137","741167",ДАЊИНО СЕЛО,DANJINO SELO,СУРДУЛИЦА,SURDULICA,873.22,4.17,14.58,47.92,33.33,60.00
"70661","720356",БРЕЗОВИЦЕ,BREZOVICE,КРУПАЊ,KRUPANJ,235.87,10.45,28.65,37.42,23.48,51.37
"71218","744808",СОВЉАК,SOVLJAK,УБ,UB,102.44,16.59,33.28,36.92,13.21,42.45
"70343","707201",ДОЊИ ЛИПОВАЦ,DONJI LIPOVAC,БРУС,BRUS,758.32,8.55,11.18,33.55,46.71,123.53
"70343","707295",ЖУЊЕ,ŽUNJE,БРУС,BRUS,669.29,16.95,29.49,33.22,20.34,59.46
"70254","705144",ПЕЋАНИ,PEĆANI,ЧУКАРИЦА,ČUKARICA,107.59,13.52,30.07,37.90,18.51,47.12
"80144","801429",НОВИ ИТЕБЕЈ,NOVI ITEBEJ,ЖИТИШТЕ,ŽITIŠTE,77.45,15.08,31.73,34.44,18.74,51.12
"80390","804053",ТУРИЈА,TURIJA,СРБОБРАН,SRBOBRAN,81.02,13.91,29.74,38.70,17.65,46.12
"80462","804789",КУЦУРА,KUCURA,ВРБАС,VRBAS,82.01,17.39,32.89,34.66,15.06,48.04
"80110","800988",БАЧКО ГРАДИШТЕ,BAČKO GRADIŠTE,БЕЧЕЈ,BEČEJ,78.78,15.97,32.05,36.16,15.81,46.59
"70718","723282",ЖДЕГЛОВО,ŽDEGLOVO,ЛЕБАНЕ,LEBANE,283.23,17.67,32.02,35.65,14.67,47.79
"70718","723452",ПРЕКОПЧЕЛИЦА,PREKOPČELICA,ЛЕБАНЕ,LEBANE,345.46,9.16,26.49,36.39,27.97,59.06
"70980","734764",КАЋЕВО,KAĆEVO,ПРИЈЕПОЉЕ,PRIJEPOLJE,1110.93,10.17,23.73,33.90,32.20,73.53
"71021","736996",БРВЕНИК НАСЕЉЕ,BRVENIK NASELJE,РАШКА,RAŠKA,439.02,12.91,33.67,36.46,16.96,42.60
"71315","729469",ПОПОВАЦ,POPOVAC,ЦРВЕНИ КРСТ,CRVENI KRST,189.63,15.42,32.98,35.34,16.26,46.38
"70254","705136",ОСТРУЖНИЦА,OSTRUŽNICA,ЧУКАРИЦА,ČUKARICA,119.30,15.15,32.17,37.43,15.24,43.66
"70122","703729",ВРЧИН,VRČIN,ГРОЦКА,GROCKA,188.83,14.30,32.08,36.56,17.06,45.69
"70173","704547",ШЕПШИН,ŠEPŠIN,МЛАДЕНОВАЦ,MLADENOVAC,220.29,10.87,27.72,39.81,21.60,48.09
"70238","705004",МАЛИ ПОЖАРЕВАЦ,MALI POŽAREVAC,СОПОТ,SOPOT,199.96,13.01,30.84,37.02,19.12,47.35
"71170","742767",ГОРЊИ РИБНИК,GORNJI RIBNIK,ТРСТЕНИК,TRSTENIK,168.74,16.19,30.96,35.59,17.26,50.27
"70564","716138",ДУБРАВА,DUBRAVA,ИВАЊИЦА,IVANJICA,671.67,12.86,30.91,38.76,17.46,43.52
"70025","700908",ДЕЛИГРАД,DELIGRAD,АЛЕКСИНАЦ,ALEKSINAC,184.77,9.94,27.95,33.54,28.57,62.63
"70424","711012",ОСТРЦ,OSTRC,ВЛАСОТИНЦЕ,VLASOTINCE,714.56,12.35,20.99,29.63,37.04,97.56
"71188","743305",БРЕГОВИ,BREGOVI,ТУТИН,TUTIN,894.43,15.00,42.50,25.00,17.50,48.15
"70688","721743",ВАСИЉЕВАЦ,VASILJEVAC,КУРШУМЛИЈА,KURŠUMLIJA,762.69,0.00,16.67,50.00,33.33,50.00
"70726","724122",ДОБРОТИН,DOBROTIN,ЛЕСКОВАЦ,LESKOVAC,305.76,17.19,31.56,31.56,19.69,58.42
"70823","727954",КРАЈКОВАЦ,KRAJKOVAC,МЕРОШИНА,MEROŠINA,488.51,10.81,26.72,33.99,28.49,64.72
"70084","703036",ВИТАНОВАЦ,VITANOVAC,БЕЛА ПАЛАНКА,BELA PALANKA,730.55,0.00,0.00,15.91,84.09,528.57
"70980","734977",МУШКОВИНА,MUŠKOVINA,ПРИЈЕПОЉЕ,PRIJEPOLJE,1293.14,0.00,5.26,26.32,68.42,216.67
"80209","802212",САЈАН,SAJAN,КИКИНДА,KIKINDA,76.47,14.27,31.37,37.01,17.35,46.25
"70718","723398",НОВА ТОПОЛА,NOVA TOPOLA,ЛЕБАНЕ,LEBANE,321.90,10.48,20.95,34.29,34.29,81.03
"70084","703451",ЧИФЛИК,ČIFLIK,БЕЛА ПАЛАНКА,BELA PALANKA,382.25,8.05,19.54,28.74,43.68,107.14
"70998","736180",ПРЕКАДИН,PREKADIN,ПРОКУПЉЕ,PROKUPLJE,307.30,7.63,20.34,41.53,30.51,61.64
"70815","727458",КАПИТ,KAPIT,МЕДВЕЂА,MEDVEĐA,550.24,2.44,21.95,41.46,34.15,57.69
"70521","714828",АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,ЖАБАРИ,ŽABARI,112.33,17.33,29.92,33.95,18.81,56.59
"70696","722944",ЦЕРОВИЦА,CEROVICA,КУЧЕВО,KUČEVO,270.10,13.38,29.94,35.03,21.66,53.92
"80276","802654",СРПСКИ КРСТУР,SRPSKI KRSTUR,НОВИ КНЕЖЕВАЦ,NOVI KNEŽEVAC,77.42,16.81,31.57,36.49,15.14,46.94
"70424","711080",СВОЂЕ,SVOĐE,ВЛАСОТИНЦЕ,VLASOTINCE,464.41,7.48,23.68,37.38,31.46,63.78
"71188","743330",ВЕЉЕ ПОЉЕ,VELJE POLJE,ТУТИН,TUTIN,1009.77,34.18,41.41,20.54,3.87,61.41
"70297","705969",КАМЕНИЦА,KAMENICA,БОЈНИК,BOJNIK,312.86,7.96,23.88,37.81,30.35,62.10
"70297","706167",ТУРЈАНЕ,TURJANE,БОЈНИК,BOJNIK,402.50,0.00,5.88,47.06,47.06,88.89
"71188","744166",ЧМАЊКЕ,ČMANJKE,ТУТИН,TUTIN,991.01,23.53,39.71,26.47,10.29,51.11
"71021","737500",ТИОЏЕ,TIODŽE,РАШКА,RAŠKA,885.46,0.00,0.00,33.33,66.67,200.00
"71188","743941",ПОПИЋЕ,POPIĆE,ТУТИН,TUTIN,1001.75,25.52,38.11,24.13,12.24,60.67
"80233","802484",ЦРВЕНКА,CRVENKA,КУЛА,KULA,93.76,14.38,31.76,36.30,17.56,46.93
"80047","800201",ПРИГРЕВИЦА,PRIGREVICA,АПАТИН,APATIN,85.63,11.85,29.11,40.14,18.90,44.41
"80110","801003",БЕЧЕЈ,BEČEJ,БЕЧЕЈ,BEČEJ,80.31,15.17,32.23,35.79,16.81,47.02
"80233","802450",НОВА ЦРВЕНКА,NOVA CRVENKA,КУЛА,KULA,109.67,9.76,29.29,38.81,22.14,46.85
"71064","738808",ГУЛИЈАН,GULIJAN,СВРЉИГ,SVRLJIG,779.72,3.73,3.73,26.12,66.42,235.00
"70602","717371",ГЛОГОВАЦ,GLOGOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,299.06,0.00,10.61,43.94,45.45,83.33
"70670","721352",ПАРУНОВАЦ,PARUNOVAC,КРУШЕВАЦ,KRUŠEVAC,197.40,14.26,32.13,38.70,14.91,41.18
"70025","701050",КОРМАН,KORMAN,АЛЕКСИНАЦ,ALEKSINAC,203.81,10.74,26.71,38.61,23.95,53.11
"70505","714267",ВЕРЗАР,VERZAR,ДИМИТРОВГРАД,DIMITROVGRAD,698.05,0.00,0.00,100.00,0.00,0.00
"70017","700592",ТУЛЕШ,TULEŠ,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,398.15,15.03,29.16,32.57,23.23,61.99
"70017","700088",ВЕЉА ГЛАВА,VELJA GLAVA,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,620.96,20.96,26.95,32.34,19.76,68.69
"80276","802697",ПОДЛОКАЊ,PODLOKANJ,НОВИ КНЕЖЕВАЦ,NOVI KNEŽEVAC,78.35,14.58,25.69,29.86,29.86,80.00
"71072","739901",ПОДА,PODA,СЈЕНИЦА,SJENICA,1380.53,35.71,21.43,21.43,21.43,133.33
"71072","739243",БОЉАРЕ,BOLJARE,СЈЕНИЦА,SJENICA,1270.74,26.67,13.33,30.00,30.00,130.77
"70971","734187",КУКУРОВИЋИ,KUKUROVIĆI,ПРИБОЈ,PRIBOJ,1058.71,5.26,10.53,35.09,49.12,119.23
"80195","801984",ВЕЛЕБИТ,VELEBIT,КАЊИЖА,KANJIŽA,94.18,9.03,26.71,38.63,25.63,53.04
"80195","801976",АДОРЈАН,ADORJAN,КАЊИЖА,KANJIŽA,80.03,20.93,31.82,32.02,15.24,56.65
"80276","802735",ФИЛИЋ,FILIĆ,НОВИ КНЕЖЕВАЦ,NOVI KNEŽEVAC,78.71,16.91,34.56,37.50,11.03,38.78
"80195","802026",МАЛЕ ПИЈАЦЕ,MALE PIJACE,КАЊИЖА,KANJIŽA,94.19,14.30,30.98,34.73,19.99,52.18
"70050","702358",РАЉИН,RALJIN,БАБУШНИЦА,BABUŠNICA,784.45,0.00,6.25,25.00,68.75,220.00
"70718","723541",ЋЕНОВАЦ,ĆENOVAC,ЛЕБАНЕ,LEBANE,262.16,15.70,33.42,31.39,19.49,54.30
"70424","710652",АЛЕКСИНЕ,ALEKSINE,ВЛАСОТИНЦЕ,VLASOTINCE,550.48,5.56,8.33,19.44,66.67,260.00
"70688","722405",ПРЕВЕТИЦА,PREVETICA,КУРШУМЛИЈА,KURŠUMLIJA,701.72,0.00,0.00,25.00,75.00,300.00
"70424","710717",ВЛАСОТИНЦЕ,VLASOTINCE,ВЛАСОТИНЦЕ,VLASOTINCE,300.54,15.19,34.72,36.80,13.29,39.81
"70726","724203",ДОЊЕ КРАЈИНЦЕ,DONJE KRAJINCE,ЛЕСКОВАЦ,LESKOVAC,249.38,20.05,33.29,33.15,13.51,50.51
"70823","727881",ДЕШИЛОВО,DEŠILOVO,МЕРОШИНА,MEROŠINA,380.64,12.57,24.04,36.89,26.50,64.13
"80063","800422",ТОВАРИШЕВО,TOVARIŠEVO,БАЧКА ПАЛАНКА,BAČKA PALANKA,84.24,15.09,30.75,36.06,18.10,49.69
"80136","801305",ГОСПОЂИНЦИ,GOSPOĐINCI,ЖАБАЉ,ŽABALJ,80.74,15.99,33.32,35.96,14.72,44.33
"80144","801356",БАНАТСКО ВИШЊИЋЕВО,BANATSKO VIŠNJIĆEVO,ЖИТИШТЕ,ŽITIŠTE,78.65,3.49,23.64,39.53,33.33,58.28
"70688","722669",ШАТРА,ŠATRA,КУРШУМЛИЈА,KURŠUMLIJA,705.97,7.41,11.11,37.04,44.44,107.69
"70793","726974",ДОЊА БОРИНА,DONJA BORINA,МАЛИ ЗВОРНИК,MALI ZVORNIK,280.12,12.54,29.35,41.69,16.41,40.76
"70912","731986",РАШАНАЦ,RAŠANAC,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,143.88,10.59,23.15,31.62,34.64,82.60
"71102","740608",ВЛАШКИ ДО,VLAŠKI DO,СМЕДЕРЕВСКА ПАЛАНКА,SMEDEREVSKA PALANKA,156.68,14.67,28.41,37.74,19.18,51.16
"70661","720399",ДВОРСКА,DVORSKA,КРУПАЊ,KRUPANJ,388.97,15.04,28.40,38.38,18.18,49.75
"70238","705063",РОГАЧА,ROGAČA,СОПОТ,SOPOT,262.46,13.22,26.34,35.99,24.45,60.44
"70173","704504",РАЈКОВАЦ,RAJKOVAC,МЛАДЕНОВАЦ,MLADENOVAC,193.04,14.54,33.13,37.99,14.34,40.61
"71218","744816",СТУБЛЕНИЦА,STUBLENICA,УБ,UB,139.30,15.09,29.50,35.14,20.27,54.70
"70815","727563",НЕГОСАВЉЕ,NEGOSAVLJE,МЕДВЕЂА,MEDVEĐA,411.54,16.22,32.20,36.08,15.50,46.45
"70980","734454",ВИНИЦКА,VINICKA,ПРИЈЕПОЉЕ,PRIJEPOLJE,688.07,15.75,28.73,37.29,18.23,51.46
"70998","735710",ДОЊА РЕЧИЦА,DONJA REČICA,ПРОКУПЉЕ,PROKUPLJE,446.71,10.92,25.49,31.65,31.93,75.00
"71285","729400",ОСТРОВИЦА,OSTROVICA,НИШКА БАЊА,NIŠKA BANJA,476.96,9.89,24.63,35.16,30.32,67.25
"71021","736929",БЕОЦИ,BEOCI,РАШКА,RAŠKA,534.57,8.76,25.52,38.66,27.06,55.82
"70416","710393",ЛЕБЕТ,LEBET,ВЛАДИЧИН ХАН,VLADIČIN HAN,1068.19,11.11,14.29,30.16,44.44,125.00
"70025","700711",ВАКУП,VAKUP,АЛЕКСИНАЦ,ALEKSINAC,375.54,15.11,31.77,36.45,16.67,46.57
"70815","727687",СРЕДЊИ БУЧУМЕТ,SREDNJI BUČUMET,МЕДВЕЂА,MEDVEĐA,563.78,7.33,18.67,38.67,35.33,74.42
"70815","727466",ЛЕЦЕ,LECE,МЕДВЕЂА,MEDVEĐA,672.81,14.84,27.21,33.22,24.73,65.50
"70726","724661",МИРОШЕВЦЕ,MIROŠEVCE,ЛЕСКОВАЦ,LESKOVAC,326.17,14.84,29.46,36.43,19.27,51.76
"71188","743500",ДЕТАНЕ,DETANE,ТУТИН,TUTIN,981.81,30.49,42.07,21.95,5.49,56.19
"71188","744042",САШ,SAŠ,ТУТИН,TUTIN,1092.66,31.58,31.58,26.32,10.53,72.73
"70726","724114",ДЕДИНА БАРА,DEDINA BARA,ЛЕСКОВАЦ,LESKOVAC,577.80,13.85,28.09,36.78,21.28,54.17
"71226","745006",ДАРКОВЦЕ,DARKOVCE,ЦРНА ТРАВА,CRNA TRAVA,1127.08,1.06,9.57,39.36,50.00,104.35
"70505","714518",ПЕТАЧИНЦИ,PETAČINCI,ДИМИТРОВГРАД,DIMITROVGRAD,832.72,0.00,11.11,33.33,55.56,125.00
"70343","707112",ВЛАЈКОВЦИ,VLAJKOVCI,БРУС,BRUS,886.02,10.33,32.24,35.52,21.91,47.58
"71021","736988",БРВЕНИК,BRVENIK,РАШКА,RAŠKA,472.45,25.00,26.56,25.00,23.44,93.94
"70939","732460",МИРКОВЦИ,MIRKOVCI,ПИРОТ,PIROT,864.90,0.00,0.00,30.00,70.00,233.33
"70670","720836",ГЛОБОДЕР,GLOBODER,КРУШЕВАЦ,KRUŠEVAC,178.62,10.94,27.05,36.04,25.97,58.49
"70661","720429",КОСТАЈНИК,KOSTAJNIK,КРУПАЊ,KRUPANJ,493.36,13.53,28.57,42.86,15.04,40.00
"70726","723843",ВЕЛИКО ТРЊАНЕ,VELIKO TRNJANE,ЛЕСКОВАЦ,LESKOVAC,282.71,13.97,29.69,37.01,19.32,49.92
"70726","723959",ГОРЊА ЈАЈИНА,GORNJA JAJINA,ЛЕСКОВАЦ,LESKOVAC,255.66,11.74,32.20,35.80,20.27,47.08
"70718","723223",ГЕГЉА,GEGLJA,ЛЕБАНЕ,LEBANE,419.06,16.82,26.82,25.45,30.91,91.30
"70688","722235",МАЧЈА СТЕНА,MAČJA STENA,КУРШУМЛИЈА,KURŠUMLIJA,860.44,12.50,12.50,25.00,50.00,166.67
"70505","714445",ИСКРОВЦИ,ISKROVCI,ДИМИТРОВГРАД,DIMITROVGRAD,785.99,0.00,4.17,20.83,75.00,300.00
"71188","743917",ПЛЕНИБАБЕ,PLENIBABE,ТУТИН,TUTIN,1147.78,26.85,35.19,29.63,8.33,54.29
"70424","711179",ШИШАВЕ,ŠIŠAVE,ВЛАСОТИНЦЕ,VLASOTINCE,302.06,17.51,33.24,32.96,16.29,51.06
"70688","721948",ЂАКЕ,ĐAKE,КУРШУМЛИЈА,KURŠUMLIJA,910.02,22.92,10.42,31.25,35.42,140.00
"70025","700975",ДОЊИ ЉУБЕШ,DONJI LJUBEŠ,АЛЕКСИНАЦ,ALEKSINAC,214.36,10.24,25.90,34.54,29.32,65.45
"71170","742678",БРЕСНО ПОЉЕ,BRESNO POLJE,ТРСТЕНИК,TRSTENIK,157.61,13.78,27.87,37.06,21.29,54.01
"70726","724840",ПИСКУПОВО,PISKUPOVO,ЛЕСКОВАЦ,LESKOVAC,546.23,7.45,19.88,32.92,39.75,89.41
"70998","735507",ВЛАСОВО,VLASOVO,ПРОКУПЉЕ,PROKUPLJE,959.95,0.00,0.00,52.63,47.37,90.00
"70998","736155",ПИСКАЉЕ,PISKALJE,ПРОКУПЉЕ,PROKUPLJE,536.20,3.85,7.69,46.15,42.31,85.71
"70998","735671",ДОБРОТИЋ,DOBROTIĆ,ПРОКУПЉЕ,PROKUPLJE,585.41,0.00,16.67,33.33,50.00,100.00
"70998","736198",ПРЕКАШНИЦА,PREKAŠNICA,ПРОКУПЉЕ,PROKUPLJE,467.96,0.00,13.33,46.67,40.00,66.67
"70874","730858",РАЈЧИНОВИЋКА ТРНАВА,RAJČINOVIĆKA TRNAVA,НОВИ ПАЗАР,NOVI PAZAR,842.02,24.34,27.51,24.34,23.81,92.86
"70998","735680",ДОЊА БЕЈАШНИЦА,DONJA BEJAŠNICA,ПРОКУПЉЕ,PROKUPLJE,410.40,0.00,0.00,42.86,57.14,133.33
"70688","722022",ИГРИШТЕ,IGRIŠTE,КУРШУМЛИЈА,KURŠUMLIJA,879.33,0.00,0.00,33.33,66.67,200.00
"71315","729418",ПАЛИГРАЦЕ,PALIGRACE,ЦРВЕНИ КРСТ,CRVENI KRST,325.55,7.81,22.30,28.62,41.26,96.35
"70688","722456",РАЧА,RAČA,КУРШУМЛИЈА,KURŠUMLIJA,565.78,10.77,23.08,33.85,32.31,75.68
"70050","702242",МОДРА СТЕНА,MODRA STENA,БАБУШНИЦА,BABUŠNICA,477.29,7.18,17.13,32.60,43.09,101.11
"70050","702307",РАДИЊИНЦЕ,RADINJINCE,БАБУШНИЦА,BABUŠNICA,655.17,6.98,15.70,44.77,32.56,65.38
"71030","737615",ВУКМАНОВАЦ,VUKMANOVAC,РЕКОВАЦ,REKOVAC,242.09,6.98,21.51,39.94,31.56,62.73
"71242","745545",ВИЉУША,VILJUŠA,ЧАЧАК,ČAČAK,285.65,13.04,28.80,36.52,21.63,53.08
"70866","729680",БОЖЕТИЋИ,BOŽETIĆI,НОВА ВАРОШ,NOVA VAROŠ,1123.80,11.11,25.00,33.68,30.21,70.41
"70025","701335",ТЕШИЦА,TEŠICA,АЛЕКСИНАЦ,ALEKSINAC,178.51,11.18,25.57,42.57,20.68,46.75
"70025","700835",ГОРЊЕ СУХОТНО,GORNJE SUHOTNO,АЛЕКСИНАЦ,ALEKSINAC,286.24,9.35,22.36,42.28,26.02,54.72
"70017","700193",ГОРЊИ СТУПАЊ,GORNJI STUPANJ,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,276.59,9.86,25.53,37.68,26.94,58.22
"70025","701319",СТУБЛИНА,STUBLINA,АЛЕКСИНАЦ,ALEKSINAC,245.42,11.46,28.03,38.22,22.29,50.96
"70017","700029",АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,395.14,14.45,32.00,39.56,13.99,39.74
"70980","734462",ВРБОВО,VRBOVO,ПРИЈЕПОЉЕ,PRIJEPOLJE,1144.32,3.17,6.35,23.81,66.67,231.58
"70866","729850",ЉЕПОЈЕВИЋИ,LJEPOJEVIĆI,НОВА ВАРОШ,NOVA VAROŠ,1273.61,16.81,25.66,25.66,31.86,94.83
"70955","733440",ПОЖЕГА,POŽEGA,ПОЖЕГА,POŽEGA,317.06,14.90,32.89,37.72,14.49,41.63
"70599","717037",ЛЕСКОВАЦ,LESKOVAC,КНИЋ,KNIĆ,405.33,13.33,24.71,30.59,31.37,80.85
"70742","726095",НЕГРИШОРИ,NEGRIŠORI,ЛУЧАНИ,LUČANI,449.98,10.22,23.65,35.67,30.46,68.58
"71161","742538",СУРЛИЦА,SURLICA,ТРГОВИШТЕ,TRGOVIŠTE,1289.23,9.30,6.98,34.88,48.84,138.89
"70262","705489",ПРЕБРЕЗА,PREBREZA,БЛАЦЕ,BLACE,513.71,6.09,15.65,40.00,38.26,79.69
"71315","729574",ТРУПАЛЕ,TRUPALE,ЦРВЕНИ КРСТ,CRVENI KRST,190.12,14.95,30.84,34.23,19.98,53.68
"70734","725285",ГОРЊА БОРИНА,GORNJA BORINA,ЛОЗНИЦА,LOZNICA,472.03,13.57,22.86,38.57,25.00,62.79
"70416","710369",КРЖИНЦЕ,KRŽINCE,ВЛАДИЧИН ХАН,VLADIČIN HAN,424.11,10.17,36.02,33.90,19.92,43.03
"70807","727113",ВРБНИЦА,VRBNICA,МАЛО ЦРНИЋЕ,MALO CRNIĆE,126.52,11.94,22.02,35.01,31.03,75.35
"70637","718467",ДОЊЕ ЦРНИЉЕВО,DONJE CRNILJEVO,КОЦЕЉЕВА,KOCELJEVA,244.29,18.08,28.54,35.06,18.33,57.25
"70726","724866",ПРЕДЕЈАНЕ (ВАРОШ),PREDEJANE (VAROŠ),ЛЕСКОВАЦ,LESKOVAC,297.47,15.44,30.15,34.47,19.94,54.77
"70505","714623",СМИЛОВЦИ,SMILOVCI,ДИМИТРОВГРАД,DIMITROVGRAD,818.21,0.96,9.62,37.50,51.92,112.24
"70548","715310",ДУБОВО,DUBOVO,ЖИТОРАЂА,ŽITORAĐA,330.48,12.74,17.71,29.16,40.39,113.36
"71072","739766",КРЊА ЈЕЛА,KRNJA JELA,СЈЕНИЦА,SJENICA,1224.55,18.18,30.30,27.27,24.24,73.68
"70050","702005",ГОРЊЕ КРЊИНО,GORNJE KRNJINO,БАБУШНИЦА,BABUŠNICA,637.40,6.29,12.59,28.67,52.45,142.37
"70262","705373",ЂУРЕВАЦ,ĐUREVAC,БЛАЦЕ,BLACE,423.08,9.32,28.57,36.65,25.47,53.33
"70343","707597",ШОШИЋЕ,ŠOŠIĆE,БРУС,BRUS,1020.08,3.53,10.59,35.29,50.59,117.95
"70416","710270",ЈАГЊИЛО,JAGNJILO,ВЛАДИЧИН ХАН,VLADIČIN HAN,892.61,2.74,10.96,27.40,58.90,160.71
"70416","710172",ГАРИЊЕ,GARINJE,ВЛАДИЧИН ХАН,VLADIČIN HAN,520.81,12.22,35.40,36.65,15.73,38.79
"70050","702129",ЗВОНЦЕ,ZVONCE,БАБУШНИЦА,BABUŠNICA,832.22,9.42,19.90,42.41,28.27,60.50
"70424","711128",СТРАЊЕВО,STRANJEVO,ВЛАСОТИНЦЕ,VLASOTINCE,545.91,0.00,10.34,24.14,65.52,190.00
"71188","744131",ЋУЛИЈЕ,ĆULIJE,ТУТИН,TUTIN,1114.89,33.33,20.63,36.51,9.52,75.00
"70173","704300",АМЕРИЋ,AMERIĆ,МЛАДЕНОВАЦ,MLADENOVAC,219.90,10.42,27.66,38.44,23.47,51.27
"70726","723754",БРИЧЕВЉЕ,BRIČEVLJE,ЛЕСКОВАЦ,LESKOVAC,603.31,14.80,28.57,38.78,17.86,48.48
"70980","735167",СОПОТНИЦА,SOPOTNICA,ПРИЈЕПОЉЕ,PRIJEPOLJE,1088.36,8.78,26.35,37.16,27.70,57.45
"71307","729027",ГОРЊА ВРЕЖИНА,GORNJA VREŽINA,ПАНТЕЛЕЈ,PANTELEJ,266.04,14.04,30.51,35.22,20.23,52.12
"71307","729094",ДОЊА ВРЕЖИНА,DONJA VREŽINA,ПАНТЕЛЕЈ,PANTELEJ,221.66,15.48,37.47,36.21,10.85,35.73
"70815","727644",СИЈАРИНА,SIJARINA,МЕДВЕЂА,MEDVEĐA,700.47,19.55,21.05,36.84,22.56,72.73
"80462","804819",САВИНО СЕЛО,SAVINO SELO,ВРБАС,VRBAS,82.54,14.64,34.22,36.52,14.61,41.35
"70670","721107",КРУШЕВАЦ,KRUŠEVAC,КРУШЕВАЦ,KRUŠEVAC,166.37,15.01,32.97,36.33,15.68,44.29
"71129","740845",ЈЕЗЕРО,JEZERO,СОКОБАЊА,SOKOBANJA,895.15,13.73,23.14,31.37,31.76,83.45
"70602","717916",СКРОБНИЦА,SKROBNICA,КЊАЖЕВАЦ,KNJAŽEVAC,776.78,2.88,2.88,21.15,73.08,316.00
"70866","729744",ГОРЊА БЕЛА РЕКА,GORNJA BELA REKA,НОВА ВАРОШ,NOVA VAROŠ,1108.31,4.85,22.42,40.61,32.12,58.65
"70653","719404",БРЕСНИК,BRESNIK,КРАЉЕВО,KRALJEVO,829.33,5.22,16.52,40.87,37.39,74.24
"70602","717614",КАЛИЧИНА,KALIČINA,КЊАЖЕВАЦ,KNJAŽEVAC,292.13,12.50,27.23,33.93,26.34,63.50
"80128","801216",ПАВЛИШ,PAVLIŠ,ВРШАЦ,VRŠAC,81.18,17.49,32.03,36.58,13.90,45.75
"80403","804100",ГРГУРЕВЦИ,GRGUREVCI,СРЕМСКА МИТРОВИЦА,SREMSKA MITROVICA,209.73,12.58,29.14,39.68,18.60,45.30
"70726","724386",ЗОЉЕВО,ZOLJEVO,ЛЕСКОВАЦ,LESKOVAC,336.70,9.33,25.78,37.33,27.56,58.45
"70424","710741",ГОРЊА ЛОПУШЊА,GORNJA LOPUŠNJA,ВЛАСОТИНЦЕ,VLASOTINCE,1095.74,0.00,8.11,40.54,51.35,105.56
"70718","723266",ДОЊЕ ВРАНОВЦЕ,DONJE VRANOVCE,ЛЕБАНЕ,LEBANE,294.25,13.36,26.71,35.02,24.91,61.99
"80012","800023",МОЛ,MOL,АДА,ADA,80.95,14.49,31.10,36.56,17.84,47.79
"80012","800031",ОБОРЊАЧА,OBORNJAČA,АДА,ADA,93.75,16.56,27.61,39.88,15.95,48.18
"70980","734535",ГОСТУН,GOSTUN,ПРИЈЕПОЉЕ,PRIJEPOLJE,645.12,18.75,28.13,28.13,25.00,77.78
"70688","722146",ЉУТОВА,LJUTOVA,КУРШУМЛИЈА,KURŠUMLIJA,769.67,25.00,21.43,10.71,42.86,211.11
"70874","730769",ПОПЕ,POPE,НОВИ ПАЗАР,NOVI PAZAR,917.77,2.90,15.94,42.03,39.13,72.50
"70939","732168",ВЕЛИКИ СУВОДОЛ,VELIKI SUVODOL,ПИРОТ,PIROT,566.82,6.98,22.69,38.65,31.67,63.01
"80373","803758",ЈАРКОВАЦ,JARKOVAC,СЕЧАЊ,SEČANJ,88.19,15.15,29.10,39.00,16.74,46.83
