MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,ChgCLC_211,ChgCLC_221,ChgCLC_222,ChgCLC_231,ChgCLC_242,ChgCLC_243,ChgCLC_31,ChgCLC_321,ChgCLC_324,ChgCLC_411,Decl/Grow
"70017","700029",АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,0.00,0.00,97.85,0.00,-93.93,8.46,0.00,0.00,10.07,0.00,Population decline
"70980","734462",ВРБОВО,VRBOVO,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,44.05,-44.22,-184.33,24.17,-143.78,304.12,0.00,Population decline
"70866","729850",ЉЕПОЈЕВИЋИ,LJEPOJEVIĆI,НОВА ВАРОШ,NOVA VAROŠ,0.00,0.00,0.00,-383.56,212.76,-99.03,-40.07,40.94,268.95,0.00,Population decline
"70955","733440",ПОЖЕГА,POŽEGA,ПОЖЕГА,POŽEGA,210.35,0.00,0.00,-43.04,-170.77,4.39,0.07,0.00,0.00,0.00,Population decline
"70599","717037",ЛЕСКОВАЦ,LESKOVAC,КНИЋ,KNIĆ,130.72,0.00,0.00,-36.35,-87.80,-0.65,-6.08,0.00,0.16,0.00,Population decline
"70742","726095",НЕГРИШОРИ,NEGRIŠORI,ЛУЧАНИ,LUČANI,0.00,0.00,0.00,0.00,-25.16,25.51,-0.34,0.00,0.00,0.00,Population decline
"71161","742538",СУРЛИЦА,SURLICA,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.00,-114.08,-53.51,-33.64,-8.73,-57.05,267.01,0.00,Population decline
"70262","705489",ПРЕБРЕЗА,PREBREZA,БЛАЦЕ,BLACE,100.26,0.00,47.51,-26.43,-149.66,27.70,0.55,0.07,0.00,0.00,Population decline
"71315","729574",ТРУПАЛЕ,TRUPALE,ЦРВЕНИ КРСТ,CRVENI KRST,211.00,0.00,0.00,0.00,-105.48,-108.57,0.00,0.00,-8.69,0.00,Population growth
"70734","725285",ГОРЊА БОРИНА,GORNJA BORINA,ЛОЗНИЦА,LOZNICA,0.00,0.00,0.00,-26.38,-0.09,111.49,12.17,0.00,-97.19,0.00,Population decline
"70416","710369",КРЖИНЦЕ,KRŽINCE,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,-10.56,8.20,-0.29,1.12,0.00,-10.42,0.00,Population decline
"70807","727113",ВРБНИЦА,VRBNICA,МАЛО ЦРНИЋЕ,MALO CRNIĆE,1.21,0.00,0.00,0.00,-1.25,-0.26,0.48,0.00,0.00,0.00,Population decline
"70637","718467",ДОЊЕ ЦРНИЉЕВО,DONJE CRNILJEVO,КОЦЕЉЕВА,KOCELJEVA,0.00,0.00,0.00,-88.85,73.40,-12.66,61.69,0.00,-39.64,0.00,Population decline
"70726","724866",ПРЕДЕЈАНЕ (ВАРОШ),PREDEJANE (VAROŠ),ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,0.00,0.00,0.02,0.16,-3.15,0.00,0.00,0.00,Population decline
"70505","714623",СМИЛОВЦИ,SMILOVCI,ДИМИТРОВГРАД,DIMITROVGRAD,424.53,0.00,0.00,2.42,-464.63,-207.36,44.72,2.29,96.15,0.00,Population decline
"70548","715310",ДУБОВО,DUBOVO,ЖИТОРАЂА,ŽITORAĐA,-442.99,0.00,0.00,31.14,-6.48,47.22,0.54,0.00,372.98,0.00,Population decline
"71072","739766",КРЊА ЈЕЛА,KRNJA JELA,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,105.33,120.83,0.00,0.42,-223.26,0.00,0.00,Population decline
"70050","702005",ГОРЊЕ КРЊИНО,GORNJE KRNJINO,БАБУШНИЦА,BABUŠNICA,0.00,0.00,0.00,-37.39,36.99,-0.09,-0.43,0.00,0.92,0.00,Population decline
"70262","705373",ЂУРЕВАЦ,ĐUREVAC,БЛАЦЕ,BLACE,47.77,0.00,39.65,0.00,-87.51,0.07,0.03,0.00,0.00,0.00,Population decline
"70343","707597",ШОШИЋЕ,ŠOŠIĆE,БРУС,BRUS,0.00,0.00,0.00,21.49,-29.76,30.22,-25.65,0.53,40.29,0.00,Population decline
"70416","710270",ЈАГЊИЛО,JAGNJILO,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,-56.07,0.19,0.00,-0.29,0.00,56.17,0.00,Population decline
"70416","710172",ГАРИЊЕ,GARINJE,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,0.00,0.00,-34.44,7.34,0.00,0.05,0.00,Population decline
"70050","702129",ЗВОНЦЕ,ZVONCE,БАБУШНИЦА,BABUŠNICA,0.00,0.00,0.00,0.00,-15.47,16.35,-0.88,0.00,0.00,0.00,Population decline
"70424","711128",СТРАЊЕВО,STRANJEVO,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,Population decline
"71188","744131",ЋУЛИЈЕ,ĆULIJE,ТУТИН,TUTIN,0.00,0.00,0.00,0.00,0.00,-0.00,-45.44,-10.59,56.03,0.00,Population growth
"70173","704300",АМЕРИЋ,AMERIĆ,МЛАДЕНОВАЦ,MLADENOVAC,81.93,0.00,0.00,-57.78,-24.17,-0.81,0.83,0.00,0.00,0.00,Population decline
"70726","723754",БРИЧЕВЉЕ,BRIČEVLJE,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,0.00,-27.50,27.69,-5.71,2.51,0.00,1.13,0.00,Population decline
"70980","735167",СОПОТНИЦА,SOPOTNICA,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,0.00,-12.65,-0.45,305.61,-1.14,-293.26,0.00,Population decline
"71307","729027",ГОРЊА ВРЕЖИНА,GORNJA VREŽINA,ПАНТЕЛЕЈ,PANTELEJ,17.94,0.00,0.00,0.00,-118.75,70.80,0.33,0.00,0.00,0.00,Population growth
"71307","729094",ДОЊА ВРЕЖИНА,DONJA VREŽINA,ПАНТЕЛЕЈ,PANTELEJ,-102.81,0.00,0.00,1.37,23.73,15.48,0.00,0.00,0.00,0.00,Population growth
"70815","727644",СИЈАРИНА,SIJARINA,МЕДВЕЂА,MEDVEĐA,0.00,0.00,0.00,-26.54,-271.92,271.55,29.09,-24.90,22.72,0.00,Population decline
"80462","804819",САВИНО СЕЛО,SAVINO SELO,ВРБАС,VRBAS,199.18,0.00,0.00,0.00,-225.37,0.00,0.00,0.00,0.00,0.00,Population decline
"70670","721107",КРУШЕВАЦ,KRUŠEVAC,КРУШЕВАЦ,KRUŠEVAC,0.00,0.00,0.00,0.00,14.60,8.35,-0.13,0.00,4.64,0.00,Population decline
"71129","740845",ЈЕЗЕРО,JEZERO,СОКОБАЊА,SOKOBANJA,0.00,0.00,0.00,0.08,-0.58,-0.53,244.12,-20.47,-222.62,0.00,Population decline
"70602","717916",СКРОБНИЦА,SKROBNICA,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,0.00,0.00,0.00,-78.30,-460.72,0.71,-20.95,559.26,0.00,Population decline
"70866","729744",ГОРЊА БЕЛА РЕКА,GORNJA BELA REKA,НОВА ВАРОШ,NOVA VAROŠ,0.00,0.00,0.00,-0.12,0.00,-0.18,-1.11,1.28,0.13,0.00,Population decline
"70653","719404",БРЕСНИК,BRESNIK,КРАЉЕВО,KRALJEVO,0.00,0.00,0.00,0.00,0.00,-309.11,69.21,72.03,248.59,0.00,Population growth
"70602","717614",КАЛИЧИНА,KALIČINA,КЊАЖЕВАЦ,KNJAŽEVAC,145.25,-148.44,2.32,0.00,-0.34,0.92,0.31,0.00,0.00,0.00,Population decline
"80128","801216",ПАВЛИШ,PAVLIŠ,ВРШАЦ,VRŠAC,-0.94,0.00,0.00,-6.54,-67.52,0.22,0.00,0.00,-0.03,0.00,Population decline
"80403","804100",ГРГУРЕВЦИ,GRGUREVCI,СРЕМСКА МИТРОВИЦА,SREMSKA MITROVICA,180.74,0.00,-98.43,35.99,-160.69,39.90,2.75,0.00,3.52,0.00,Population decline
"70726","724386",ЗОЉЕВО,ZOLJEVO,ЛЕСКОВАЦ,LESKOVAC,79.22,0.00,0.00,0.00,-132.97,36.65,-0.87,0.00,0.00,0.00,Population decline
"70424","710741",ГОРЊА ЛОПУШЊА,GORNJA LOPUŠNJA,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,0.00,0.00,0.00,0.00,-56.01,0.03,0.08,55.91,0.00,Population decline
"70718","723266",ДОЊЕ ВРАНОВЦЕ,DONJE VRANOVCE,ЛЕБАНЕ,LEBANE,55.92,0.00,2.95,0.00,-58.94,0.12,-0.06,0.00,0.00,0.00,Population decline
"80012","800023",МОЛ,MOL,АДА,ADA,93.46,0.00,-0.34,0.00,-103.05,-11.70,-16.24,0.00,3.10,0.09,Population decline
"80012","800031",ОБОРЊАЧА,OBORNJAČA,АДА,ADA,43.34,0.00,0.00,0.00,-35.47,-4.06,0.00,0.00,0.00,0.00,Population decline
"70980","734535",ГОСТУН,GOSTUN,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,0.00,0.00,0.00,-0.54,0.00,0.54,0.00,Population decline
"70688","722146",ЉУТОВА,LJUTOVA,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.00,0.00,0.00,-0.00,66.99,-0.00,-66.99,0.00,Population decline
"70874","730769",ПОПЕ,POPE,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,-69.50,-156.35,50.67,-1.52,103.31,73.40,0.00,Population growth
"70939","732168",ВЕЛИКИ СУВОДОЛ,VELIKI SUVODOL,ПИРОТ,PIROT,40.60,0.00,0.00,0.00,-138.92,-0.03,0.07,-2.03,107.92,0.00,Population decline
"80373","803758",ЈАРКОВАЦ,JARKOVAC,СЕЧАЊ,SEČANJ,257.71,0.00,0.11,-25.92,-234.11,0.00,-0.18,16.90,-17.31,-0.00,Population decline
"80454","804690",ВИЛОВО,VILOVO,ТИТЕЛ,TITEL,-0.13,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-10.39,10.52,Population decline
"80152","801500",БЕЛО БЛАТО,BELO BLATO,ЗРЕЊАНИН,ZRENJANIN,388.87,0.00,0.00,85.86,-324.87,0.26,-47.82,-180.30,-68.74,113.68,Population decline
"70289","705667",БЕЛОТИЋ,BELOTIĆ,БОГАТИЋ,BOGATIĆ,373.95,0.00,0.00,0.00,-228.23,-168.87,-0.14,0.00,0.00,0.00,Population decline
"70726","724807",ПАЛИКУЋА,PALIKUĆA,ЛЕСКОВАЦ,LESKOVAC,32.14,0.00,43.04,0.00,-60.89,-73.06,40.90,0.00,0.00,0.00,Population decline
"70084","703001",БЕЛА ПАЛАНКА,BELA PALANKA,БЕЛА ПАЛАНКА,BELA PALANKA,-27.44,0.00,0.00,0.00,-4.03,42.69,-7.85,10.73,0.01,0.00,Population decline
"70467","712655",ДУКАТ,DUKAT,ГАЏИН ХАН,GADŽIN HAN,227.90,0.00,0.00,7.55,-252.61,-12.92,1.04,0.00,29.05,0.00,Population decline
"70190","704725",МАЛА МОШТАНИЦА,MALA MOŠTANICA,ОБРЕНОВАЦ,OBRENOVAC,32.59,0.00,0.00,15.43,-49.09,-37.57,8.57,-15.77,41.33,0.00,Population decline
"70475","712922",ГОЛУБАЦ,GOLUBAC,ГОЛУБАЦ,GOLUBAC,-55.57,0.00,0.00,34.36,80.21,22.91,13.69,-40.50,-94.61,0.00,Population decline
"71269","746550",СЛАТИНА,SLATINA,ШАБАЦ,ŠABAC,0.42,0.00,0.00,0.00,-13.89,-0.46,-0.49,0.00,0.00,0.00,Population decline
"71323","729019",ГАБРОВАЦ,GABROVAC,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),-0.22,3.26,0.00,0.00,-229.15,183.61,-0.15,0.00,0.00,0.00,Population growth
"70998","735299",БАЛИНОВАЦ,BALINOVAC,ПРОКУПЉЕ,PROKUPLJE,-245.32,0.00,0.00,0.00,165.98,74.23,5.27,0.00,-0.15,0.00,Population decline
"80403","804223",НОЋАЈ,NOĆAJ,СРЕМСКА МИТРОВИЦА,SREMSKA MITROVICA,269.92,0.00,0.00,0.00,-211.81,-100.37,15.91,0.00,8.40,0.00,Population decline
"80420","804410",НОВИ БАНОВЦИ,NOVI BANOVCI,СТАРА ПАЗОВА,STARA PAZOVA,-18.96,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,Population decline
"70726","724599",МАЛА ГРАБОВНИЦА,MALA GRABOVNICA,ЛЕСКОВАЦ,LESKOVAC,107.20,0.00,-22.17,47.19,-131.73,-0.72,-0.21,0.00,0.00,0.00,Population decline
"70726","724483",КОЗАРЕ,KOZARE,ЛЕСКОВАЦ,LESKOVAC,0.00,110.92,0.00,0.00,-116.78,7.05,-0.94,0.00,-0.89,0.00,Population decline
"70726","725005",СМРДАН,SMRDAN,ЛЕСКОВАЦ,LESKOVAC,-12.27,0.00,0.00,0.00,-27.27,10.26,-5.73,0.00,35.02,0.00,Population decline
"70874","730050",БЕЛЕ ВОДЕ,BELE VODE,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,-230.88,261.85,-114.99,75.64,63.98,-55.60,0.00,Population growth
"70548","715204",ВЛАХОВО,VLAHOVO,ЖИТОРАЂА,ŽITORAĐA,6.27,0.00,0.00,0.00,-104.33,5.25,-1.04,0.00,93.85,0.00,Population decline
"70254","705152",РУЦКА,RUCKA,ЧУКАРИЦА,ČUKARICA,0.02,0.00,0.00,0.00,-0.20,0.48,-0.37,0.00,0.07,0.00,Population growth
"71285","729507",РАДИКИНА БАРА,RADIKINA BARA,НИШКА БАЊА,NIŠKA BANJA,0.00,0.00,0.00,0.00,0.02,-0.06,4.77,0.00,-4.73,0.00,Population growth
"70998","736112",ПАШИНАЦ,PAŠINAC,ПРОКУПЉЕ,PROKUPLJE,-100.42,0.00,0.00,0.00,121.88,-21.46,0.00,0.00,0.00,0.00,Population decline
"80403","804258",САЛАШ НОЋАЈСКИ,SALAŠ NOĆAJSKI,СРЕМСКА МИТРОВИЦА,SREMSKA MITROVICA,372.23,0.00,0.00,0.00,-273.30,-111.60,0.01,0.00,5.81,0.00,Population decline
"70505","714313",ГОРЊА НЕВЉА,GORNJA NEVLJA,ДИМИТРОВГРАД,DIMITROVGRAD,0.00,0.00,0.00,0.00,-0.00,-8.99,3.12,0.00,5.87,0.00,Population decline
"70718","723347",ЛАЛИНОВАЦ,LALINOVAC,ЛЕБАНЕ,LEBANE,0.00,0.00,0.00,0.00,-95.39,95.55,-26.97,0.00,26.81,0.00,Population decline
"70467","712515",ВИЛАНДРИЦА,VILANDRICA,ГАЏИН ХАН,GADŽIN HAN,93.73,0.00,0.00,0.00,-97.76,-0.07,1.01,0.00,3.08,0.00,Population decline
"71021","737160",КОВАЧИ,KOVAČI,РАШКА,RAŠKA,0.00,0.00,0.00,-3.99,-37.44,-128.04,19.79,3.98,267.51,0.00,Population decline
"70980","734829",КОСАТИЦА,KOSATICA,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,0.00,1.82,4.05,118.89,0.00,-94.37,0.00,Population decline
"70343","707155",ГРАД,GRAD,БРУС,BRUS,0.00,0.00,0.00,0.00,13.32,2.13,-0.78,0.00,-2.41,0.00,Population decline
"70017","700479",РАКЉА,RAKLJA,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,0.00,0.04,0.00,0.00,-0.08,-0.14,-0.05,0.00,0.00,0.00,Population decline
"70190","704784",РАТАРИ,RATARI,ОБРЕНОВАЦ,OBRENOVAC,18.45,0.00,0.00,0.00,0.45,26.26,0.00,0.00,-0.37,0.00,Population growth
"70360","708755",КУНИЦЕ,KUNICE,ВАЉЕВО,VALJEVO,0.00,0.00,0.00,0.00,-19.14,-20.05,-3.99,0.00,0.00,0.00,Population decline
"71013","736813",РАЧА,RAČA,РАЧА,RAČA,81.54,0.00,0.00,0.00,-60.53,-19.01,2.03,0.00,0.00,0.00,Population decline
"70564","716251",КУМАНИЦА,KUMANICA,ИВАЊИЦА,IVANJICA,0.00,0.00,0.00,0.00,-131.01,38.44,-15.02,-49.43,157.03,0.00,Population decline
"70980","734624",ЗАБРДЊИ ТОЦИ,ZABRDNJI TOCI,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,0.00,0.00,-36.68,51.03,82.17,-14.43,0.00,Population decline
"80403","804231",РАВЊЕ,RAVNJE,СРЕМСКА МИТРОВИЦА,SREMSKA MITROVICA,5.98,0.00,0.00,0.00,0.00,-12.16,-220.27,0.00,215.71,0.00,Population decline
"80403","804215",МАЧВАНСКА МИТРОВИЦА,MAČVANSKA MITROVICA,СРЕМСКА МИТРОВИЦА,SREMSKA MITROVICA,67.44,0.00,0.00,0.00,-85.51,-0.24,0.00,0.00,-0.05,0.00,Population decline
"80217","802301",ЦРЕПАЈА,CREPAJA,КОВАЧИЦА,KOVAČICA,284.33,0.00,0.00,0.00,-261.14,0.00,0.00,0.00,-0.00,-24.95,Population decline
"71072","739936",РАЖДАГИЊА,RAŽDAGINJA,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,92.70,211.67,7.92,-12.80,-355.95,56.47,0.00,Population decline
"71021","736953",БИОЧИН,BIOČIN,РАШКА,RAŠKA,0.00,0.00,0.00,0.00,-113.57,104.75,8.69,0.00,0.12,0.00,Population decline
"70653","719757",ЛАЗАЦ,LAZAC,КРАЉЕВО,KRALJEVO,65.58,0.00,0.00,-51.59,-82.96,70.69,-1.13,0.00,-0.59,0.00,Population growth
"71030","737704",ЛЕПОЈЕВИЋ,LEPOJEVIĆ,РЕКОВАЦ,REKOVAC,0.00,1.04,0.00,0.00,24.98,-1.04,0.40,0.00,0.00,0.00,Population decline
"71331","792047",НИШ (МЕДИЈАНА),NIŠ (MEDIJANA),МЕДИЈАНА,MEDIJANA,-116.02,0.00,0.00,88.78,-43.15,-100.93,0.00,0.00,0.00,0.00,Population growth
"70319","706248",ВРБОВАЦ,VRBOVAC,БОЉЕВАЦ,BOLJEVAC,-67.82,0.00,0.00,0.00,41.45,-1.32,69.90,0.00,-42.20,0.00,Population decline
"80357","803634",РУМА,RUMA,РУМА,RUMA,79.66,0.00,-27.09,-77.42,-176.65,63.16,0.10,0.00,0.00,0.00,Population decline
"80179","801755",ЈАРКОВЦИ,JARKOVCI,ИНЂИЈА,INĐIJA,-0.05,0.00,0.00,0.00,0.00,34.40,0.00,0.00,-34.22,0.00,Population decline
"70262","705217",БАРБАТОВАЦ,BARBATOVAC,БЛАЦЕ,BLACE,-327.11,0.00,24.71,0.00,302.79,-62.21,-0.40,0.00,62.23,0.00,Population decline
"70629","718165",ГОРЊА ПОЛОШНИЦА,GORNJA POLOŠNICA,КОСЈЕРИЋ,KOSJERIĆ,0.00,0.00,0.00,0.00,0.35,-0.01,-0.34,0.00,0.00,0.00,Population decline
"70335","706663",ГОЛЕШ,GOLEŠ,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,40.44,0.00,37.17,-3.17,-18.23,-56.21,0.00,Population decline
"70335","706833",КАРАМАНИЦА,KARAMANICA,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.00,0.00,0.01,-48.32,0.65,47.67,0.00,Population decline
"70483","713619",НЕВАДЕ,NEVADE,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,0.00,0.00,0.00,-103.08,0.01,175.67,-72.55,0.00,0.00,0.00,Population decline
"71200","744352",ВИРИНЕ,VIRINE,ЋУПРИЈА,ĆUPRIJA,0.00,0.00,0.00,0.00,-62.30,62.00,0.30,0.00,0.00,0.00,Population decline
"70505","714496",МОЈИНЦИ,MOJINCI,ДИМИТРОВГРАД,DIMITROVGRAD,0.00,0.00,0.00,-0.56,-0.82,-16.97,0.21,1.08,17.07,0.00,Population decline
"70939","732567",ПЕТРОВАЦ,PETROVAC,ПИРОТ,PIROT,63.51,0.00,0.00,-13.91,-156.04,0.13,-1.44,62.53,4.05,0.00,Population decline
"71218","744794",СЛАТИНА,SLATINA,УБ,UB,0.01,0.00,0.00,-14.04,11.53,-68.88,42.63,0.00,0.00,0.00,Population decline
"80012","800058",УТРИНЕ,UTRINE,АДА,ADA,149.33,0.00,0.00,0.00,-146.62,0.00,0.00,0.00,0.00,0.00,Population decline
"80381","803910",КЉАЈИЋЕВО,KLJAJIĆEVO,СОМБОР,SOMBOR,-32.36,-57.55,57.55,28.67,-25.36,-0.00,0.00,0.00,0.00,0.00,Population decline
"71293","703877",ЈАКОВО,JAKOVO,СУРЧИН,SURČIN,-11.60,0.00,0.00,62.00,29.88,0.00,0.00,0.00,-0.02,-105.30,Population growth
"70483","713538",ЛУЊЕВИЦА,LUNJEVICA,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,0.00,0.00,0.00,-86.32,75.28,42.69,-32.10,0.00,0.00,0.00,Population decline
"70629","718203",КОСЈЕРИЋ (ВАРОШ),KOSJERIĆ (VAROŠ),КОСЈЕРИЋ,KOSJERIĆ,0.00,0.00,0.00,0.00,-1.17,-0.31,-0.18,0.00,0.00,0.00,Population decline
"70475","712892",БРЊИЦА,BRNJICA,ГОЛУБАЦ,GOLUBAC,0.00,0.00,0.00,0.00,0.00,18.34,-87.24,-0.90,42.64,0.00,Population decline
"70661","720372",ВРБИЋ,VRBIĆ,КРУПАЊ,KRUPANJ,56.33,0.00,0.00,0.00,26.00,-123.16,107.63,0.00,-66.81,0.00,Population decline
"71218","744786",РУКЛАДА,RUKLADA,УБ,UB,149.48,0.00,0.00,-19.94,-124.09,-1.33,-4.12,0.00,0.00,0.00,Population growth
"70688","721930",ДУБРАВА,DUBRAVA,КУРШУМЛИЈА,KURŠUMLIJA,5.45,0.00,0.00,-35.46,30.61,0.43,-0.85,0.00,-0.19,0.00,Population decline
"70661","720321",БАЊЕВАЦ,BANJEVAC,КРУПАЊ,KRUPANJ,90.63,0.00,0.00,-45.20,-20.04,-7.73,38.04,0.00,-40.88,0.00,Population decline
"71269","746231",ЗМИЊАК,ZMINJAK,ШАБАЦ,ŠABAC,0.33,0.00,0.00,0.00,6.01,2.94,0.00,0.00,-0.06,0.00,Population decline
"80225","802409",СКОРЕНОВАЦ,SKORENOVAC,КОВИН,KOVIN,-14.89,0.00,0.00,0.00,16.50,0.00,0.00,0.00,0.00,0.00,Population decline
"70874","730068",БОТУРОВИНА,BOTUROVINA,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,-34.79,34.46,-13.17,13.50,0.00,0.00,0.00,Population growth
"71269","746509",РАДОВАШНИЦА,RADOVAŠNICA,ШАБАЦ,ŠABAC,0.00,0.00,0.00,0.00,1.25,-0.78,-0.37,0.00,-0.10,0.00,Population decline
"70408","709921",КРНИЋ,KRNIĆ,ВЛАДИМИРЦИ,VLADIMIRCI,217.81,0.00,0.00,-1.08,-217.23,0.81,-0.27,0.00,0.00,0.00,Population decline
"70475","712981",ЖИТКОВИЦА,ŽITKOVICA,ГОЛУБАЦ,GOLUBAC,1.40,0.00,0.00,35.84,-36.43,-0.69,-0.11,0.00,-0.01,0.00,Population decline
"70661","720445",КРЖАВА,KRŽAVA,КРУПАЊ,KRUPANJ,1.13,0.00,0.00,0.00,2.00,16.42,111.78,0.00,-131.33,0.00,Population decline
"70165","704202",СОКОЛОВО,SOKOLOVO,ЛАЗАРЕВАЦ,LAZAREVAC,50.40,0.00,0.00,-31.45,-13.69,-3.88,-5.34,0.00,0.00,0.00,Population decline
"70360","708925",РАБАС,RABAS,ВАЉЕВО,VALJEVO,0.00,0.00,0.00,0.00,0.52,0.33,-0.84,0.00,0.00,0.00,Population decline
"80071","800619",ЊЕГОШЕВО,NJEGOŠEVO,БАЧКА ТОПОЛА,BAČKA TOPOLA,39.55,0.00,0.00,0.00,-37.15,0.00,0.00,0.00,0.00,0.00,Population decline
"70807","727105",ВЕЛИКО ЦРНИЋЕ,VELIKO CRNIĆE,МАЛО ЦРНИЋЕ,MALO CRNIĆE,202.15,0.00,0.00,-55.12,-166.17,-48.19,17.53,0.00,10.79,0.00,Population decline
"70807","727172",МАЛО ГРАДИШТЕ,MALO GRADIŠTE,МАЛО ЦРНИЋЕ,MALO CRNIĆE,59.76,0.00,0.00,27.14,-151.69,16.68,-5.91,0.00,56.07,0.00,Population decline
"70734","725374",ДОЊИ ДОБРИЋ,DONJI DOBRIĆ,ЛОЗНИЦА,LOZNICA,-0.48,0.00,0.00,0.00,0.05,0.31,-26.71,0.00,26.80,0.00,Population decline
"70122","703672",БОЛЕЧ,BOLEČ,ГРОЦКА,GROCKA,-0.53,-32.35,21.94,0.00,-35.92,-74.63,110.13,0.00,-22.81,0.00,Population growth
"71269","746479",ПОЦЕРСКИ ПРИЧИНОВИЋ,POCERSKI PRIČINOVIĆ,ШАБАЦ,ŠABAC,86.02,0.00,0.00,0.00,-149.34,-0.31,-0.41,0.00,0.00,0.00,Population decline
"71269","746258",ЈЕЛЕНЧА,JELENČA,ШАБАЦ,ŠABAC,21.18,0.00,0.00,0.00,-34.96,1.48,0.00,0.00,0.00,0.00,Population decline
"71218","744654",КОЖУАР,KOŽUAR,УБ,UB,79.11,0.00,0.00,-64.59,-73.07,57.49,1.06,0.00,0.00,0.00,Population decline
"70190","704610",ВУКИЋЕВИЦА,VUKIĆEVICA,ОБРЕНОВАЦ,OBRENOVAC,214.45,0.00,0.00,0.00,-125.51,-89.03,0.09,0.00,0.00,0.00,Population decline
"80373","803774",КОНАК,KONAK,СЕЧАЊ,SEČANJ,705.40,0.00,0.00,53.62,-617.09,24.78,-25.46,0.00,-176.70,0.00,Population decline
"70947","733059",НАБРЂЕ,NABRĐE,ПОЖАРЕВАЦ,POŽAREVAC,-0.66,0.00,0.00,0.00,0.00,-96.62,-1.15,0.00,99.35,0.00,Population decline
"71099","740314",ВУЧАК,VUČAK,СМЕДЕРЕВО,SMEDEREVO,-335.72,-54.79,172.43,0.00,153.38,23.55,0.00,0.00,0.00,0.00,Population decline
"71269","746118",ВАРНА,VARNA,ШАБАЦ,ŠABAC,35.82,0.00,0.00,0.00,-63.22,-19.69,0.31,0.00,0.00,0.00,Population decline
"71340","733075",ПЕТКА,PETKA,КОСТОЛАЦ,KOSTOLAC,19.81,0.00,0.00,0.00,-14.40,-4.79,-0.03,0.00,0.00,0.00,Population decline
"70475","712884",БРАНИЧЕВО,BRANIČEVO,ГОЛУБАЦ,GOLUBAC,47.81,0.00,0.00,-0.09,-49.10,-57.84,10.14,-0.72,49.79,0.00,Population decline
"70394","709743",ТРИБРОДЕ,TRIBRODE,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,88.97,0.00,0.00,-0.07,-89.34,-25.31,1.43,0.00,29.29,0.00,Population decline
"80063","800449",ЧЕЛАРЕВО,ČELAREVO,БАЧКА ПАЛАНКА,BAČKA PALANKA,-2.44,0.00,0.00,-48.79,-0.03,127.63,-3.55,0.00,1.09,-99.27,Population decline
"70394","709581",КУМАНЕ,KUMANE,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,79.82,0.00,0.00,25.26,-187.50,-28.10,57.64,0.00,53.00,0.00,Population decline
"70394","709484",БИСКУПЉЕ,BISKUPLJE,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,69.31,0.00,0.00,0.00,-82.29,-21.01,-0.15,0.00,34.13,0.00,Population decline
"70734","725587",МИЛИНА,MILINA,ЛОЗНИЦА,LOZNICA,0.00,0.00,0.00,0.00,0.12,-0.07,-16.70,0.00,16.72,0.00,Population decline
"70475","713040",МРЧКОВАЦ,MRČKOVAC,ГОЛУБАЦ,GOLUBAC,77.54,0.00,0.00,0.00,-133.14,-113.08,26.52,0.00,117.68,0.00,Population decline
