MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,ChgCLC_211,ChgCLC_221,ChgCLC_222,ChgCLC_231,ChgCLC_242,ChgCLC_243,ChgCLC_31,ChgCLC_321,ChgCLC_324,ChgCLC_411,Decl/Grow
"70874","730998",ТРНАВА,TRNAVA,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,0.13,8.92,-1.30,-7.75,0.00,0.00,0.00,Population growth
"71137","741116",ВЛАСИНА СТОЈКОВИЋЕВА,VLASINA STOJKOVIĆEVA,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,383.41,11.15,-44.63,-85.20,-378.35,104.33,0.00,Population decline
"70505","714402",ДРАГОВИТА,DRAGOVITA,ДИМИТРОВГРАД,DIMITROVGRAD,0.00,0.00,0.00,0.00,-38.96,-187.26,-2.64,30.45,176.20,0.00,Population decline
"70718","723312",КОЊИНО,KONJINO,ЛЕБАНЕ,LEBANE,-24.05,0.00,0.00,0.00,-26.99,-4.94,5.16,0.00,-6.41,0.00,Population decline
"71072","739839",МАШОВИЋЕ,MAŠOVIĆE,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,100.89,-112.55,81.39,-28.51,-101.02,59.92,0.00,Population decline
"70998","735353",БЕЛОГОШ,BELOGOŠ,ПРОКУПЉЕ,PROKUPLJE,-156.49,0.00,33.71,0.00,121.85,0.00,0.93,0.00,0.00,0.00,Population decline
"70343","707058",БРЗЕЋЕ,BRZEĆE,БРУС,BRUS,0.00,0.00,0.00,0.78,2.79,39.10,-73.95,3.07,-487.79,0.00,Population decline
"80381","803952",СВЕТОЗАР МИЛЕТИЋ,SVETOZAR MILETIĆ,СОМБОР,SOMBOR,-1.78,0.00,0.00,-0.07,-23.79,20.29,0.00,0.05,0.00,25.50,Population decline
"80365","803715",ТОРЊОШ,TORNJOŠ,СЕНТА,SENTA,201.96,0.00,0.00,0.00,-203.89,-1.28,0.00,0.00,-46.61,48.21,Population decline
"80365","803677",БОГАРАШ,BOGARAŠ,СЕНТА,SENTA,439.57,0.00,0.00,0.00,-395.67,-85.00,0.00,0.00,0.00,0.00,Population decline
"70432","711799",МИЈАКОВЦЕ,MIJAKOVCE,ВРАЊЕ,VRANJE,0.00,0.00,0.00,0.00,-0.10,-0.26,0.49,0.00,-0.13,0.00,Population decline
"70432","712132",СТРЕШАК,STREŠAK,ВРАЊЕ,VRANJE,0.00,0.00,0.00,-15.03,-27.28,-34.77,12.18,47.88,17.02,0.00,Population decline
"70416","710598",СРНЕЋИ ДОЛ,SRNEĆI DOL,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,-86.97,0.00,29.32,-0.69,-14.98,73.31,0.00,Population decline
"70416","710237",ДОЊЕ ЈАБУКОВО,DONJE JABUKOVO,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,-6.44,-86.68,59.59,80.86,0.00,-47.33,0.00,Population decline
"71137","741167",ДАЊИНО СЕЛО,DANJINO SELO,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,-27.76,-29.87,56.52,1.11,0.00,0.00,0.00,Population decline
"70661","720356",БРЕЗОВИЦЕ,BREZOVICE,КРУПАЊ,KRUPANJ,239.39,0.00,0.00,-98.09,-242.98,12.20,82.83,0.00,6.65,0.00,Population decline
"71218","744808",СОВЉАК,SOVLJAK,УБ,UB,75.35,0.00,0.00,-34.21,45.25,-104.58,-3.23,0.00,0.00,0.00,Population decline
"70343","707201",ДОЊИ ЛИПОВАЦ,DONJI LIPOVAC,БРУС,BRUS,0.00,0.00,0.00,0.00,-25.84,17.99,31.49,4.58,-28.22,0.00,Population decline
"70343","707295",ЖУЊЕ,ŽUNJE,БРУС,BRUS,0.00,0.00,0.00,0.38,0.00,3.66,0.75,-4.47,-0.32,0.00,Population decline
"70254","705144",ПЕЋАНИ,PEĆANI,ЧУКАРИЦА,ČUKARICA,-29.38,0.00,0.00,0.00,22.19,-13.72,-33.84,0.00,25.79,0.00,Population growth
"80144","801429",НОВИ ИТЕБЕЈ,NOVI ITEBEJ,ЖИТИШТЕ,ŽITIŠTE,125.58,0.00,0.00,0.00,-128.73,0.06,-23.96,0.00,-33.94,0.00,Population decline
"80390","804053",ТУРИЈА,TURIJA,СРБОБРАН,SRBOBRAN,46.98,0.00,0.00,0.00,-47.08,0.00,0.00,0.00,0.00,0.00,Population decline
"80462","804789",КУЦУРА,KUCURA,ВРБАС,VRBAS,235.03,0.00,0.00,0.00,-245.13,17.40,0.00,0.00,0.00,0.00,Population decline
"80110","800988",БАЧКО ГРАДИШТЕ,BAČKO GRADIŠTE,БЕЧЕЈ,BEČEJ,65.30,-115.52,0.00,50.19,-8.85,-25.32,0.00,0.00,-53.21,46.96,Population decline
"70718","723282",ЖДЕГЛОВО,ŽDEGLOVO,ЛЕБАНЕ,LEBANE,-41.78,0.00,0.00,0.00,-6.69,0.26,-0.60,0.00,0.00,0.00,Population decline
"70718","723452",ПРЕКОПЧЕЛИЦА,PREKOPČELICA,ЛЕБАНЕ,LEBANE,-54.72,0.00,0.00,0.00,28.93,-0.33,0.32,0.00,0.02,0.00,Population decline
"70980","734764",КАЋЕВО,KAĆEVO,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,0.00,0.10,-15.00,12.43,0.13,2.33,0.00,Population decline
"71021","736996",БРВЕНИК НАСЕЉЕ,BRVENIK NASELJE,РАШКА,RAŠKA,0.00,0.00,0.00,0.00,39.15,-0.20,0.01,0.00,-4.37,0.00,Population decline
"71315","729469",ПОПОВАЦ,POPOVAC,ЦРВЕНИ КРСТ,CRVENI KRST,114.34,0.00,0.00,0.00,-168.82,7.43,0.00,0.00,0.09,0.00,Population growth
"70254","705136",ОСТРУЖНИЦА,OSTRUŽNICA,ЧУКАРИЦА,ČUKARICA,-2.95,0.00,0.00,0.00,-57.85,4.30,-98.55,0.00,78.62,0.00,Population growth
"70122","703729",ВРЧИН,VRČIN,ГРОЦКА,GROCKA,-111.56,0.00,91.30,13.03,-109.21,-83.25,169.91,0.00,-20.71,0.00,Population growth
"70173","704547",ШЕПШИН,ŠEPŠIN,МЛАДЕНОВАЦ,MLADENOVAC,0.00,0.00,0.00,-3.07,-13.84,-54.80,11.93,0.00,65.15,0.00,Population decline
"70238","705004",МАЛИ ПОЖАРЕВАЦ,MALI POŽAREVAC,СОПОТ,SOPOT,-86.14,0.00,294.75,-5.63,-196.83,-327.97,326.13,0.00,-0.01,0.00,Population decline
"71170","742767",ГОРЊИ РИБНИК,GORNJI RIBNIK,ТРСТЕНИК,TRSTENIK,221.59,0.00,0.00,0.00,-57.20,-145.38,-0.36,0.00,14.69,0.00,Population decline
"70564","716138",ДУБРАВА,DUBRAVA,ИВАЊИЦА,IVANJICA,0.00,0.00,0.00,0.00,-30.36,30.56,6.32,-98.94,-0.09,0.00,Population decline
"70025","700908",ДЕЛИГРАД,DELIGRAD,АЛЕКСИНАЦ,ALEKSINAC,110.30,0.00,-1.16,-0.10,-125.02,16.92,0.00,0.00,0.00,0.00,Population decline
"70424","711012",ОСТРЦ,OSTRC,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,0.00,0.00,0.00,0.40,0.05,-0.45,0.00,0.00,0.00,Population decline
"71188","743305",БРЕГОВИ,BREGOVI,ТУТИН,TUTIN,0.00,0.00,0.00,-65.33,0.00,-0.31,1.15,0.00,64.49,0.00,Population growth
"70688","721743",ВАСИЉЕВАЦ,VASILJEVAC,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.00,-0.27,0.00,-252.03,29.49,1.22,221.59,0.00,Population decline
"70726","724122",ДОБРОТИН,DOBROTIN,ЛЕСКОВАЦ,LESKOVAC,1.94,0.00,0.00,0.00,-11.62,8.89,-31.04,0.00,31.83,0.00,Population decline
"70823","727954",КРАЈКОВАЦ,KRAJKOVAC,МЕРОШИНА,MEROŠINA,-64.00,0.00,0.00,0.00,99.73,-111.02,-36.81,0.00,112.28,0.00,Population decline
"70084","703036",ВИТАНОВАЦ,VITANOVAC,БЕЛА ПАЛАНКА,BELA PALANKA,0.00,0.00,0.00,0.00,0.99,1.05,-0.95,-0.95,-0.15,0.00,Population decline
"70980","734977",МУШКОВИНА,MUŠKOVINA,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,0.00,-0.01,-0.00,-0.06,0.00,0.06,0.00,Population decline
"80209","802212",САЈАН,SAJAN,КИКИНДА,KIKINDA,500.57,-2.01,0.00,47.71,-234.45,-217.77,0.00,-158.77,0.00,49.85,Population decline
"70718","723398",НОВА ТОПОЛА,NOVA TOPOLA,ЛЕБАНЕ,LEBANE,-0.07,0.00,0.00,0.00,-96.80,95.87,1.00,0.00,0.00,0.00,Population decline
"70084","703451",ЧИФЛИК,ČIFLIK,БЕЛА ПАЛАНКА,BELA PALANKA,5.25,0.00,0.00,0.00,-0.05,-5.82,-0.64,0.00,1.25,0.00,Population decline
"70998","736180",ПРЕКАДИН,PREKADIN,ПРОКУПЉЕ,PROKUPLJE,-159.81,0.00,164.05,-0.66,4.00,-49.42,64.04,0.00,-22.20,0.00,Population decline
"70815","727458",КАПИТ,KAPIT,МЕДВЕЂА,MEDVEĐA,0.00,0.00,0.00,-97.59,0.00,-0.45,35.54,0.00,62.50,0.00,Population decline
"70521","714828",АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,ЖАБАРИ,ŽABARI,198.02,-45.07,0.00,0.00,33.40,-336.73,148.66,0.00,26.10,0.00,Population decline
"70696","722944",ЦЕРОВИЦА,CEROVICA,КУЧЕВО,KUČEVO,0.00,0.00,0.00,-17.04,6.16,17.98,0.31,-7.41,0.00,0.00,Population decline
"80276","802654",СРПСКИ КРСТУР,SRPSKI KRSTUR,НОВИ КНЕЖЕВАЦ,NOVI KNEŽEVAC,44.34,0.00,42.19,-53.95,-11.17,-0.00,41.69,-9.83,-54.57,0.00,Population decline
"70424","711080",СВОЂЕ,SVOĐE,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,0.00,0.00,-27.21,27.46,0.41,-213.32,0.00,212.66,0.00,Population decline
"71188","743330",ВЕЉЕ ПОЉЕ,VELJE POLJE,ТУТИН,TUTIN,0.00,0.00,0.00,-19.88,26.14,-30.84,73.29,0.00,-73.54,0.00,Population growth
"70297","705969",КАМЕНИЦА,KAMENICA,БОЈНИК,BOJNIK,48.60,3.52,0.00,-3.63,-52.00,-1.72,-15.06,3.23,17.07,0.00,Population decline
"70297","706167",ТУРЈАНЕ,TURJANE,БОЈНИК,BOJNIK,0.00,0.00,0.00,-25.65,4.95,-12.02,25.20,25.62,-39.56,0.00,Population decline
"71188","744166",ЧМАЊКЕ,ČMANJKE,ТУТИН,TUTIN,0.00,0.00,0.00,-18.31,0.00,18.03,0.28,0.00,0.00,0.00,Population growth
"71021","737500",ТИОЏЕ,TIODŽE,РАШКА,RAŠKA,0.00,0.00,0.00,0.00,40.53,-95.93,-136.19,0.00,191.48,0.00,Population decline
"71188","743941",ПОПИЋЕ,POPIĆE,ТУТИН,TUTIN,0.00,0.00,0.00,0.00,0.00,-29.41,49.41,4.60,-25.64,0.00,Population decline
"80233","802484",ЦРВЕНКА,CRVENKA,КУЛА,KULA,-234.77,0.00,197.87,0.00,11.13,0.00,0.00,0.00,0.20,0.00,Population decline
"80047","800201",ПРИГРЕВИЦА,PRIGREVICA,АПАТИН,APATIN,-19.53,0.00,0.00,2.32,9.11,18.02,-48.06,0.00,38.13,0.00,Population decline
"80110","801003",БЕЧЕЈ,BEČEJ,БЕЧЕЈ,BEČEJ,544.36,0.00,65.70,-248.79,-678.03,-25.59,-68.95,0.00,69.01,7.97,Population decline
"80233","802450",НОВА ЦРВЕНКА,NOVA CRVENKA,КУЛА,KULA,-230.96,0.00,238.94,0.00,0.00,0.00,0.00,0.00,-7.86,0.00,Population decline
"71064","738808",ГУЛИЈАН,GULIJAN,СВРЉИГ,SVRLJIG,90.41,0.00,0.00,0.00,-178.33,-26.14,-212.74,-2.23,329.03,0.00,Population decline
"70602","717371",ГЛОГОВАЦ,GLOGOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,-0.16,-13.76,0.00,0.00,11.52,2.36,0.00,0.00,0.04,0.00,Population decline
"70670","721352",ПАРУНОВАЦ,PARUNOVAC,КРУШЕВАЦ,KRUŠEVAC,110.62,0.00,0.00,0.00,-6.37,-77.22,0.68,0.00,33.17,0.00,Population decline
"70025","701050",КОРМАН,KORMAN,АЛЕКСИНАЦ,ALEKSINAC,162.69,0.00,0.00,0.00,-156.60,13.76,60.47,0.00,-59.58,0.00,Population decline
"70505","714267",ВЕРЗАР,VERZAR,ДИМИТРОВГРАД,DIMITROVGRAD,0.00,0.00,0.00,-73.41,-0.38,-136.85,23.28,3.41,183.96,0.00,Population decline
"70017","700592",ТУЛЕШ,TULEŠ,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,0.00,0.00,0.00,0.00,1.78,-6.31,4.52,0.00,0.00,0.00,Population decline
"70017","700088",ВЕЉА ГЛАВА,VELJA GLAVA,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,0.00,0.00,0.00,0.18,-6.09,5.77,0.13,0.00,0.00,0.00,Population decline
"80276","802697",ПОДЛОКАЊ,PODLOKANJ,НОВИ КНЕЖЕВАЦ,NOVI KNEŽEVAC,-0.57,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,Population decline
"71072","739901",ПОДА,PODA,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,-317.00,0.00,2.23,0.28,-108.90,125.29,0.00,Population decline
"71072","739243",БОЉАРЕ,BOLJARE,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,-16.95,0.00,0.00,-29.71,-52.31,28.45,0.00,Population decline
"70971","734187",КУКУРОВИЋИ,KUKUROVIĆI,ПРИБОЈ,PRIBOJ,0.00,0.00,0.00,8.89,0.00,-0.33,0.37,-0.00,-8.94,0.00,Population decline
"80195","801984",ВЕЛЕБИТ,VELEBIT,КАЊИЖА,KANJIŽA,69.79,0.00,0.00,0.00,-55.94,0.00,0.00,-14.32,0.00,0.00,Population decline
"80195","801976",АДОРЈАН,ADORJAN,КАЊИЖА,KANJIŽA,123.28,0.00,0.00,0.00,-26.64,-46.96,66.52,0.00,-138.65,0.07,Population decline
"80276","802735",ФИЛИЋ,FILIĆ,НОВИ КНЕЖЕВАЦ,NOVI KNEŽEVAC,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,Population decline
"80195","802026",МАЛЕ ПИЈАЦЕ,MALE PIJACE,КАЊИЖА,KANJIŽA,-80.19,0.00,243.86,0.00,-149.26,-25.41,0.00,12.90,-0.92,0.00,Population decline
"70050","702358",РАЉИН,RALJIN,БАБУШНИЦА,BABUŠNICA,0.00,0.00,0.00,0.00,-28.56,-218.56,10.98,0.00,236.15,0.00,Population decline
"70718","723541",ЋЕНОВАЦ,ĆENOVAC,ЛЕБАНЕ,LEBANE,99.65,0.00,-37.54,0.00,-89.48,-0.66,0.17,0.00,0.00,0.00,Population decline
"70424","710652",АЛЕКСИНЕ,ALEKSINE,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,0.00,0.00,-37.88,37.84,0.17,-5.90,0.00,5.77,0.00,Population decline
"70688","722405",ПРЕВЕТИЦА,PREVETICA,КУРШУМЛИЈА,KURŠUMLIJA,-0.28,0.00,0.00,25.49,-25.26,0.09,-4.92,-0.04,4.90,0.00,Population decline
"70424","710717",ВЛАСОТИНЦЕ,VLASOTINCE,ВЛАСОТИНЦЕ,VLASOTINCE,87.84,-13.99,-0.09,0.00,-86.30,16.07,-4.36,0.00,-52.85,0.00,Population decline
"70726","724203",ДОЊЕ КРАЈИНЦЕ,DONJE KRAJINCE,ЛЕСКОВАЦ,LESKOVAC,39.58,0.00,0.00,0.00,-112.23,-7.44,0.88,0.00,53.28,0.00,Population decline
"70823","727881",ДЕШИЛОВО,DEŠILOVO,МЕРОШИНА,MEROŠINA,-158.53,0.00,0.00,0.00,95.34,61.76,0.20,0.00,-9.48,0.00,Population decline
"80063","800422",ТОВАРИШЕВО,TOVARIŠEVO,БАЧКА ПАЛАНКА,BAČKA PALANKA,20.43,0.00,0.00,-55.96,-3.25,0.00,0.11,0.00,-42.41,0.00,Population decline
"80136","801305",ГОСПОЂИНЦИ,GOSPOĐINCI,ЖАБАЉ,ŽABALJ,66.13,0.00,0.00,0.00,-66.91,0.00,0.00,0.00,0.00,0.00,Population decline
"80144","801356",БАНАТСКО ВИШЊИЋЕВО,BANATSKO VIŠNJIĆEVO,ЖИТИШТЕ,ŽITIŠTE,3.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.91,0.00,Population decline
"70688","722669",ШАТРА,ŠATRA,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.00,0.28,0.00,0.13,-31.74,9.77,21.56,0.00,Population decline
"70793","726974",ДОЊА БОРИНА,DONJA BORINA,МАЛИ ЗВОРНИК,MALI ZVORNIK,0.00,0.00,0.00,0.00,0.12,31.33,56.35,0.00,-87.80,0.00,Population decline
"70912","731986",РАШАНАЦ,RAŠANAC,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,247.37,0.00,0.00,0.00,-221.87,175.10,0.25,0.00,0.00,0.00,Population decline
"71102","740608",ВЛАШКИ ДО,VLAŠKI DO,СМЕДЕРЕВСКА ПАЛАНКА,SMEDEREVSKA PALANKA,1224.92,0.00,-23.01,0.00,-1095.91,-67.47,-37.37,0.00,-3.74,0.00,Population decline
"70661","720399",ДВОРСКА,DVORSKA,КРУПАЊ,KRUPANJ,0.00,0.00,0.00,0.00,6.09,33.44,12.86,0.00,-52.39,0.00,Population decline
"70238","705063",РОГАЧА,ROGAČA,СОПОТ,SOPOT,351.40,0.00,0.26,0.00,-486.59,218.84,-91.46,0.00,0.00,0.00,Population decline
"70173","704504",РАЈКОВАЦ,RAJKOVAC,МЛАДЕНОВАЦ,MLADENOVAC,51.01,0.00,0.00,0.00,-86.87,5.11,0.39,0.00,0.00,0.00,Population decline
"71218","744816",СТУБЛЕНИЦА,STUBLENICA,УБ,UB,-20.09,0.00,0.00,-140.67,157.46,-2.59,-23.59,0.00,0.00,0.00,Population decline
"70815","727563",НЕГОСАВЉЕ,NEGOSAVLJE,МЕДВЕЂА,MEDVEĐA,0.00,0.00,0.00,-0.68,24.33,0.66,-24.31,0.00,0.00,0.00,Population decline
"70980","734454",ВИНИЦКА,VINICKA,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,0.00,0.31,-0.05,-41.66,0.00,41.29,0.00,Population decline
"70998","735710",ДОЊА РЕЧИЦА,DONJA REČICA,ПРОКУПЉЕ,PROKUPLJE,-281.16,0.00,157.67,-0.60,169.66,5.60,58.70,0.00,-109.88,0.00,Population decline
"71285","729400",ОСТРОВИЦА,OSTROVICA,НИШКА БАЊА,NIŠKA BANJA,0.00,0.00,0.00,-44.10,-2.20,1.45,17.58,-42.46,69.32,0.00,Population growth
"71021","736929",БЕОЦИ,BEOCI,РАШКА,RAŠKA,0.00,0.00,0.00,0.00,2.41,2.13,-4.53,0.00,0.00,0.00,Population decline
"70416","710393",ЛЕБЕТ,LEBET,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,0.00,0.00,-0.15,0.15,0.00,0.00,0.00,Population decline
"70025","700711",ВАКУП,VAKUP,АЛЕКСИНАЦ,ALEKSINAC,-0.04,0.00,0.00,-0.40,-131.77,62.58,11.56,0.00,17.63,0.00,Population decline
"70815","727687",СРЕДЊИ БУЧУМЕТ,SREDNJI BUČUMET,МЕДВЕЂА,MEDVEĐA,20.61,12.04,0.00,-0.00,-95.98,-106.98,-1.19,0.00,171.50,0.00,Population decline
"70815","727466",ЛЕЦЕ,LECE,МЕДВЕЂА,MEDVEĐA,0.00,0.00,0.00,-6.51,-35.18,48.27,-32.01,-5.69,31.12,0.00,Population decline
"70726","724661",МИРОШЕВЦЕ,MIROŠEVCE,ЛЕСКОВАЦ,LESKOVAC,146.80,0.00,0.00,0.00,-140.88,-37.46,-0.37,0.00,-0.28,0.00,Population decline
"71188","743500",ДЕТАНЕ,DETANE,ТУТИН,TUTIN,0.00,0.00,0.00,-14.26,-29.70,9.72,249.49,40.48,-255.72,0.00,Population growth
"71188","744042",САШ,SAŠ,ТУТИН,TUTIN,0.00,0.00,0.00,0.00,-0.00,0.00,-33.74,0.00,33.74,0.00,Population growth
"70726","724114",ДЕДИНА БАРА,DEDINA BARA,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,0.00,-126.62,126.08,-25.02,1.60,0.00,24.46,0.00,Population decline
"71226","745006",ДАРКОВЦЕ,DARKOVCE,ЦРНА ТРАВА,CRNA TRAVA,0.00,0.00,0.00,0.00,0.00,-106.86,41.58,-12.31,77.59,0.00,Population decline
"70505","714518",ПЕТАЧИНЦИ,PETAČINCI,ДИМИТРОВГРАД,DIMITROVGRAD,0.00,0.00,0.00,0.00,0.00,-30.20,-2.63,-7.17,39.57,0.00,Population decline
"70343","707112",ВЛАЈКОВЦИ,VLAJKOVCI,БРУС,BRUS,0.00,0.00,0.00,0.00,-1.14,114.12,-92.35,8.84,85.83,0.00,Population decline
"71021","736988",БРВЕНИК,BRVENIK,РАШКА,RAŠKA,0.00,0.00,0.00,0.00,4.11,13.99,-7.33,0.00,-9.07,0.00,Population decline
"70939","732460",МИРКОВЦИ,MIRKOVCI,ПИРОТ,PIROT,0.00,0.00,0.00,0.00,-27.44,-129.92,115.73,-0.37,41.99,0.00,Population decline
"70670","720836",ГЛОБОДЕР,GLOBODER,КРУШЕВАЦ,KRUŠEVAC,543.62,0.00,0.00,0.00,-502.05,-68.20,0.11,0.00,0.00,0.14,Population decline
"70661","720429",КОСТАЈНИК,KOSTAJNIK,КРУПАЊ,KRUPANJ,25.27,0.00,0.00,-119.94,-70.49,140.58,231.15,0.00,-206.58,0.00,Population decline
"70726","723843",ВЕЛИКО ТРЊАНЕ,VELIKO TRNJANE,ЛЕСКОВАЦ,LESKOVAC,-29.28,0.00,25.68,0.00,-2.22,-74.74,0.79,0.00,40.67,0.00,Population decline
"70726","723959",ГОРЊА ЈАЈИНА,GORNJA JAJINA,ЛЕСКОВАЦ,LESKOVAC,31.49,0.00,0.00,0.00,-0.24,-92.96,41.78,0.00,0.00,0.00,Population decline
"70718","723223",ГЕГЉА,GEGLJA,ЛЕБАНЕ,LEBANE,0.37,0.00,0.00,0.00,-0.31,0.46,-0.52,0.00,0.00,0.00,Population decline
"70688","722235",МАЧЈА СТЕНА,MAČJA STENA,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.00,0.34,0.00,-56.03,-4.19,0.00,59.89,0.00,Population decline
"70505","714445",ИСКРОВЦИ,ISKROVCI,ДИМИТРОВГРАД,DIMITROVGRAD,0.00,0.00,0.00,-0.00,0.00,-73.71,-59.08,0.00,57.23,0.00,Population decline
"71188","743917",ПЛЕНИБАБЕ,PLENIBABE,ТУТИН,TUTIN,0.00,0.00,0.00,-99.12,0.00,99.33,-47.47,0.00,47.26,0.00,Population decline
"70424","711179",ШИШАВЕ,ŠIŠAVE,ВЛАСОТИНЦЕ,VLASOTINCE,38.09,0.00,0.00,0.00,-61.04,-35.47,0.00,0.00,58.42,0.00,Population decline
"70688","721948",ЂАКЕ,ĐAKE,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.00,-56.10,-48.21,15.33,-12.32,75.69,25.61,0.00,Population decline
"70025","700975",ДОЊИ ЉУБЕШ,DONJI LJUBEŠ,АЛЕКСИНАЦ,ALEKSINAC,120.65,0.00,0.00,0.00,-294.95,-3.98,8.05,0.00,106.03,0.00,Population decline
"71170","742678",БРЕСНО ПОЉЕ,BRESNO POLJE,ТРСТЕНИК,TRSTENIK,185.97,0.00,0.00,0.00,-20.98,-188.49,-0.40,0.00,15.56,0.27,Population decline
"70726","724840",ПИСКУПОВО,PISKUPOVO,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,0.00,0.00,-0.43,0.00,0.43,0.00,0.00,0.00,Population decline
"70998","735507",ВЛАСОВО,VLASOVO,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.00,-57.53,-0.00,-38.79,-22.76,0.00,119.41,0.00,Population decline
"70998","736155",ПИСКАЉЕ,PISKALJE,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.00,0.00,0.12,-0.52,0.62,0.00,-0.22,0.00,Population decline
"70998","735671",ДОБРОТИЋ,DOBROTIĆ,ПРОКУПЉЕ,PROKUPLJE,-8.43,0.00,0.00,0.00,-0.11,8.72,-0.18,0.00,0.00,0.00,Population decline
"70998","736198",ПРЕКАШНИЦА,PREKAŠNICA,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.00,0.00,-0.40,0.06,0.33,0.00,0.00,0.00,Population decline
"70874","730858",РАЈЧИНОВИЋКА ТРНАВА,RAJČINOVIĆKA TRNAVA,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,-14.21,0.91,-30.11,9.57,17.81,16.03,0.00,Population growth
"70998","735680",ДОЊА БЕЈАШНИЦА,DONJA BEJAŠNICA,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.00,0.00,-0.10,0.11,-0.00,0.00,0.00,0.00,Population decline
"70688","722022",ИГРИШТЕ,IGRIŠTE,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.00,96.48,81.43,-4.44,24.84,-203.20,4.89,0.00,Population decline
"71315","729418",ПАЛИГРАЦЕ,PALIGRACE,ЦРВЕНИ КРСТ,CRVENI KRST,-15.67,0.00,0.00,0.00,-99.13,113.55,-0.02,0.00,-37.48,0.00,Population growth
"70688","722456",РАЧА,RAČA,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.00,-50.35,50.08,0.05,-10.55,-0.00,10.77,0.00,Population decline
"70050","702242",МОДРА СТЕНА,MODRA STENA,БАБУШНИЦА,BABUŠNICA,0.00,0.00,0.00,0.00,0.23,31.79,-38.39,0.00,6.37,0.00,Population decline
"70050","702307",РАДИЊИНЦЕ,RADINJINCE,БАБУШНИЦА,BABUŠNICA,0.00,0.00,0.00,-7.98,-127.87,54.32,53.60,0.00,27.93,0.00,Population decline
"71030","737615",ВУКМАНОВАЦ,VUKMANOVAC,РЕКОВАЦ,REKOVAC,67.16,0.00,0.00,-33.74,-53.25,-57.32,-0.67,0.00,77.82,0.00,Population decline
"71242","745545",ВИЉУША,VILJUŠA,ЧАЧАК,ČAČAK,0.00,0.00,0.00,-22.56,59.22,-35.55,-1.12,0.00,0.00,0.00,Population decline
"70866","729680",БОЖЕТИЋИ,BOŽETIĆI,НОВА ВАРОШ,NOVA VAROŠ,0.00,0.00,0.00,-0.32,-0.96,-3.30,2.67,-25.07,27.91,0.00,Population decline
"70025","701335",ТЕШИЦА,TEŠICA,АЛЕКСИНАЦ,ALEKSINAC,144.97,0.00,0.00,0.00,-148.25,27.06,1.23,0.00,-15.39,0.95,Population decline
"70025","700835",ГОРЊЕ СУХОТНО,GORNJE SUHOTNO,АЛЕКСИНАЦ,ALEKSINAC,150.74,-18.67,0.00,0.00,-133.13,-2.21,5.52,0.00,-2.26,0.00,Population decline
"70017","700193",ГОРЊИ СТУПАЊ,GORNJI STUPANJ,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,349.45,0.00,0.00,0.00,-312.71,-67.37,0.57,0.00,0.00,0.00,Population decline
"70025","701319",СТУБЛИНА,STUBLINA,АЛЕКСИНАЦ,ALEKSINAC,18.23,0.00,0.00,0.00,-95.07,78.17,35.31,0.00,-36.64,0.00,Population decline
