MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,TT_car_min,Acc_Name,Decl/Grow,Acc_Key
"70955","733415",ОТАЊ,OTANJ,ПОЖЕГА,POŽEGA,10.24,Accessible areas with population decline,Population decline,"2"
"80071","800538",КАВИЛО,KAVILO,БАЧКА ТОПОЛА,BAČKA TOPOLA,25.00,Inaccessible areas with population decline,Population decline,"4"
"80071","800651",ПОБЕДА,POBEDA,БАЧКА ТОПОЛА,BAČKA TOPOLA,20.00,Accessible areas with population decline,Population decline,"2"
"70912","731889",ЛОПУШНИК,LOPUŠNIK,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,11.83,Accessible areas with population decline,Population decline,"2"
"70360","708674",КАМЕНИЦА,KAMENICA,ВАЉЕВО,VALJEVO,25.86,Inaccessible areas with population decline,Population decline,"4"
"70521","714976",ЧЕТЕРЕЖЕ,ČETEREŽE,ЖАБАРИ,ŽABARI,4.07,Accessible areas with population decline,Population decline,"2"
"71021","737194",КРАВИЋЕ,KRAVIĆE,РАШКА,RAŠKA,12.07,Accessible areas with population decline,Population decline,"2"
"70939","732419",КУМАНОВО,KUMANOVO,ПИРОТ,PIROT,20.79,Accessible areas with population decline,Population decline,"2"
"70998","736058",НОВА БОЖУРНА,NOVA BOŽURNA,ПРОКУПЉЕ,PROKUPLJE,4.09,Accessible areas with population decline,Population decline,"2"
"71072","739782",КРЋЕ,KRĆE,СЈЕНИЦА,SJENICA,13.23,Accessible areas with population decline,Population decline,"2"
"71072","740152",ЦАРИЧИНА,CARIČINA,СЈЕНИЦА,SJENICA,27.31,Inaccessible areas with population decline,Population decline,"4"
"70726","723681",БОГОЈЕВЦЕ,BOGOJEVCE,ЛЕСКОВАЦ,LESKOVAC,13.31,Accessible areas with population decline,Population decline,"2"
"70424","710776",ГОРЊИ ПРИСЈАН,GORNJI PRISJAN,ВЛАСОТИНЦЕ,VLASOTINCE,27.50,Inaccessible areas with population decline,Population decline,"4"
"70297","706159",СТУБЛА,STUBLA,БОЈНИК,BOJNIK,16.10,Accessible areas with population decline,Population decline,"2"
"70050","701866",БАБУШНИЦА,BABUŠNICA,БАБУШНИЦА,BABUŠNICA,0.00,Municipality centre,Population decline,"5"
"70939","732753",СУКОВО,SUKOVO,ПИРОТ,PIROT,19.29,Accessible areas with population decline,Population decline,"2"
"70823","727903",ДУДУЛАЈЦЕ,DUDULAJCE,МЕРОШИНА,MEROŠINA,26.43,Inaccessible areas with population decline,Population decline,"4"
"70980","734675",ЗВИЈЕЗД,ZVIJEZD,ПРИЈЕПОЉЕ,PRIJEPOLJE,24.68,Inaccessible areas with population decline,Population decline,"4"
"70084","703222",КОСМОВАЦ,KOSMOVAC,БЕЛА ПАЛАНКА,BELA PALANKA,35.16,Inaccessible areas with population decline,Population decline,"4"
"70939","732575",ПИРОТ,PIROT,ПИРОТ,PIROT,0.00,Municipality centre,Population decline,"5"
"70939","732443",МАЛИ СУВОДОЛ,MALI SUVODOL,ПИРОТ,PIROT,12.14,Accessible areas with population decline,Population decline,"2"
"70726","724173",ДОЊА ЛОКОШНИЦА,DONJA LOKOŠNICA,ЛЕСКОВАЦ,LESKOVAC,22.69,Inaccessible areas with population decline,Population decline,"4"
"70939","732621",ПРИСЈАН,PRISJAN,ПИРОТ,PIROT,25.52,Inaccessible areas with population decline,Population decline,"4"
"70726","724831",ПЕЧЕЊЕВЦЕ,PEČENJEVCE,ЛЕСКОВАЦ,LESKOVAC,17.04,Accessible areas with population decline,Population decline,"2"
"71188","743496",ДЕЛИМЕЂЕ,DELIMEĐE,ТУТИН,TUTIN,44.09,Inaccessible areas with population growth,Population growth,"3"
"71021","737038",ВРТИНЕ,VRTINE,РАШКА,RAŠKA,8.63,Accessible areas with population decline,Population decline,"2"
"71285","728896",БАНЦАРЕВО,BANCAREVO,НИШКА БАЊА,NIŠKA BANJA,21.83,Inaccessible areas with population growth,Population growth,"3"
"70262","705357",ДОЊЕ СВАРЧЕ,DONJE SVARČE,БЛАЦЕ,BLACE,15.39,Accessible areas with population decline,Population decline,"2"
"80357","803545",ДОЊИ ПЕТРОВЦИ,DONJI PETROVCI,РУМА,RUMA,17.00,Accessible areas with population decline,Population decline,"2"
"71072","740144",ФИЈУЉ,FIJULJ,СЈЕНИЦА,SJENICA,30.57,Inaccessible areas with population decline,Population decline,"4"
"70343","707287",ЖИЉЦИ,ŽILJCI,БРУС,BRUS,1.56,Accessible areas with population decline,Population decline,"2"
"71021","737054",ГОСТИРАДИЋЕ,GOSTIRADIĆE,РАШКА,RAŠKA,30.18,Inaccessible areas with population decline,Population decline,"4"
"70513","714658",ДОЉЕВАЦ,DOLJEVAC,ДОЉЕВАЦ,DOLJEVAC,0.00,Municipality centre,Population decline,"5"
"70688","722561",СПАНЦЕ,SPANCE,КУРШУМЛИЈА,KURŠUMLIJA,10.41,Accessible areas with population decline,Population decline,"2"
"70874","730866",РАКОВАЦ,RAKOVAC,НОВИ ПАЗАР,NOVI PAZAR,25.19,Inaccessible areas with population growth,Population growth,"3"
"70343","707180",ДОМИШЕВИНА,DOMIŠEVINA,БРУС,BRUS,34.51,Inaccessible areas with population decline,Population decline,"4"
"70939","732389",КОСТУР,KOSTUR,ПИРОТ,PIROT,9.89,Accessible areas with population decline,Population decline,"2"
"70467","712728",МАЛИ КРЧИМИР,MALI KRČIMIR,ГАЏИН ХАН,GADŽIN HAN,39.99,Inaccessible areas with population decline,Population decline,"4"
"70548","715263",ГРУДАШ,GRUDAŠ,ЖИТОРАЂА,ŽITORAĐA,11.13,Accessible areas with population decline,Population decline,"2"
"70998","735345",БЕЛИ КАМЕН,BELI KAMEN,ПРОКУПЉЕ,PROKUPLJE,21.57,Inaccessible areas with population decline,Population decline,"4"
"70688","721913",ДОЊА МИКУЉАНА,DONJA MIKULJANA,КУРШУМЛИЈА,KURŠUMLIJA,3.78,Accessible areas with population decline,Population decline,"2"
"80314","803103",ЈАБУКА,JABUKA,ПАНЧЕВО,PANČEVO,14.00,Accessible areas with population decline,Population decline,"2"
"80420","804401",НОВА ПАЗОВА,NOVA PAZOVA,СТАРА ПАЗОВА,STARA PAZOVA,9.00,Accessible areas with population decline,Population decline,"2"
"80357","803600",ПАВЛОВЦИ,PAVLOVCI,РУМА,RUMA,9.00,Accessible areas with population decline,Population decline,"2"
"70343","707007",БОГИШЕ,BOGIŠE,БРУС,BRUS,21.08,Accessible areas with population decline,Population decline,"2"
"71021","737062",ГРАДАЦ,GRADAC,РАШКА,RAŠKA,31.12,Inaccessible areas with population decline,Population decline,"4"
"71021","737526",ЦРНА ГЛАВА,CRNA GLAVA,РАШКА,RAŠKA,53.95,Inaccessible areas with population decline,Population decline,"4"
"70564","716120",ДОБРИ ДО,DOBRI DO,ИВАЊИЦА,IVANJICA,15.54,Accessible areas with population decline,Population decline,"2"
"70866","729892",ОЈКОВИЦА,OJKOVICA,НОВА ВАРОШ,NOVA VAROŠ,30.47,Inaccessible areas with population decline,Population decline,"4"
"70939","732761",ТЕМСКА,TEMSKA,ПИРОТ,PIROT,83.05,Inaccessible areas with population decline,Population decline,"4"
"71285","729540",СИЋЕВО,SIĆEVO,НИШКА БАЊА,NIŠKA BANJA,14.89,Accessible areas with population growth,Population growth,"1"
"70262","705411",КУТЛОВАЦ,KUTLOVAC,БЛАЦЕ,BLACE,13.78,Accessible areas with population decline,Population decline,"2"
"70513","714780",ЧАПЉИНАЦ,ČAPLJINAC,ДОЉЕВАЦ,DOLJEVAC,10.43,Accessible areas with population decline,Population decline,"2"
"70262","705420",ЛАЗАРЕВАЦ,LAZAREVAC,БЛАЦЕ,BLACE,11.08,Accessible areas with population decline,Population decline,"2"
"70262","705586",ТРБУЊЕ,TRBUNJE,БЛАЦЕ,BLACE,6.89,Accessible areas with population decline,Population decline,"2"
"70262","705535",РАШИЦА,RAŠICA,БЛАЦЕ,BLACE,19.14,Accessible areas with population decline,Population decline,"2"
"70262","705403",КРИВАЈА,KRIVAJA,БЛАЦЕ,BLACE,7.99,Accessible areas with population decline,Population decline,"2"
"71285","729221",КОРИТЊАК,KORITNJAK,НИШКА БАЊА,NIŠKA BANJA,,No permanent inhabitants,No permanent inhabitants,"6"
"70998","736201",ПРЕКОПУЦЕ,PREKOPUCE,ПРОКУПЉЕ,PROKUPLJE,25.23,Inaccessible areas with population decline,Population decline,"4"
"80039","800074",БАНАТСКИ КАРЛОВАЦ,BANATSKI KARLOVAC,АЛИБУНАР,ALIBUNAR,11.00,Accessible areas with population decline,Population decline,"2"
"70203","704881",ДУНАВАЦ,DUNAVAC,ПАЛИЛУЛА (БЕОГРАД),PALILULA (БЕОГРАД),33.27,Inaccessible areas with population growth,Population growth,"3"
"70726","724556",ЛИПОВИЦА,LIPOVICA,ЛЕСКОВАЦ,LESKOVAC,21.42,Inaccessible areas with population decline,Population decline,"4"
"71072","739405",ГОРЊЕ ЛОПИЖЕ,GORNJE LOPIŽE,СЈЕНИЦА,SJENICA,28.65,Inaccessible areas with population decline,Population decline,"4"
"70343","707317",ИГРОШ,IGROŠ,БРУС,BRUS,17.83,Accessible areas with population decline,Population decline,"2"
"70467","712817",ТАСКОВИЋИ,TASKOVIĆI,ГАЏИН ХАН,GADŽIN HAN,2.35,Accessible areas with population decline,Population decline,"2"
"70467","712680",КОПРИВНИЦА,KOPRIVNICA,ГАЏИН ХАН,GADŽIN HAN,10.53,Accessible areas with population decline,Population decline,"2"
"80357","803502",ВОГАЊ,VOGANJ,РУМА,RUMA,7.00,Accessible areas with population decline,Population decline,"2"
"80128","801232",ПОТПОРАЊ,POTPORANJ,ВРШАЦ,VRŠAC,25.00,Inaccessible areas with population decline,Population decline,"4"
"80420","804436",СТАРИ БАНОВЦИ,STARI BANOVCI,СТАРА ПАЗОВА,STARA PAZOVA,8.00,Accessible areas with population growth,Population growth,"1"
"70726","724076",ГРДАНИЦА,GRDANICA,ЛЕСКОВАЦ,LESKOVAC,27.57,Inaccessible areas with population decline,Population decline,"4"
"70874","730084",БРЕСТОВО,BRESTOVO,НОВИ ПАЗАР,NOVI PAZAR,,No permanent inhabitants,No permanent inhabitants,"6"
"70513","714771",ЋУРЛИНА,ĆURLINA,ДОЉЕВАЦ,DOLJEVAC,14.07,Accessible areas with population growth,Population growth,"1"
"70726","724858",ПОДРИМЦЕ,PODRIMCE,ЛЕСКОВАЦ,LESKOVAC,23.00,Inaccessible areas with population decline,Population decline,"4"
"70726","724360",ЗЛОКУЋАНЕ,ZLOKUĆANE,ЛЕСКОВАЦ,LESKOVAC,20.49,Accessible areas with population decline,Population decline,"2"
"71188","744182",ШАРОЊЕ,ŠARONJE,ТУТИН,TUTIN,30.02,Inaccessible areas with population growth,Population growth,"3"
"71072","739421",ГРАБОВИЦА,GRABOVICA,СЈЕНИЦА,SJENICA,1.00,Accessible areas with population decline,Population decline,"2"
"70823","727849",БУЧИЋ,BUČIĆ,МЕРОШИНА,MEROŠINA,19.92,Accessible areas with population decline,Population decline,"2"
"70998","735418",БРЕСНИЧИЋ,BRESNIČIĆ,ПРОКУПЉЕ,PROKUPLJE,12.90,Accessible areas with population decline,Population decline,"2"
"70980","734632",ЗАВИНОГРАЂЕ,ZAVINOGRAĐE,ПРИЈЕПОЉЕ,PRIJEPOLJE,36.34,Inaccessible areas with population decline,Population decline,"4"
"70998","736244",РГАЈЕ,RGAJE,ПРОКУПЉЕ,PROKUPLJE,58.37,Inaccessible areas with population decline,Population decline,"4"
"71072","739197",БИОЦ,BIOC,СЈЕНИЦА,SJENICA,30.54,Inaccessible areas with population decline,Population decline,"4"
"71072","739227",БОГУТИ,BOGUTI,СЈЕНИЦА,SJENICA,15.38,Accessible areas with population decline,Population decline,"2"
"71323","729060",ГОРЊЕ МЕЂУРОВО,GORNJE MEĐUROVO,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),12.75,Accessible areas with population growth,Population growth,"1"
"80403","804126",ЗАСАВИЦА I,ZASAVICA I,СРЕМСКА МИТРОВИЦА,SREMSKA MITROVICA,20.00,Accessible areas with population decline,Population decline,"2"
"80128","801224",ПАРТА,PARTA,ВРШАЦ,VRŠAC,19.00,Accessible areas with population decline,Population decline,"2"
"70165","704113",ЛУКАВИЦА,LUKAVICA,ЛАЗАРЕВАЦ,LAZAREVAC,7.77,Accessible areas with population growth,Population growth,"1"
"70033","701548",ОРАШАЦ,ORAŠAC,АРАНЂЕЛОВАЦ,ARANĐELOVAC,13.26,Accessible areas with population decline,Population decline,"2"
"70700","723177",ЋЕЛИЈЕ,ĆELIJE,ЛАЈКОВАЦ,LAJKOVAC,3.94,Accessible areas with population decline,Population decline,"2"
"70874","730742",ПОЛОКЦЕ,POLOKCE,НОВИ ПАЗАР,NOVI PAZAR,20.54,Accessible areas with population growth,Population growth,"1"
"70874","730165",ВРАНОВИНА,VRANOVINA,НОВИ ПАЗАР,NOVI PAZAR,18.65,Accessible areas with population growth,Population growth,"1"
"70262","705594",ЧУНГУЛА,ČUNGULA,БЛАЦЕ,BLACE,16.15,Accessible areas with population decline,Population decline,"2"
"70823","727857",ГОРЊА РАСОВАЧА,GORNJA RASOVAČA,МЕРОШИНА,MEROŠINA,13.93,Accessible areas with population decline,Population decline,"2"
"71188","743208",АРАПОВИЋЕ,ARAPOVIĆE,ТУТИН,TUTIN,49.43,Inaccessible areas with population growth,Population growth,"3"
"70467","712493",ВЕЛИКИ ВРТОП,VELIKI VRTOP,ГАЏИН ХАН,GADŽIN HAN,31.56,Inaccessible areas with population decline,Population decline,"4"
"70874","730602",НОВИ ПАЗАР,NOVI PAZAR,НОВИ ПАЗАР,NOVI PAZAR,0.00,Municipality centre,Population growth,"5"
"70980","734489",ГОЈАКОВИЋИ,GOJAKOVIĆI,ПРИЈЕПОЉЕ,PRIJEPOLJE,46.93,Inaccessible areas with population decline,Population decline,"4"
"70980","734411",БРАЈКОВАЦ,BRAJKOVAC,ПРИЈЕПОЉЕ,PRIJEPOLJE,33.65,Inaccessible areas with population decline,Population decline,"4"
"70980","734730",КАМЕНА ГОРА,KAMENA GORA,ПРИЈЕПОЉЕ,PRIJEPOLJE,27.57,Inaccessible areas with population decline,Population decline,"4"
"70840","728594",КОБИШНИЦА,KOBIŠNICA,НЕГОТИН,NEGOTIN,7.92,Accessible areas with population decline,Population decline,"2"
"70874","730629",ОДОЈЕВИЋЕ,ODOJEVIĆE,НОВИ ПАЗАР,NOVI PAZAR,26.79,Inaccessible areas with population growth,Population growth,"3"
"80098","800759",БАНАТСКА СУБОТИЦА,BANATSKA SUBOTICA,БЕЛА ЦРКВА,BELA CRKVA,17.00,Accessible areas with population decline,Population decline,"2"
"80403","804134",ЗАСАВИЦА II,ZASAVICA II,СРЕМСКА МИТРОВИЦА,SREMSKA MITROVICA,17.00,Accessible areas with population decline,Population decline,"2"
"80314","803081",ДОЛОВО,DOLOVO,ПАНЧЕВО,PANČEVO,36.00,Inaccessible areas with population decline,Population decline,"4"
"70513","714801",ШАИНОВАЦ,ŠAINOVAC,ДОЉЕВАЦ,DOLJEVAC,4.03,Accessible areas with population decline,Population decline,"2"
"70980","734853",КУЧИН,KUČIN,ПРИЈЕПОЉЕ,PRIJEPOLJE,19.29,Accessible areas with population decline,Population decline,"2"
"70653","719676",КАМЕЊАНИ,KAMENJANI,КРАЉЕВО,KRALJEVO,66.04,Inaccessible areas with population growth,Population growth,"3"
"70670","721417",ПОЉАЦИ,POLJACI,КРУШЕВАЦ,KRUŠEVAC,22.20,Inaccessible areas with population growth,Population growth,"3"
"71064","739006",ПАЛИЛУЛА,PALILULA,СВРЉИГ,SVRLJIG,30.65,Inaccessible areas with population decline,Population decline,"4"
"70602","717738",МУЧИБАБА,MUČIBABA,КЊАЖЕВАЦ,KNJAŽEVAC,31.12,Inaccessible areas with population decline,Population decline,"4"
"70262","705578",СУВИ ДО,SUVI DO,БЛАЦЕ,BLACE,13.90,Accessible areas with population decline,Population decline,"2"
"70998","735981",МАЛА ПЛАНА,MALA PLANA,ПРОКУПЉЕ,PROKUPLJE,9.07,Accessible areas with population decline,Population decline,"2"
"70084","703028",ВЕТА,VETA,БЕЛА ПАЛАНКА,BELA PALANKA,29.16,Inaccessible areas with population decline,Population decline,"4"
"70084","703478",ШПАЈ,ŠPAJ,БЕЛА ПАЛАНКА,BELA PALANKA,7.68,Accessible areas with population growth,Population growth,"1"
"70084","703362",СИЊАЦ,SINJAC,БЕЛА ПАЛАНКА,BELA PALANKA,14.39,Accessible areas with population decline,Population decline,"2"
"70262","705497",ПРЕТЕЖАНА,PRETEŽANA,БЛАЦЕ,BLACE,10.78,Accessible areas with population decline,Population decline,"2"
"70823","727865",ГРАДИШТЕ,GRADIŠTE,МЕРОШИНА,MEROŠINA,7.79,Accessible areas with population decline,Population decline,"2"
"71285","729647",ЧУКЉЕНИК,ČUKLJENIK,НИШКА БАЊА,NIŠKA BANJA,13.77,Accessible areas with population growth,Population growth,"1"
"70998","735582",ГОРЊА СТРАЖАВА,GORNJA STRAŽAVA,ПРОКУПЉЕ,PROKUPLJE,4.33,Accessible areas with population decline,Population decline,"2"
"80292","802930",СЕФКЕРИН,SEFKERIN,ОПОВО,OPOVO,8.00,Accessible areas with population decline,Population decline,"2"
"70939","732125",БЛАТО,BLATO,ПИРОТ,PIROT,7.97,Accessible areas with population decline,Population decline,"2"
"70998","736023",МИЉКОВИЦА,MILJKOVICA,ПРОКУПЉЕ,PROKUPLJE,19.82,Accessible areas with population decline,Population decline,"2"
"70050","702056",ДОЊЕ КРЊИНО,DONJE KRNJINO,БАБУШНИЦА,BABUŠNICA,6.28,Accessible areas with population decline,Population decline,"2"
"71293","703842",БОЉЕВЦИ,BOLJEVCI,СУРЧИН,SURČIN,18.27,Accessible areas with population growth,Population growth,"1"
"70394","709662",ПОЖЕЖЕНО,POŽEŽENO,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,12.63,Accessible areas with population decline,Population decline,"2"
"70939","732141",ВЕЛИКА ЛУКАЊА,VELIKA LUKANJA,ПИРОТ,PIROT,61.29,Inaccessible areas with population decline,Population decline,"4"
"70513","714674",КНЕЖИЦА,KNEŽICA,ДОЉЕВАЦ,DOLJEVAC,12.26,Accessible areas with population decline,Population decline,"2"
"70203","704911",ПАДИНСКА СКЕЛА,PADINSKA SKELA,ПАЛИЛУЛА (БЕОГРАД),PALILULA (БЕОГРАД),21.59,Inaccessible areas with population growth,Population growth,"3"
"80314","803065",БАНАТСКО НОВО СЕЛО,BANATSKO NOVO SELO,ПАНЧЕВО,PANČEVO,16.00,Accessible areas with population decline,Population decline,"2"
"80420","804428",СТАРА ПАЗОВА,STARA PAZOVA,СТАРА ПАЗОВА,STARA PAZOVA,0.00,Municipality centre,Population decline,"5"
"71072","740063",ТРЕШЊЕВИЦА,TREŠNJEVICA,СЈЕНИЦА,SJENICA,41.40,Inaccessible areas with population decline,Population decline,"4"
"71188","744158",ЧАРОВИНА,ČAROVINA,ТУТИН,TUTIN,47.65,Inaccessible areas with population growth,Population growth,"3"
"70874","730238",ГРАЧАНЕ,GRAČANE,НОВИ ПАЗАР,NOVI PAZAR,18.48,Accessible areas with population growth,Population growth,"1"
"70939","732346",ЈЕЛОВИЦА,JELOVICA,ПИРОТ,PIROT,43.33,Inaccessible areas with population decline,Population decline,"4"
"70262","705322",ДОЊА РАШИЦА,DONJA RAŠICA,БЛАЦЕ,BLACE,14.40,Accessible areas with population decline,Population decline,"2"
"70297","705853",ГОРЊЕ КОЊУВЦЕ,GORNJE KONJUVCE,БОЈНИК,BOJNIK,7.05,Accessible areas with population decline,Population decline,"2"
"70874","730823",РАЈЕТИЋЕ,RAJETIĆE,НОВИ ПАЗАР,NOVI PAZAR,28.77,Inaccessible areas with population growth,Population growth,"3"
"70505","714259",БРЕБЕВНИЦА,BREBEVNICA,ДИМИТРОВГРАД,DIMITROVGRAD,29.66,Inaccessible areas with population decline,Population decline,"4"
"70050","701947",ВАВА,VAVA,БАБУШНИЦА,BABUŠNICA,10.01,Accessible areas with population decline,Population decline,"2"
"70084","703281",ЉУБАТОВИЦА,LJUBATOVICA,БЕЛА ПАЛАНКА,BELA PALANKA,10.15,Accessible areas with population decline,Population decline,"2"
"71285","729108",ДОЊА СТУДЕНА,DONJA STUDENA,НИШКА БАЊА,NIŠKA BANJA,16.89,Accessible areas with population growth,Population growth,"1"
"70688","722499",САМОКОВО,SAMOKOVO,КУРШУМЛИЈА,KURŠUMLIJA,4.99,Accessible areas with population decline,Population decline,"2"
"70726","725137",ЧЕКМИН,ČEKMIN,ЛЕСКОВАЦ,LESKOVAC,20.83,Accessible areas with population decline,Population decline,"2"
"71285","729515",РАУТОВО,RAUTOVO,НИШКА БАЊА,NIŠKA BANJA,12.19,Accessible areas with population growth,Population growth,"1"
"71021","737143",КАЗНОВИЋЕ,KAZNOVIĆE,РАШКА,RAŠKA,5.43,Accessible areas with population decline,Population decline,"2"
"80403","804312",ШАШИНЦИ,ŠAŠINCI,СРЕМСКА МИТРОВИЦА,SREMSKA MITROVICA,12.00,Accessible areas with population decline,Population decline,"2"
"70173","704326",БЕЉЕВАЦ,BELJEVAC,МЛАДЕНОВАЦ,MLADENOVAC,18.27,Accessible areas with population growth,Population growth,"1"
"70700","723029",ЛАЈКОВАЦ (ВАРОШ),LAJKOVAC (VAROŠ),ЛАЈКОВАЦ,LAJKOVAC,0.00,Municipality centre,Population decline,"5"
"70912","731862",ЛЕСКОВАЦ,LESKOVAC,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,4.86,Accessible areas with population decline,Population decline,"2"
"70033","701530",МИСАЧА,MISAČA,АРАНЂЕЛОВАЦ,ARANĐELOVAC,15.87,Accessible areas with population decline,Population decline,"2"
"70912","731994",СТАМНИЦА,STAMNICA,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,18.05,Accessible areas with population decline,Population decline,"2"
"70998","735744",ДОЊА ТРНАВА,DONJA TRNAVA,ПРОКУПЉЕ,PROKUPLJE,11.26,Accessible areas with population decline,Population decline,"2"
"70823","727806",БАТУШИНАЦ,BATUŠINAC,МЕРОШИНА,MEROŠINA,16.86,Accessible areas with population decline,Population decline,"2"
"70688","721832",ГРАБОВНИЦА,GRABOVNICA,КУРШУМЛИЈА,KURŠUMLIJA,12.83,Accessible areas with population decline,Population decline,"2"
"70688","722286",МИРНИЦА,MIRNICA,КУРШУМЛИЈА,KURŠUMLIJA,18.83,Accessible areas with population decline,Population decline,"2"
"70874","730726",ПОЖЕГА,POŽEGA,НОВИ ПАЗАР,NOVI PAZAR,12.09,Accessible areas with population growth,Population growth,"1"
"70939","732079",БАРЈЕ ЧИФЛИК,BARJE ČIFLIK,ПИРОТ,PIROT,10.18,Accessible areas with population decline,Population decline,"2"
"70998","735400",БРЕСНИК,BRESNIK,ПРОКУПЉЕ,PROKUPLJE,41.55,Inaccessible areas with population decline,Population decline,"4"
"80357","803537",ДОБРИНЦИ,DOBRINCI,РУМА,RUMA,12.00,Accessible areas with population decline,Population decline,"2"
"80128","801275",СТРАЖА,STRAŽA,ВРШАЦ,VRŠAC,15.00,Accessible areas with population decline,Population decline,"2"
"80357","803570",КРАЉЕВЦИ,KRALJEVCI,РУМА,RUMA,7.00,Accessible areas with population decline,Population decline,"2"
"70653","719820",МЕЂУРЕЧЈЕ,MEĐUREČJE,КРАЉЕВО,KRALJEVO,69.86,Inaccessible areas with population growth,Population growth,"3"
"70670","720666",БУКОВИЦА,BUKOVICA,КРУШЕВАЦ,KRUŠEVAC,18.12,Accessible areas with population growth,Population growth,"1"
"70165","704261",ЦВЕТОВАЦ,CVETOVAC,ЛАЗАРЕВАЦ,LAZAREVAC,18.72,Accessible areas with population growth,Population growth,"1"
"70637","718556",СУБОТИЦА,SUBOTICA,КОЦЕЉЕВА,KOCELJEVA,6.31,Accessible areas with population decline,Population decline,"2"
"70637","718491",ЗУКВЕ,ZUKVE,КОЦЕЉЕВА,KOCELJEVA,7.61,Accessible areas with population decline,Population decline,"2"
"70343","707481",РАВНИШТЕ,RAVNIŠTE,БРУС,BRUS,25.99,Inaccessible areas with population decline,Population decline,"4"
"70939","732095",БЕЛА,BELA,ПИРОТ,PIROT,57.85,Inaccessible areas with population decline,Population decline,"4"
"70998","735442",БУЛАТОВАЦ,BULATOVAC,ПРОКУПЉЕ,PROKUPLJE,19.41,Accessible areas with population decline,Population decline,"2"
"70262","705438",МАЛА ДРАГУША,MALA DRAGUŠA,БЛАЦЕ,BLACE,9.46,Accessible areas with population decline,Population decline,"2"
"70823","727920",ЈУГ БОГДАНОВАЦ,JUG BOGDANOVAC,МЕРОШИНА,MEROŠINA,8.01,Accessible areas with population decline,Population decline,"2"
"70343","707139",ГОРЊЕ ЛЕВИЋЕ,GORNJE LEVIĆE,БРУС,BRUS,42.58,Inaccessible areas with population decline,Population decline,"4"
"71323","729132",ДОЊЕ ВЛАСЕ,DONJE VLASE,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),11.14,Accessible areas with population growth,Population growth,"1"
"71072","740250",ШУШУРЕ,ŠUŠURE,СЈЕНИЦА,SJENICA,11.57,Accessible areas with population decline,Population decline,"2"
"70262","705225",БЛАЦЕ,BLACE,БЛАЦЕ,BLACE,0.00,Municipality centre,Population decline,"5"
"70998","735639",ГОРЊЕ КОРДИНЦЕ,GORNJE KORDINCE,ПРОКУПЉЕ,PROKUPLJE,12.00,Accessible areas with population decline,Population decline,"2"
"70262","705624",ШИЉОМАНА,ŠILJOMANA,БЛАЦЕ,BLACE,7.24,Accessible areas with population decline,Population decline,"2"
"70122","703770",КАЛУЂЕРИЦА,KALUĐERICA,ГРОЦКА,GROCKA,22.93,Inaccessible areas with population growth,Population growth,"3"
"70394","709492",ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,0.00,Municipality centre,Population decline,"5"
"71188","743216",БАЉЕН,BALJEN,ТУТИН,TUTIN,40.64,Inaccessible areas with population growth,Population growth,"3"
"70726","723916",ГОЛЕМА ЊИВА,GOLEMA NJIVA,ЛЕСКОВАЦ,LESKOVAC,36.75,Inaccessible areas with population decline,Population decline,"4"
"70874","731013",ХОТКОВО,HOTKOVO,НОВИ ПАЗАР,NOVI PAZAR,3.66,Accessible areas with population growth,Population growth,"1"
"71323","728993",ВУКМАНОВО,VUKMANOVO,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),21.54,Inaccessible areas with population growth,Population growth,"3"
"70980","735221",ЧАУШЕВИЋИ,ČAUŠEVIĆI,ПРИЈЕПОЉЕ,PRIJEPOLJE,23.08,Inaccessible areas with population decline,Population decline,"4"
"70980","734926",МИЛЕШЕВО,MILEŠEVO,ПРИЈЕПОЉЕ,PRIJEPOLJE,9.87,Accessible areas with population decline,Population decline,"2"
"70025","701114",ЛОЋИКА,LOĆIKA,АЛЕКСИНАЦ,ALEKSINAC,18.57,Accessible areas with population decline,Population decline,"2"
"70025","701173",МОРАВАЦ,MORAVAC,АЛЕКСИНАЦ,ALEKSINAC,6.63,Accessible areas with population decline,Population decline,"2"
"71072","739677",КАЊЕВИНА,KANJEVINA,СЈЕНИЦА,SJENICA,10.76,Accessible areas with population decline,Population decline,"2"
"70980","734756",КАРОШЕВИНА,KAROŠEVINA,ПРИЈЕПОЉЕ,PRIJEPOLJE,15.84,Accessible areas with population decline,Population decline,"2"
"70262","705616",ЏЕПНИЦА,DŽEPNICA,БЛАЦЕ,BLACE,7.93,Accessible areas with population decline,Population decline,"2"
"70971","734128",КАЛАФАТИ,KALAFATI,ПРИБОЈ,PRIBOJ,13.77,Accessible areas with population decline,Population decline,"2"
